Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
5/13/2019 11:59:10 PM,5/14/2019 12:43:08 AM,1060 Highway 27 Nb,CHATTANOOGA,35171631,85278960,ACC2-MVC No Injuries
5/13/2019 11:36:27 PM,5/13/2019 11:55:25 PM,724 BELVOIR AVE,EAST RIDGE,35005737,85243735,ACC1-MVC Injuries
5/13/2019 11:36:26 PM,5/13/2019 11:55:46 PM,717 Belvoir Ave,EAST RIDGE,35005797,85244522,ACC1-MVC Injuries
5/13/2019 11:21:17 PM,5/14/2019 12:27:22 AM,724 BELVOIR AVE,EAST RIDGE,35005737,85243735,ACC1-MVC Injuries
5/13/2019 10:47:20 PM,5/14/2019 2:14:40 AM,2020 Gunbarrel Rd,CHATTANOOGA,35030081,85153146,ACC2-MVC No Injuries
5/13/2019 8:35:50 PM,5/13/2019 9:57:59 PM,901 Carter St,CHATTANOOGA,35045297,85312411,ACC2-MVC No Injuries
5/13/2019 8:12:58 PM,5/13/2019 8:39:48 PM,1106 Green Pond Rd,SODDY DAISY,35238912,85157837,ACC1-MVC Injuries
5/13/2019 8:12:57 PM,5/13/2019 9:28:09 PM,1106 Green Pond Rd,SODDY DAISY,35238912,85157837,ACC1-MVC Injuries
5/13/2019 8:11:39 PM,5/13/2019 11:51:36 PM,1106 Green Pond Rd,SODDY DAISY,35238912,85157837,ACC1-MVC Injuries
5/13/2019 6:23:50 PM,5/13/2019 7:09:01 PM,3550 Cummings Hwy,CHATTANOOGA,35015591,85376588,ACC2-MVC No Injuries
5/13/2019 6:22:50 PM,5/13/2019 6:36:31 PM,Eveningside Dr / E Main St,CHATTANOOGA,35027314,85283592,ACC1-MVC Injuries
5/13/2019 6:22:50 PM,5/13/2019 6:36:19 PM,Eveningside Dr / E Main St,CHATTANOOGA,35027314,85283592,ACC1-MVC Injuries
5/13/2019 6:22:29 PM,5/13/2019 7:45:06 PM,1601 E MAIN ST,CHATTANOOGA,35027640,85284010,ACC1-MVC Injuries
5/13/2019 6:16:07 PM,5/13/2019 7:18:52 PM,4920-4998 Highway 58,CHATTANOOGA,35093560,85178910,ACC2-MVC No Injuries
5/13/2019 5:30:06 PM,5/13/2019 5:53:59 PM,300 - 399 FRAZIER AVE,CHATTANOOGA,35062287,85306191,ACC2-MVC No Injuries
