Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
5/26/2019 10:44:09 PM,5/26/2019 11:31:39 PM,3411 Clio Ave,CHATTANOOGA,35005279,85291947,ACC2-MVC No Injuries
5/26/2019 10:38:08 PM,5/26/2019 10:53:17 PM,1909 E 5th St,CHATTANOOGA,35039128,85271971,ACC2-MVC No Injuries
5/26/2019 9:47:12 PM,5/26/2019 10:23:04 PM,600 MCCALLIE FERRY RD,HAMILTON COUNTY,35337825,85111085,ACC1-MVC Injuries
5/26/2019 9:47:12 PM,5/26/2019 10:20:47 PM,600 MCCALLIE FERRY RD,HAMILTON COUNTY,35337825,85111085,ACC1-MVC Injuries
5/26/2019 9:42:38 PM,5/26/2019 11:09:52 PM,600 MCCALLIE FERRY RD,HAMILTON COUNTY,35337825,85111085,ACC1-MVC Injuries
5/26/2019 9:36:43 PM,5/26/2019 9:56:47 PM,2001 S Lyerly St,CHATTANOOGA,35019308,85277649,ACC2-MVC No Injuries
5/26/2019 9:31:00 PM,5/26/2019 11:10:55 PM,5600 HICKORY VALLEY RD,CHATTANOOGA,35086008,85161334,ACC2-MVC No Injuries
5/26/2019 9:25:16 PM,5/26/2019 10:02:01 PM,1011 Gadd Rd,CHATTANOOGA,35142338,85250949,ACC2-MVC No Injuries
5/26/2019 8:49:49 PM,5/26/2019 9:03:04 PM,Dayton Pike / Osage Dr,SODDY DAISY,35298530,85147819,ACC2-MVC No Injuries
5/26/2019 8:04:38 PM,5/26/2019 8:50:03 PM,120 N MARKET ST,CHATTANOOGA,35062827,85308530,ACC2-MVC No Injuries
5/26/2019 7:25:42 PM,5/26/2019 8:33:07 PM,E Brainerd Rd / Morris Hill Rd,CHATTANOOGA,35000853,85132549,ACC2-MVC No Injuries
5/26/2019 7:21:54 PM,5/26/2019 7:26:10 PM,340 Interstate 75 Nb,CHATTANOOGA,35016212,85179472,ACC2-MVC No Injuries
5/26/2019 7:13:32 PM,5/26/2019 7:39:03 PM,4960 Gann Store Rd,CHATTANOOGA,35126459,85217588,ACC2-MVC No Injuries
5/26/2019 6:39:15 PM,5/26/2019 6:40:11 PM,4432-4499 Highway 58,CHATTANOOGA,35084709,85198869,ACC1-MVC Injuries
5/26/2019 6:39:14 PM,5/26/2019 6:43:48 PM,4430 HIGHWAY 58,CHATTANOOGA,35084025,85200395,ACC1-MVC Injuries
5/26/2019 6:39:13 PM,5/26/2019 6:59:08 PM,Highway 58 / Innwood Ln,CHATTANOOGA,35084730,85198642,ACC1-MVC Injuries
5/26/2019 6:39:12 PM,5/26/2019 7:35:20 PM,Highway 58 / Innwood Ln,CHATTANOOGA,35084730,85198642,ACC1-MVC Injuries
5/26/2019 6:38:45 PM,5/26/2019 6:41:30 PM,Highway 58 / Innwood Ln,CHATTANOOGA,35084730,85198642,ACC1-MVC Injuries
5/26/2019 6:38:20 PM,5/26/2019 6:41:41 PM,4510 HIGHWAY 58,CHATTANOOGA,35083886,85197621,ACC3-MVC Unknown Injuries
5/26/2019 6:38:11 PM,5/26/2019 9:04:22 PM,4400 HIGHWAY 58,CHATTANOOGA,35084378,85201244,ACC1-MVC Injuries
5/26/2019 6:27:59 PM,5/26/2019 6:52:26 PM,4211 Rossville Blvd,CHATTANOOGA,34994049,85291630,ACC2-MVC No Injuries
5/26/2019 6:22:35 PM,5/26/2019 6:40:15 PM,328 E Martin Luther King Blvd,CHATTANOOGA,35044173,85304460,ACC2-MVC No Injuries
5/26/2019 5:53:30 PM,5/26/2019 6:31:03 PM,8382 MITCHELL MILL RD,HAMILTON COUNTY,35092517,85069531,ACC2-MVC No Injuries
5/26/2019 5:10:14 PM,5/26/2019 5:42:00 PM,E 4th St / Market St,CHATTANOOGA,35052314,85309633,ACC2-MVC No Injuries
5/26/2019 5:06:12 PM,5/26/2019 6:03:01 PM,3805 Ringgold Rd,EAST RIDGE,34999972,85256608,ACCDEL-MVC Delayed
5/26/2019 4:11:28 PM,5/26/2019 5:47:22 PM,Glenwood Dr / Vine St,CHATTANOOGA,35033514,85262906,ACC2-MVC No Injuries
5/26/2019 3:58:20 PM,5/26/2019 5:14:42 PM,2007 Broad St,CHATTANOOGA,35033134,85314111,ACC2-MVC No Injuries
5/26/2019 3:51:34 PM,5/26/2019 3:54:39 PM,18460 - 18520 Interstate 24 Eb,CHATTANOOGA,35005312,85228426,ACC3-MVC Unknown Injuries
5/26/2019 3:50:07 PM,5/26/2019 5:29:51 PM,11528 Mcghee Rd,HAMILTON COUNTY,35004018,85020472,ACC2-MVC No Injuries
5/26/2019 3:46:37 PM,5/26/2019 4:58:43 PM,18350 Interstate 24 Eb,CHATTANOOGA,35011688,85245887,ACC2-MVC No Injuries
5/26/2019 3:40:21 PM,5/26/2019 3:52:14 PM,5200 - 5299 Hunter Rd,CHATTANOOGA,35083979,85075990,ACC1-MVC Injuries
5/26/2019 3:40:21 PM,5/26/2019 3:58:03 PM,5200 - 5299 Hunter Rd,CHATTANOOGA,35083979,85075990,ACC1-MVC Injuries
5/26/2019 3:40:20 PM,5/26/2019 3:55:23 PM,5200 - 5299 Hunter Rd,CHATTANOOGA,35083979,85075990,ACC1-MVC Injuries
5/26/2019 3:39:43 PM,5/26/2019 4:39:20 PM,5200 - 5299 Hunter Rd,CHATTANOOGA,35083979,85075990,ACC1-MVC Injuries
5/26/2019 3:39:40 PM,5/26/2019 4:45:33 PM,7265 Klingler Ln,HAMILTON COUNTY,35130217,85106301,ACCDEL-MVC Delayed
5/26/2019 3:38:44 PM,5/26/2019 4:28:42 PM,2450 15TH AVE,CHATTANOOGA,35013480,85271920,ACC2-MVC No Injuries
5/26/2019 3:34:44 PM,5/26/2019 8:56:22 PM,9500 LOVELL RD,HAMILTON COUNTY,35230381,85171002,ACC3-MVC Unknown Injuries
5/26/2019 3:29:47 PM,5/26/2019 3:34:18 PM,Rossville Blvd / Foust St,CHATTANOOGA,35016915,85293161,ACC2-MVC No Injuries
5/26/2019 3:17:58 PM,5/26/2019 3:37:22 PM,8312 - 8399 Standifer Gap Rd,HAMILTON COUNTY,35033536,85106722,ACC1-MVC Injuries
5/26/2019 3:17:58 PM,5/26/2019 3:40:29 PM,8312 - 8399 Standifer Gap Rd,HAMILTON COUNTY,35033536,85106722,ACC1-MVC Injuries
5/26/2019 3:17:04 PM,5/26/2019 4:21:53 PM,8312 - 8399 Standifer Gap Rd,HAMILTON COUNTY,35033536,85106722,ACC1-MVC Injuries
5/26/2019 3:13:14 PM,5/26/2019 4:05:15 PM,2515 GROUSE LN,HAMILTON COUNTY,35027135,85095574,ACC2-MVC No Injuries
5/26/2019 2:51:52 PM,5/26/2019 3:19:31 PM,2000 POE RD,HAMILTON COUNTY,35267538,85238079,ACC2-MVC No Injuries
5/26/2019 2:39:03 PM,5/26/2019 2:43:06 PM,Browns Ferry Rd / Wauhatchie Pike,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:39:03 PM,5/26/2019 2:41:17 PM,Browns Ferry Rd / Wauhatchie Pike,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:38:51 PM,5/26/2019 3:52:48 PM,3000 Cummings Hwy,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:38:51 PM,5/26/2019 3:57:11 PM,3000 Cummings Hwy,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:38:29 PM,5/26/2019 2:39:07 PM,Browns Ferry Rd / Cummings Hwy,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:38:19 PM,5/26/2019 2:43:17 PM,Browns Ferry Rd / Wauhatchie Pike,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:38:06 PM,5/26/2019 2:38:40 PM,Cummings Hwy / Browns Ferry Rd,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:38:06 PM,5/26/2019 6:33:09 PM,3000 Cummings Hwy,CHATTANOOGA,35020313,85365756,ACC1-MVC Injuries
5/26/2019 2:16:45 PM,5/26/2019 2:20:45 PM,17101-17379 Interstate 24 Wb,CHATTANOOGA,35012874,85388718,ACC1-MVC Injuries
5/26/2019 2:16:44 PM,5/26/2019 2:23:35 PM,17101-17379 Interstate 24 Wb,CHATTANOOGA,35012874,85388718,ACC1-MVC Injuries
5/26/2019 2:16:42 PM,5/26/2019 2:20:15 PM,17340 Interstate 24 Wb,CHATTANOOGA,35011777,85389404,ACC1-MVC Injuries
5/26/2019 2:16:28 PM,5/26/2019 2:21:10 PM,17320 Interstate 24 Wb,CHATTANOOGA,35009626,85391896,ACC1-MVC Injuries
5/26/2019 2:16:28 PM,5/26/2019 2:23:51 PM,17320 Interstate 24 Wb,CHATTANOOGA,35009626,85391896,ACC1-MVC Injuries
5/26/2019 2:16:24 PM,5/26/2019 2:17:58 PM,17200 INTERSTATE 24 WB,CHATTANOOGA,34994510,85399774,ACC3-MVC Unknown Injuries
5/26/2019 2:16:19 PM,5/26/2019 2:43:24 PM,17400 Interstate 24 Wb,CHATTANOOGA,35018934,85383202,ACC1-MVC Injuries
5/26/2019 2:16:19 PM,5/26/2019 3:36:23 PM,17340 INTERSTATE 24 WB,CHATTANOOGA,35011777,85389404,ACC1-MVC Injuries
5/26/2019 2:16:09 PM,5/26/2019 2:20:53 PM,17101-17379 Interstate 24 Wb,CHATTANOOGA,35012874,85388718,ACC1-MVC Injuries
5/26/2019 2:16:06 PM,5/26/2019 2:16:35 PM,17300 Interstate 24 Wb,CHATTANOOGA,35007761,85394340,ACC3-MVC Unknown Injuries
5/26/2019 2:16:02 PM,5/26/2019 2:21:27 PM,17320 Interstate 24 Wb,CHATTANOOGA,35009626,85391896,ACC1-MVC Injuries
5/26/2019 2:15:51 PM,5/26/2019 4:13:55 PM,17340 INTERSTATE 24 WB,CHATTANOOGA,35011777,85389404,ACC1-MVC Injuries
5/26/2019 2:07:51 PM,5/26/2019 2:22:51 PM,2011 E 14th St,CHATTANOOGA,35026314,85277454,ACC2-MVC No Injuries
5/26/2019 1:43:18 PM,5/26/2019 2:34:34 PM,18400 INTERSTATE 24 EB,CHATTANOOGA,35008661,85237709,ACC2-MVC No Injuries
5/26/2019 1:43:18 PM,5/26/2019 1:45:57 PM,18310-18399 Interstate 24 Eb,CHATTANOOGA,35009665,85240402,ACC2-MVC No Injuries
5/26/2019 12:59:38 PM,5/26/2019 1:28:41 PM,1309 Taft Hwy,SIGNAL MOUNTAIN,35140652,85326955,ACC2-MVC No Injuries
5/26/2019 12:32:15 PM,5/26/2019 2:07:38 PM,7200 - 7299 LEE HWY,CHATTANOOGA,35050683,85153052,ACC2-MVC No Injuries
5/26/2019 12:23:40 PM,5/26/2019 12:51:20 PM,5035 Ooltewah Ringgold Rd,COLLEGEDALE,35060667,85066927,ACC2-MVC No Injuries
5/26/2019 12:20:55 PM,5/26/2019 12:27:09 PM,100 Interstate 75 Sb,EAST RIDGE,34998664,85209894,ACC3-MVC Unknown Injuries
5/26/2019 12:20:10 PM,5/26/2019 12:25:25 PM,100 Interstate 75 Sb,EAST RIDGE,34998664,85209894,ACC3-MVC Unknown Injuries
5/26/2019 12:19:38 PM,5/26/2019 1:04:22 PM,180 Interstate 75 Sb,CHATTANOOGA,35007414,85203262,ACC3-MVC Unknown Injuries
5/26/2019 12:19:26 PM,5/26/2019 12:24:43 PM,300 Interstate 75 Sb,CHATTANOOGA,35012866,85184238,ACC2-MVC No Injuries
5/26/2019 12:19:16 PM,5/26/2019 12:23:21 PM,120 Interstate 75 Sb,CHATTANOOGA,35001154,85211604,ACC2-MVC No Injuries
5/26/2019 11:33:40 AM,5/26/2019 11:36:41 AM,9058 Old Lee Hwy,COLLEGEDALE,35083625,85065249,ACC1-MVC Injuries
