Accident,Latitude,Longitude,Date,Time,Route,Log_Mile,Terrain,Land_Use,Access_Control,Illumination,Operation,School_Zone,Speed_Limit
1,35.022082,-85.198323,2017-04-03,23:30:03,33SR002001,15.828,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.022062,-85.198914,2017-04-03,23:30:32,33SR002001,15.8,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.253974,-85.181056,2017-04-04,05:01:24,330D587001,0.483,2.0,7.0,0.0,-10.0,2.0,,20.0
1,35.083556,-85.263401,2017-04-04,05:52:58,3305395001,6.431,,,,,,,
1,35.081783,-85.26321,2017-04-04,05:56:58,3305395001,6.326,,,,,,,
1,35.017208,-85.293226,2017-04-04,06:39:47,33SR027001,5.609,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.205593,-85.165909,2017-04-04,06:54:09,3304427001,0.978,,,,,,,
1,35.208066,-85.170399,2017-04-04,07:02:53,3304427001,0.673,,,,,,,
1,35.042154,-85.28081,2017-04-04,07:51:13,3303554001,1.004,,,,,,,
1,35.074667,-85.196194,2017-04-04,07:54:48,330D213001,0.003,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.053499,-85.320031,2017-04-04,07:58:16,330A346001,0.004,2.0,5.0,0.0,1.0,2.0,,-10.0
1,35.070415,-85.251602,2017-04-04,08:14:24,330B507001,0.21,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.006603,-85.153458,2017-04-04,08:40:27,33SR320001,3.518,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.050422,-85.294787,2017-04-04,09:05:26,3303552001,0.847,,,,,,,
1,34.996114,-85.218337,2017-04-04,09:13:06,330B807001,0.022,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.012776,-85.125083,2017-04-04,09:16:09,330E335001,0.402,,,,,,,
1,35.044815,-85.310364,2017-04-04,09:16:20,33SR008001,8.846,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.012776,-85.125083,2017-04-04,09:16:31,330E335001,0.402,,,,,,,
1,35.016113,-85.125828,2017-04-04,09:16:31,3303582001,1.657,,,,,,,
1,35.041458,-85.290524,2017-04-04,09:53:06,3305403001,1.618,,,,,,,
1,35.056969,-85.316172,2017-04-04,10:11:10,33SR029001,0.171,2.0,2.0,2.0,1.0,2.0,,55.0
1,34.989931,-85.203643,2017-04-04,10:23:09,33I0075001,0.312,1.0,2.0,2.0,1.0,2.0,,55.0
1,34.995163,-85.290937,2017-04-04,11:48:36,330A933001,0.115,2.0,4.0,0.0,-10.0,2.0,,-10.0
1,34.994867,-85.290403,2017-04-04,11:48:46,330A911001,0.02,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,34.995163,-85.290937,2017-04-04,11:50:54,330A933001,0.115,2.0,4.0,0.0,-10.0,2.0,,-10.0
1,35.007874,-85.264834,2017-04-04,11:54:07,330C011001,0.018,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.141519,-85.325666,2017-04-04,11:56:57,33SR008001,18.78,2.0,7.0,0.0,1.0,2.0,,40.0
1,35.045497,-85.300405,2017-04-04,12:11:17,3305403001,2.243,,,,,,,
1,34.998857,-85.218956,2017-04-04,12:20:57,330B809001,0.077,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.044088,-85.160208,2017-04-04,12:25:00,3303580001,1.915,,,,,,,
1,35.029416,-85.287448,2017-04-04,12:32:55,330A495001,0.657,2.0,7.0,0.0,-10.0,2.0,,30.0
1,35.018176,-85.171794,2017-04-04,12:34:06,33SR320001,2.093,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.03737,-85.277828,2017-04-04,12:34:14,3305403001,0.845,,,,,,,
1,35.122548,-85.248625,2017-04-04,12:47:15,3303588001,3.665,,,,,,,
1,35.037227,-85.306833,2017-04-04,13:03:41,33SR027001,4.608,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.008246,-85.200274,2017-04-04,13:12:28,33I0075001,2.029,2.0,4.0,2.0,1.0,2.0,,55.0
1,35.046916,-85.304166,2017-04-04,13:14:22,3305403001,2.479,,,,,,,
1,35.207349,-85.168555,2017-04-04,13:16:35,3304427001,0.786,,,,,,,
1,34.989613,-85.203716,2017-04-04,13:21:45,33I0075001,0.295,1.0,2.0,2.0,1.0,2.0,,55.0
1,35.013479,-85.326053,2017-04-04,13:30:34,33SR017001,2.12,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.031869,-85.286247,2017-04-04,14:06:00,330A492001,0.66,2.0,7.0,0.0,1.0,2.0,,30.0
1,34.998857,-85.218956,2017-04-04,14:06:06,330B809001,0.077,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.023823,-85.247288,2017-04-04,14:09:04,3303577001,1.611,,,,,,,
1,35.015591,-85.376588,2017-04-04,14:16:50,330C038001,0.753,2.0,7.0,0.0,1.0,2.0,,25.0
1,34.998857,-85.218956,2017-04-04,14:31:17,330B809001,0.077,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.0276,-85.25477,2017-04-04,14:32:14,33SR002001,11.925,2.0,2.0,0.0,1.0,2.0,,35.0
1,34.998857,-85.218956,2017-04-04,14:46:14,330B809001,0.077,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.078609,-85.187595,2017-04-04,15:00:53,3303601001,1.776,,,,,,,
1,35.0781,-85.187873,2017-04-04,15:01:42,3303601001,1.737,,,,,,,
1,35.073644,-85.19034,2017-04-04,15:01:42,33SR317001,1.308,2.0,2.0,0.0,1.0,2.0,,45.0
1,34.994874,-85.399125,2017-04-04,15:06:13,33I0024002,0.996,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.061591,-85.139016,2017-04-04,15:17:41,330E476001,0.179,2.0,0.0,0.0,-10.0,2.0,,30.0
1,35.010989,-85.223215,2017-04-04,15:47:21,330B062001,0.001,2.0,2.0,0.0,-10.0,2.0,,-10.0
1,35.049645,-85.310585,2017-04-04,15:53:59,3303550001,0.467,,,,,,,
1,35.042904,-85.114331,2017-04-04,15:58:17,3302154001,0.078,,,,,,,
1,35.044898,-85.312057,2017-04-04,16:00:37,3305712001,0.001,,,,,,,
1,35.094017,-85.180163,2017-04-04,16:17:30,33SR058001,6.302,2.0,2.0,0.0,1.0,2.0,,45.0
1,35.155442,-85.105737,2017-04-04,16:32:03,3300948001,0.01,,,,,,,
1,35.035266,-85.163861,2017-04-04,16:47:58,33I0075001,4.977,2.0,4.0,2.0,0.0,2.0,,55.0
1,35.051848,-85.31787,2017-04-04,16:48:25,330A369001,0.244,2.0,2.0,0.0,1.0,2.0,,-10.0
1,35.041303,-85.153824,2017-04-04,16:51:17,3304986001,2.163,,,,,,,
1,35.044307,-85.305353,2017-04-04,16:52:37,3303548001,0.266,,,,,,,
1,35.125222,-85.247534,2017-04-04,17:21:52,330C853001,0.535,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.127564,-85.246298,2017-04-04,17:22:44,3303588001,4.041,,,,,,,
1,35.043649,-85.308618,2017-04-04,17:22:47,3303566001,0.103,,,,,,,
1,35.005439,-85.149292,2017-04-04,17:24:19,33SR320001,3.804,2.0,2.0,0.0,1.0,2.0,,40.0
1,34.997134,-85.250757,2017-04-04,17:27:08,3303576001,0.065,,,,,,,
1,35.045763,-85.309399,2017-04-04,17:31:51,33SR008001,8.968,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.047964,-85.248094,2017-04-04,17:51:21,330B367001,0.047,2.0,7.0,0.0,-10.0,2.0,,25.0
1,35.039186,-85.015783,2017-04-04,18:09:37,330F691001,0.802,2.0,0.0,0.0,-10.0,2.0,,35.0
1,35.105349,-85.051507,2017-04-04,18:11:50,33I0075001,13.266,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.012025,-85.253525,2017-04-04,18:15:48,3303577001,0.716,,,,,,,
1,35.047964,-85.248094,2017-04-04,18:20:32,330B367001,0.047,2.0,7.0,0.0,-10.0,2.0,,25.0
1,35.013799,-85.323359,2017-04-04,18:23:31,330A873001,0.124,2.0,4.0,0.0,1.0,2.0,,30.0
1,34.9933,-85.399306,2017-04-04,18:35:14,33I0024002,0.896,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.021426,-85.380506,2017-04-04,18:36:42,33I0024002,3.177,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.023851,-85.244424,2017-04-04,18:48:15,33SR002001,12.581,2.0,2.0,0.0,1.0,2.0,,35.0
1,35.079908,-85.301396,2017-04-04,19:17:17,330A171001,0.009,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.079156,-85.303264,2017-04-04,19:17:30,330A171001,0.074,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.070463,-85.143275,2017-04-04,19:32:04,3305746001,0.79,,,,,,,
1,35.041836,-85.154037,2017-04-04,19:34:39,3301122001,0.118,,,,,,,
1,35.055214,-85.309333,2017-04-04,19:35:44,33SR008001,9.617,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.070463,-85.143275,2017-04-04,19:50:18,3305746001,0.79,,,,,,,
1,35.013479,-85.326053,2017-04-04,20:42:21,33SR017001,2.12,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.054946,-85.126885,2017-04-04,22:21:18,3304989001,0.77,,,,,,,
1,35.05661,-85.126595,2017-04-04,22:21:24,3304989001,0.888,,,,,,,
1,35.054946,-85.126885,2017-04-04,22:21:39,3304989001,0.77,,,,,,,
1,35.025997,-85.085344,2017-04-05,08:10:50,33SR321001,2.836,2.0,7.0,0.0,0.0,2.0,,40.0
1,35.025702,-85.085358,2017-04-05,08:15:12,330F380001,0.002,2.0,7.0,0.0,-10.0,2.0,,30.0
1,35.048719,-85.290431,2017-04-05,08:22:09,330A390001,0.479,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.035221,-85.304052,2017-04-05,08:47:57,330A636001,0.018,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.029215,-85.257468,2017-04-05,09:01:42,3304984001,3.731,,,,,,,
1,35.096371,-85.243061,2017-04-05,09:38:14,33SR319001,1.612,2.0,5.0,0.0,0.0,2.0,,50.0
