Accident,Latitude,Longitude,Date,Time,Route,Log_Mile,Terrain,Land_Use,Access_Control,Illumination,Operation,School_Zone,Speed_Limit
1,34.993013,-85.267266,2017-01-01,00:15:24,330B982001,0.048,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.02629,-85.323702,2017-01-01,00:29:19,33I0024002,7.082,2.0,5.0,2.0,1.0,2.0,,55.0
1,35.052257,-85.304597,2017-01-01,00:39:26,3303546001,1.034,,,,,,,
1,35.031305,-85.321025,2017-01-01,00:57:43,33I0024002,7.444,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.052314,-85.309633,2017-01-01,01:00:39,33SR008001,9.415,2.0,2.0,0.0,1.0,2.0,,30.0
1,35.08115,-85.078231,2017-01-01,01:04:56,3304145001,3.723,,,,,,,
1,35.114979,-85.308705,2017-01-01,01:11:20,330D699001,0.322,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.041303,-85.153824,2017-01-01,01:18:08,3304986001,2.163,,,,,,,
1,35.023771,-85.29987,2017-01-01,02:25:01,33I0024002,8.791,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.02727,-85.224522,2017-01-01,03:35:37,3305769001,1.437,,,,,,,
1,35.026966,-85.223719,2017-01-01,03:36:33,3305769001,1.487,,,,,,,
1,35.075117,-85.251764,2017-01-01,04:53:23,330B483001,0.002,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.074127,-85.252797,2017-01-01,05:01:06,3303599001,0.599,,,,,,,
1,35.075117,-85.251764,2017-01-01,05:01:07,330B483001,0.002,2.0,7.0,0.0,1.0,2.0,,-10.0
1,35.046084,-85.156225,2017-01-01,07:11:06,330E509001,0.525,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.007894,-85.200822,2017-01-01,07:47:16,33I0075001,1.991,2.0,4.0,2.0,1.0,2.0,,55.0
1,35.043081,-85.115657,2017-01-01,08:38:38,3302154001,0.007,,,,,,,
1,35.032188,-85.319116,2017-01-01,08:41:51,33I0024002,7.552,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.02629,-85.323702,2017-01-01,08:44:15,33I0024002,7.082,2.0,5.0,2.0,1.0,2.0,,55.0
1,35.100298,-85.159294,2017-01-01,09:52:20,3305745001,2.393,,,,,,,
1,35.032342,-85.318729,2017-01-01,10:00:53,33I0124001,0.238,2.0,5.0,2.0,1.0,2.0,,55.0
1,35.029902,-85.322207,2017-01-01,10:02:21,33I0024002,7.343,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.027231,-85.323459,2017-01-01,10:03:09,33I0024002,7.148,2.0,5.0,2.0,1.0,2.0,,55.0
1,35.026191,-85.303623,2017-01-01,10:12:24,33I0024002,8.522,2.0,2.0,2.0,1.0,2.0,,55.0
1,34.995786,-85.269433,2017-01-01,10:20:22,330B332001,0.628,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.026191,-85.303623,2017-01-01,10:20:24,33I0024002,8.522,2.0,2.0,2.0,1.0,2.0,,55.0
1,34.995786,-85.269433,2017-01-01,10:33:39,330B332001,0.628,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.02629,-85.323702,2017-01-01,10:35:12,33I0024002,7.082,2.0,5.0,2.0,1.0,2.0,,55.0
