,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
388,33I0024002,-85.314205,35.030316,34,2/25/19,1:00,1,42.41,55.79,35.32,,,,26.63,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
389,33SR058001,-85.159644,35.104728,34,2/25/19,1:00,1,41.64,55,34.48,,,,26.46,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
390,330A654001,-85.315306,35.039104,34,2/25/19,1:00,1,42.27,55.77,35.2,,,,26.58,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
391,33SR002001,-85.062889,35.084885,34,2/25/19,1:00,1,41.6,54.68,34.55,,,,26.66,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
392,3302205001,-85.070057,35.087633,34,2/25/19,1:00,1,41.59,54.68,34.56,,,,26.64,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
393,3303577001,-85.247288,35.023823,34,2/25/19,1:00,1,42.05,55.16,35.55,,,,26.86,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
394,3303580001,-85.166282,35.046274,34,2/25/19,1:00,1,42.2,55.38,35.38,,,,26.75,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
395,33SR002001,-85.212241,35.012306,34,2/25/19,1:00,1,42.31,55.45,35.37,,,,26.93,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
396,330E315001,-85.13381,34.99941,34,2/25/19,1:00,1,42.22,54.9,35.26,,,,26.98,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
397,3303559001,-85.311782,35.05227,34,2/25/19,1:00,1,42.44,55.65,35.26,,,,26.52,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
398,3303577001,-85.246419,35.023643,33,2/25/19,1:00,1,42.05,55.16,35.54,,,,26.86,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
399,330B809001,-85.218956,34.998857,33,2/25/19,1:00,1,42.35,55.44,35.48,,,,27,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
400,330D127001,-85.158821,35.200613,33,2/25/19,1:00,1,41.77,55.46,34.66,,,,25.98,0.53,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
401,3304459001,-85.312411,35.045297,33,2/25/19,1:00,1,42.34,55.67,35.25,,,,26.55,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
402,33I0024002,-85.227148,35.005132,33,2/25/19,1:00,1,42.34,55.45,35.49,,,,26.97,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
403,33SR317001,-85.136543,35.06093,33,2/25/19,1:00,1,41.86,54.98,35.3,,,,26.7,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
404,33I0075001,-85.196993,35.009159,33,2/25/19,1:00,1,42.21,55.31,35.35,,,,26.95,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
405,330C858001,-85.242192,35.127346,33,2/25/19,1:00,1,42.29,55.74,34.72,,,,26.21,0.53,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
406,33I0075001,-85.177674,35.019094,32,2/25/19,1:00,1,42.19,55.27,35.57,,,,26.89,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
407,33I0124001,-85.314203,35.044153,32,2/25/19,1:00,1,42.32,55.69,35.23,,,,26.55,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
408,330E643001,-85.184651,35.030289,32,2/25/19,1:00,1,41.98,55.1,35.23,,,,26.83,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
409,33SR002001,-85.269492,35.022196,32,2/25/19,1:00,1,42.11,55.35,35.51,,,,26.81,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
410,330B220001,-85.222513,35.010366,32,2/25/19,1:00,1,42.33,55.45,35.43,,,,26.94,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
411,33SR002001,-85.273583,35.01572,32,2/25/19,1:00,1,42.14,55.4,35.53,,,,26.83,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
412,3304134001,-85.20734,35.147481,32,2/25/19,1:00,1,41.94,55.46,34.32,,,,26.15,0.53,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
413,33I0124001,-85.314339,35.049113,32,2/25/19,1:00,1,42.41,55.61,35.31,,,,26.53,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
414,33SR008001,-85.307328,35.036143,32,2/25/19,1:00,1,42.28,55.77,35.23,,,,26.62,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
415,3301122001,-85.154037,35.041836,32,2/25/19,1:00,1,42.05,55.18,35.39,,,,26.78,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
416,3304986001,-85.159779,35.035252,32,2/25/19,1:00,1,42.11,55.23,35.43,,,,26.81,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
417,33I0024002,-85.322207,35.029902,31,2/25/19,1:00,1,42.52,55.83,35.38,,,,26.61,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
418,3305770001,-85.243683,35.011387,31,2/25/19,1:00,1,42.22,55.31,35.57,,,,26.94,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
419,3304418001,-85.25651,35.051718,31,2/25/19,1:00,1,42.03,55.27,35.34,,,,26.66,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
420,33SR029001,-85.316172,35.056969,31,2/25/19,1:00,1,42.44,55.77,35.14,,,,26.48,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
421,3304986001,-85.156744,35.037712,31,2/25/19,1:00,1,42.09,55.21,35.41,,,,26.8,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
422,3305770001,-85.231362,35.007176,31,2/25/19,1:00,1,42.34,55.45,35.49,,,,26.96,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
423,33I0124001,-85.314039,35.044272,31,2/25/19,1:00,1,42.32,55.69,35.23,,,,26.55,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
424,3303542001,-85.231013,35.109143,31,2/25/19,1:00,1,42.3,55.58,34.85,,,,26.34,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
425,33SR008001,-85.318282,35.083649,31,2/25/19,1:00,1,42.13,55.56,34.9,,,,26.33,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
426,33SR002001,-85.365756,35.020313,31,2/25/19,1:00,1,41.81,55.96,34.64,,,,26.52,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
427,3304995001,-85.186686,35.029063,30,2/25/19,1:00,1,42.04,55.17,35.23,,,,26.84,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
428,330D198001,-85.200011,35.054571,30,2/25/19,1:00,1,42.3,55.42,35.13,,,,26.69,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
429,33SR321001,-85.0667,35.059606,30,2/25/19,1:00,1,41.86,54.72,35.06,,,,26.75,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
430,33SR320001,-85.184253,35.017209,30,2/25/19,1:00,1,42.17,55.24,35.62,,,,26.9,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
431,33SR008001,-85.309399,35.045763,30,2/25/19,1:00,1,42.34,55.66,35.25,,,,26.56,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
432,330B936001,-85.245409,34.996398,30,2/25/19,1:00,1,42.28,55.33,35.64,,,,27.01,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
433,3304987001,-85.155546,35.030221,29,2/25/19,1:00,1,42.08,55.19,35.44,,,,26.84,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
434,33I0024002,-85.399125,34.994874,29,2/25/19,1:00,1,41.51,55.76,34.83,,,,26.5,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
435,33SR002001,-85.254881,35.027655,29,2/25/19,1:00,1,41.83,54.94,35.56,,,,26.82,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
436,33SR002001,-85.211097,35.013904,29,2/25/19,1:00,1,42.31,55.45,35.35,,,,26.92,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
437,3303556001,-85.237299,35.047083,29,2/25/19,1:00,1,42.06,55.26,35.33,,,,26.72,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
438,330E416001,-85.174009,35.017383,29,2/25/19,1:00,1,42.18,55.26,35.56,,,,26.9,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
439,330A343001,-85.312571,35.046047,29,2/25/19,1:00,1,42.36,55.66,35.27,,,,26.55,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
440,33I0075001,-85.201076,35.007825,29,2/25/19,1:00,1,42.25,55.35,35.36,,,,26.95,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
441,33I0024002,-85.28446,35.017606,29,2/25/19,1:00,1,42.37,55.75,35.4,,,,26.79,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
442,330B854001,-85.207332,34.988878,28,2/25/19,1:00,1,42.43,55.52,35.72,,,,27.01,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
443,3303580001,-85.157294,35.042997,28,2/25/19,1:00,1,42.09,55.24,35.39,,,,26.77,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
444,3303580001,-85.188818,35.053305,28,2/25/19,1:00,1,42.13,55.36,35.05,,,,26.7,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
445,33I0075001,-85.17253,35.027345,28,2/25/19,1:00,1,42.19,55.31,35.5,,,,26.85,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
446,33SR008001,-85.242414,34.996637,28,2/25/19,1:00,1,42.32,55.38,35.61,,,,27.01,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
447,33SR027001,-85.306833,35.037227,28,2/25/19,1:00,1,42.27,55.76,35.22,,,,26.61,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
448,33I0024002,-85.228426,35.005312,28,2/25/19,1:00,1,42.34,55.45,35.49,,,,26.97,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
449,3303549001,-85.306529,35.053585,28,2/25/19,1:00,1,42.47,55.68,35.25,,,,26.52,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
450,330B707001,-85.251282,35.015328,28,2/25/19,1:00,1,42.06,55.14,35.61,,,,26.91,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
451,33SR029001,-85.316129,35.057348,28,2/25/19,1:00,1,42.44,55.78,35.13,,,,26.48,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
452,3304988001,-85.156695,35.027055,28,2/25/19,1:00,1,42.09,55.19,35.46,,,,26.85,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
453,3304996001,-85.187659,35.029911,28,2/25/19,1:00,1,42.06,55.21,35.22,,,,26.83,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
454,33SR002001,-85.064345,35.084844,28,2/25/19,1:00,1,41.6,54.69,34.55,,,,26.66,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
455,3301122001,-85.154861,35.042127,28,2/25/19,1:00,1,42.06,55.19,35.39,,,,26.78,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
456,33SR153001,-85.239439,35.12384,28,2/25/19,1:00,1,42.3,55.74,34.74,,,,26.24,0.53,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
457,3303578001,-85.219735,35.043284,27,2/25/19,1:00,1,42.3,55.53,35.19,,,,26.75,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
458,33SR002001,-85.198298,35.022448,27,2/25/19,1:00,1,42.21,55.36,35.26,,,,26.87,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
459,33SR320001,-85.153227,35.008538,27,2/25/19,1:00,1,42.18,55.24,35.5,,,,26.94,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
460,33SR002001,-85.220213,35.009919,27,2/25/19,1:00,1,42.33,55.45,35.42,,,,26.94,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
461,3303552001,-85.286955,35.046753,27,2/25/19,1:00,1,42.54,55.7,35.32,,,,26.61,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
462,330E416001,-85.173294,35.017551,27,2/25/19,1:00,1,42.17,55.25,35.56,,,,26.9,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
463,33SR002001,-85.328285,35.013727,27,2/25/19,1:00,1,42.28,55.71,35.16,,,,26.67,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
464,3302207001,-85.064316,35.090553,27,2/25/19,1:00,1,41.6,54.7,34.53,,,,26.64,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
465,33I0024002,-85.289703,35.018623,27,2/25/19,1:00,1,42.36,55.78,35.38,,,,26.77,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
466,33SR002001,-85.149942,35.05224,27,2/25/19,1:00,1,42.05,55.2,35.33,,,,26.73,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
467,33I0124001,-85.318867,35.035208,27,2/25/19,1:00,1,42.39,55.8,35.27,,,,26.59,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
468,3303570001,-85.288147,35.028961,27,2/25/19,1:00,1,42.33,55.73,35.31,,,,26.71,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
469,3301122001,-85.150941,35.040129,27,2/25/19,1:00,1,42.02,55.13,35.4,,,,26.79,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
470,33SR002001,-85.328307,35.013733,27,2/25/19,1:00,1,42.28,55.71,35.16,,,,26.67,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
471,33I0075001,-85.210479,35.004212,26,2/25/19,1:00,1,42.32,55.42,35.41,,,,26.98,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
472,330E078001,-85.079303,35.086417,26,2/25/19,1:00,1,41.54,54.61,34.61,,,,26.64,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
473,3301122001,-85.151563,35.040925,26,2/25/19,1:00,1,42.03,55.14,35.39,,,,26.78,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
474,33SR002001,-85.211314,35.013269,26,2/25/19,1:00,1,42.31,55.45,35.36,,,,26.92,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
475,33I0024002,-85.259012,35.019636,26,2/25/19,1:00,1,41.78,54.88,35.61,,,,26.86,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
476,33SR320001,-85.149292,35.005439,26,2/25/19,1:00,1,42.14,55.19,35.51,,,,26.96,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
477,3305403001,-85.290524,35.041458,26,2/25/19,1:00,1,42.25,55.66,35.23,,,,26.63,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
478,330A639001,-85.30835,35.031887,26,2/25/19,1:00,1,42.29,55.79,35.25,,,,26.64,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
479,33I0124001,-85.318217,35.039377,26,2/25/19,1:00,1,42.33,55.77,35.23,,,,26.57,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
480,33SR029001,-85.153375,35.28178,26,2/25/19,1:00,1,41.02,55.09,32.2,,,,25.6,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
481,33SR320001,-85.174648,35.017727,26,2/25/19,1:00,1,42.19,55.27,35.56,,,,26.9,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
482,330A675001,-85.263344,35.032718,26,2/25/19,1:00,1,42.1,55.33,35.45,,,,26.76,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
483,33SR027001,-85.308826,35.031481,26,2/25/19,1:00,1,42.3,55.79,35.26,,,,26.64,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
484,3304983001,-85.27164,35.009454,26,2/25/19,1:00,1,41.82,54.98,35.65,,,,26.88,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
485,33I0024002,-85.307401,35.027762,26,2/25/19,1:00,1,42.3,55.8,35.28,,,,26.66,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
486,33I0075001,-85.16582,35.033426,26,2/25/19,1:00,1,42.08,55.19,35.47,,,,26.82,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
487,33I0075001,-85.193721,35.010071,26,2/25/19,1:00,1,42.33,55.43,35.65,,,,26.94,0.54,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
488,33I0024002,-85.252069,35.014338,26,2/25/19,1:00,1,42.04,55.11,35.62,,,,26.91,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
489,33I0124001,-85.314338,35.049871,26,2/25/19,1:00,1,42.42,55.6,35.31,,,,26.52,0.53,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,,,,,,,,,,,,,,,,,,,,,,,,
