Accident,Latitude,Longitude,Date,Time,Route,Log_Mile,Terrain,Land_Use,Access_Control,Illumination,Operation,School_Zone,Speed_Limit
1,35.005132,-85.227148,2017-10-18,06:51:03,33I0024002,13.632,2.0,2.0,2.0,1.0,2.0,,55.0
1,35.036231,-85.193968,2017-10-18,07:21:09,330B620001,1.219,2.0,2.0,0.0,-10.0,2.0,,-10.0
1,35.233387,-85.177481,2017-10-18,07:32:40,3301126001,3.611,,,,,,,
1,35.017328,-85.276601,2017-10-18,08:47:56,330A556001,0.032,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.084597,-85.062032,2017-10-18,08:53:04,33SR002001,20.907,2.0,2.0,0.0,0.0,2.0,,45.0
1,35.037449,-85.278853,2017-10-18,09:09:54,330A710001,0.001,2.0,4.0,0.0,1.0,2.0,,-10.0
1,35.119695,-85.291474,2017-10-18,09:12:51,330C656001,0.052,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,34.989088,-85.20913,2017-10-18,09:35:45,3304147001,0.249,,,,,,,
1,35.023473,-85.258567,2017-10-18,09:38:18,3305711001,0.049,,,,,,,
1,35.048719,-85.290431,2017-10-18,11:02:44,330A390001,0.479,2.0,0.0,0.0,-10.0,2.0,,-10.0
1,35.036411,-85.15147,2017-10-18,11:50:46,330F888001,0.306,2.0,2.0,0.0,1.0,2.0,,-10.0
1,35.009932,-85.21546,2017-10-18,12:15:35,330C359001,0.083,1.0,2.0,0.0,1.0,2.0,,15.0
1,34.988466,-85.309232,2017-10-18,12:21:30,3303615001,0.535,,,,,,,
1,34.988466,-85.309232,2017-10-18,12:56:02,3303615001,0.535,,,,,,,
1,35.037712,-85.156744,2017-10-18,13:13:53,3304986001,1.863,,,,,,,
1,35.007278,-85.210283,2017-10-18,13:14:08,330C360001,0.085,2.0,2.0,0.0,1.0,2.0,,-10.0
1,35.178634,-85.305574,2017-10-18,13:39:20,3301147001,6.716,,,,,,,
1,35.003725,-85.22336,2017-10-18,13:47:57,3305771001,1.768,,,,,,,
1,35.044307,-85.305353,2017-10-18,14:25:47,3303548001,0.266,,,,,,,
1,35.011585,-85.225891,2017-10-18,14:30:45,330B223001,0.025,2.0,7.0,0.0,1.0,2.0,,25.0
1,35.210409,-85.155255,2017-10-18,14:33:15,3301126001,0.546,,,,,,,
1,35.073807,-85.111622,2017-10-18,14:33:36,33I0075001,8.969,2.0,0.0,2.0,1.0,2.0,,65.0
1,35.008334,-85.390573,2017-10-18,14:45:15,33SR038001,2.059,2.0,0.0,0.0,0.0,2.0,,50.0
1,35.081455,-85.318302,2017-10-18,14:47:32,33SR008001,11.784,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.082128,-85.31778,2017-10-18,14:47:33,33SR008001,11.835,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.081455,-85.318302,2017-10-18,14:50:44,33SR008001,11.784,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.082128,-85.31778,2017-10-18,14:51:07,33SR008001,11.835,2.0,2.0,0.0,1.0,2.0,,40.0
1,35.209884,-85.178715,2017-10-18,15:01:51,330D172001,0.374,2.0,7.0,0.0,-10.0,2.0,,-10.0
1,35.081783,-85.26321,2017-10-18,15:08:39,3305395001,6.326,,,,,,,
1,34.998701,-85.279464,2017-10-18,15:11:53,330A988001,0.053,2.0,7.0,0.0,1.0,2.0,,15.0
1,35.021777,-85.294068,2017-10-18,15:18:04,330G451001,0.062,2.0,2.0,0.0,1.0,2.0,,-10.0
1,35.056299,-85.160845,2017-10-18,15:26:47,3303604001,1.299,,,,,,,
1,35.086598,-85.06465,2017-10-18,15:43:56,33I0075001,11.755,2.0,0.0,2.0,0.0,2.0,,65.0
1,35.031559,-85.271665,2017-10-18,15:52:35,330A474001,0.535,2.0,7.0,0.0,1.0,2.0,,30.0
1,35.006205,-85.231908,2017-10-18,16:08:06,3303578001,0.787,,,,,,,
1,35.045297,-85.312411,2017-10-18,16:11:22,3304459001,0.046,,,,,,,
1,35.094368,-85.331318,2017-10-18,16:18:21,33SR008001,13.147,2.0,2.0,0.0,1.0,2.0,,45.0
