Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
5/25/2019 11:34:17 PM,5/26/2019 12:26:58 AM,670 MCCALLIE FERRY RD,HAMILTON COUNTY,35336552,85109221,ACC3-MVC Unknown Injuries
5/25/2019 11:34:00 PM,5/25/2019 11:40:53 PM,MAY RD / MCCALLIE FERRY RD,HAMILTON COUNTY,35340245,85095913,ACC3-MVC Unknown Injuries
5/25/2019 11:29:59 PM,5/25/2019 11:42:40 PM,1300 BROAD ST,CHATTANOOGA,35039485,85309906,ACC2-MVC No Injuries
5/25/2019 10:24:31 PM,5/25/2019 11:27:35 PM,9306 Branford Dr,HAMILTON COUNTY,35227184,85163077,ACC2-MVC No Injuries
5/25/2019 9:51:52 PM,5/26/2019 12:03:20 AM,400 W MARTIN LUTHER KING BLVD,CHATTANOOGA,35046964,85316524,ACC2-MVC No Injuries
5/25/2019 9:30:28 PM,5/25/2019 9:48:13 PM,4300 Cummings Cove Dr,CHATTANOOGA,35024811,85399428,ACC2-MVC No Injuries
5/25/2019 9:27:22 PM,5/25/2019 11:24:10 PM,1309 LEE PIKE,HAMILTON COUNTY,35309087,85106113,ACC4-MVC Entrapment
5/25/2019 9:27:21 PM,5/25/2019 11:42:06 PM,1309 LEE PIKE,HAMILTON COUNTY,35309087,85106113,ACC4-MVC Entrapment
5/25/2019 9:26:03 PM,5/26/2019 12:33:27 AM,1309 LEE PIKE,HAMILTON COUNTY,35309087,85106113,ACC4-MVC Entrapment
5/25/2019 7:54:48 PM,5/25/2019 9:49:58 PM,6701 Highway 58,HAMILTON COUNTY,35137050,85121562,ACC3-MVC Unknown Injuries
5/25/2019 7:33:43 PM,5/25/2019 7:57:19 PM,Mcdonald Rd / Tallant Rd,COLLEGEDALE,35058375,85015612,ACC2-MVC No Injuries
5/25/2019 7:22:35 PM,5/25/2019 7:24:48 PM,2180 Gunbarrel Rd,CHATTANOOGA,35034718,85149653,ACC1-MVC Injuries
5/25/2019 7:22:35 PM,5/25/2019 7:24:52 PM,2180 Gunbarrel Rd,CHATTANOOGA,35034718,85149653,ACC1-MVC Injuries
5/25/2019 7:21:26 PM,5/25/2019 7:42:20 PM,2180 Gunbarrel Rd,CHATTANOOGA,35034718,85149653,ACC2-MVC No Injuries
5/25/2019 7:19:09 PM,5/25/2019 7:42:52 PM,Dodson Ave / Glass St,CHATTANOOGA,35063647,85254821,ACC1-MVC Injuries
5/25/2019 7:19:09 PM,5/25/2019 7:40:17 PM,Dodson Ave / Glass St,CHATTANOOGA,35063647,85254821,ACC1-MVC Injuries
5/25/2019 7:18:07 PM,5/25/2019 7:53:18 PM,Dodson Ave / Glass St,CHATTANOOGA,35063647,85254821,ACC1-MVC Injuries
5/25/2019 7:13:33 PM,5/25/2019 7:37:11 PM,1300 Market St,CHATTANOOGA,35038291,85303863,ACC2-MVC No Injuries
5/25/2019 7:02:56 PM,5/25/2019 7:16:36 PM,Cherry St / E 3rd St,CHATTANOOGA,35053533,85308618,ACC2-MVC No Injuries
5/25/2019 6:10:42 PM,5/25/2019 6:43:30 PM,523 Roberts Mill Rd,HAMILTON COUNTY,35201072,85254376,ACC2-MVC No Injuries
5/25/2019 5:38:52 PM,5/25/2019 5:40:19 PM,802 Pine St,CHATTANOOGA,35046413,85312306,ACC2-MVC No Injuries
5/25/2019 5:25:04 PM,5/25/2019 6:11:28 PM,2431 Williams St,CHATTANOOGA,35028340,85314378,ACC2-MVC No Injuries
5/25/2019 5:17:57 PM,5/25/2019 5:56:56 PM,1906-1998 Hixson Pike,CHATTANOOGA,35083610,85291340,ACC2-MVC No Injuries
5/25/2019 5:16:36 PM,5/25/2019 5:26:38 PM,Wilson St / N Orchard Knob Ave,CHATTANOOGA,35052476,85265747,ACC1-MVC Injuries
5/25/2019 5:16:36 PM,5/25/2019 5:20:12 PM,Wilson St / N Orchard Knob Ave,CHATTANOOGA,35052476,85265747,ACC1-MVC Injuries
5/25/2019 5:15:42 PM,5/25/2019 6:03:23 PM,W Martin Luther King Blvd / Pine St,CHATTANOOGA,35046047,85312571,ACC2-MVC No Injuries
5/25/2019 5:14:47 PM,5/25/2019 5:45:01 PM,Wilson St / N Orchard Knob Ave,CHATTANOOGA,35052476,85265747,ACC1-MVC Injuries
5/25/2019 4:06:02 PM,5/25/2019 4:51:34 PM,160 - 319 Interstate 75 Nb,CHATTANOOGA,35005828,85207205,ACC2-MVC No Injuries
5/25/2019 4:01:50 PM,5/25/2019 4:38:57 PM,2180 Gunbarrel Rd,CHATTANOOGA,35034718,85149653,ACC2-MVC No Injuries
5/25/2019 3:55:10 PM,5/25/2019 3:56:07 PM,2321 Lifestyle Way,CHATTANOOGA,35041560,85152310,ACC2-MVC No Injuries
5/25/2019 3:54:57 PM,5/25/2019 4:23:37 PM,2321 Lifestyle Way,CHATTANOOGA,35041630,85152390,ACC2-MVC No Injuries
5/25/2019 3:51:58 PM,5/25/2019 4:46:08 PM,Ocoee St / Main St,HAMILTON COUNTY,35075019,85061744,ACC2-MVC No Injuries
5/25/2019 3:51:48 PM,5/25/2019 4:30:02 PM,7636 Middle Valley Rd,HAMILTON COUNTY,35187107,85189627,ACC2-MVC No Injuries
5/25/2019 3:48:11 PM,5/25/2019 4:13:50 PM,631 SIGNAL MOUNTAIN RD,CHATTANOOGA,35096873,85328038,ACC2-MVC No Injuries
5/25/2019 3:45:27 PM,5/25/2019 3:47:38 PM,1680-1739 Highway 27 Sb,SODDY DAISY,35237680,85193146,ACC3-MVC Unknown Injuries
5/25/2019 3:45:20 PM,5/25/2019 4:31:15 PM,Exit Harrison Ln Off Ramp Sb / Harrison Ln,SODDY DAISY,35235519,85197115,ACC3-MVC Unknown Injuries
5/25/2019 3:25:48 PM,5/25/2019 4:25:32 PM,590 MONTLAKE RD,HAMILTON COUNTY,35236843,85231485,ACC2-MVC No Injuries
5/25/2019 3:25:40 PM,5/25/2019 3:27:40 PM,340-799 MONTLAKE RD,HAMILTON COUNTY,35237028,85231655,ACC2-MVC No Injuries
5/25/2019 3:12:27 PM,5/25/2019 4:28:36 PM,5501 Highway 153,CHATTANOOGA,35142003,85249412,ACC2-MVC No Injuries
5/25/2019 3:07:27 PM,5/25/2019 4:06:57 PM,4509 ROSSVILLE BLVD,CHATTANOOGA,34990843,85290449,ACC2-MVC No Injuries
5/25/2019 2:43:52 PM,5/25/2019 3:23:11 PM,640 HIGHWAY 27 SB,RED BANK,35115790,85303026,ACC2-MVC No Injuries
5/25/2019 2:24:58 PM,5/25/2019 3:05:31 PM,4800 GREEN SHANTY RD,HAMILTON COUNTY,35066757,85115797,ACCDEL-MVC Delayed
5/25/2019 2:01:01 PM,5/25/2019 3:24:03 PM,2289 Gunbarrel Rd,CHATTANOOGA,35040129,85150941,ACC2-MVC No Injuries
5/25/2019 1:24:48 PM,5/25/2019 2:17:07 PM,7400 E BRAINERD RD,CHATTANOOGA,35014767,85163566,ACC2-MVC No Injuries
5/25/2019 12:21:29 PM,5/25/2019 1:05:46 PM,1901-1919 Gunbarrel Rd,CHATTANOOGA,35027250,85157290,ACC2-MVC No Injuries
5/25/2019 12:10:31 PM,5/25/2019 1:28:20 PM,4600 AMNICOLA HWY,CHATTANOOGA,35091807,85225646,ACC2-MVC No Injuries
5/25/2019 12:07:50 PM,5/25/2019 2:31:50 PM,130 INTERSTATE 75 SB,CHATTANOOGA,35002989,85212107,ACCDEL-MVC Delayed
5/25/2019 11:54:39 AM,5/25/2019 2:31:33 PM,140 INTERSTATE 75 SB,CHATTANOOGA,35004877,85211081,ACC2-MVC No Injuries
5/25/2019 11:51:13 AM,5/25/2019 12:45:59 PM,8600 N HICKORY VALLEY RD,HAMILTON COUNTY,35104417,85160984,ACC2-MVC No Injuries
5/25/2019 11:50:53 AM,5/25/2019 12:01:44 PM,6521 Ringgold Rd,EAST RIDGE,34990179,85206290,ACC2-MVC No Injuries
5/25/2019 11:38:43 AM,5/25/2019 12:15:57 PM,6901 Lee Hwy,CHATTANOOGA,35043000,85167391,ACCDEL-MVC Delayed
5/25/2019 10:33:27 AM,5/25/2019 10:54:33 AM,2701 Vermont Ave,,35038007,85258837,ACC2-MVC No Injuries
5/25/2019 10:22:41 AM,5/25/2019 10:51:23 AM,1521 Hickory Valley Rd,CHATTANOOGA,35024883,85178406,ACC2-MVC No Injuries
5/25/2019 6:45:55 AM,5/25/2019 7:59:23 AM,3514 Missionaire Ave,EAST RIDGE,34985342,85269792,ACCDEL-MVC Delayed
5/25/2019 2:38:39 AM,5/25/2019 3:46:15 AM,Dayton Blvd / Ashmore Ave,RED BANK,35075870,85319374,ACC3-MVC Unknown Injuries
