Latitude,Longitude,Hour,Grid_Num,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Clear,Cloudy,DayFrame,DayOfWeek,Foggy,Rain,RainBefore,Snow,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex,pressure,RoadwayFeatureMode,yieldSignCount,stopSignCount
34.98311234,-85.46806323,0,1,14.0,4.0,2.0,11.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.42,53.19,0.75,0.0014,61.16,8.14,10.0,0.0,1017.8,0.0,0.0,0.0
34.98311234,-85.46806323,4,1,14.0,4.0,2.0,11.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,48.58,0.76,0.0025,56.11,7.96,10.0,0.0,1020.0,0.0,0.0,0.0
34.98311234,-85.46806323,8,1,14.0,4.0,2.0,11.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.88,47.42,0.81,0.0007,52.94,4.67,10.0,0.0,1021.7,0.0,0.0,0.0
34.98311234,-85.46806323,12,1,14.0,4.0,2.0,11.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.34,46.58,0.63,0.0007,59.36,6.5,10.0,4.0,1023.0,0.0,0.0,0.0
34.98311234,-85.46806323,16,1,14.0,4.0,2.0,11.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.05,37.54,0.37,0.0,64.0,8.97,10.0,3.0,1022.3,0.0,0.0,0.0
34.98311234,-85.46806323,20,1,14.0,4.0,2.0,11.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,35.24,0.52,0.0,52.44,5.08,10.0,0.0,1023.8,0.0,0.0,0.0
34.98311234,-85.46806323,23,1,14.0,4.0,2.0,11.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,33.31,0.6,0.0006,46.54,4.32,10.0,0.0,1025.3,0.0,0.0,0.0
34.98735687,-85.46071149,0,2,2.0,2.0,2.0,17.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.42,52.25,0.75,0.0014,60.33,8.11,10.0,0.0,1017.8,0.0,0.0,0.0
34.98735687,-85.46071149,4,2,2.0,2.0,2.0,17.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,47.67,0.75,0.0025,55.31,7.99,10.0,0.0,1020.0,0.0,0.0,0.0
34.98735687,-85.46071149,8,2,2.0,2.0,2.0,17.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.88,46.8,0.81,0.0007,52.39,4.68,10.0,0.0,1021.7,0.0,0.0,0.0
34.98735687,-85.46071149,12,2,2.0,2.0,2.0,17.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.34,45.55,0.62,0.0006,58.45,6.52,10.0,4.0,1022.9,0.0,0.0,0.0
34.98735687,-85.46071149,16,2,2.0,2.0,2.0,17.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.06,36.74,0.37,0.0,63.25,8.97,10.0,3.0,1022.3,0.0,0.0,0.0
34.98735687,-85.46071149,20,2,2.0,2.0,2.0,17.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,34.37,0.52,0.0,51.54,5.12,10.0,0.0,1023.8,0.0,0.0,0.0
34.98735687,-85.46071149,23,2,2.0,2.0,2.0,17.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,32.72,0.6,0.0006,46.01,4.33,10.0,0.0,1025.2,0.0,0.0,0.0
34.98311234,-85.40924928,0,3,111.0,4.0,2.0,11.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.42,54.55,0.76,0.0014,62.05,7.43,10.0,0.0,1017.7,0.0,0.0,0.0
34.98311234,-85.40924928,4,3,111.0,4.0,2.0,11.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,49.39,0.76,0.0023,56.97,8.37,10.0,0.0,1019.9,0.0,0.0,0.0
34.98311234,-85.40924928,8,3,111.0,4.0,2.0,11.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,48.2,0.81,0.0007,53.74,4.89,10.0,0.0,1021.7,0.0,0.0,0.0
34.98311234,-85.40924928,12,3,111.0,4.0,2.0,11.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.34,47.62,0.63,0.0006,60.4,6.82,10.0,4.0,1022.9,0.0,0.0,0.0
34.98311234,-85.40924928,16,3,111.0,4.0,2.0,11.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.08,38.78,0.38,0.0,65.19,9.1,10.0,3.0,1022.3,0.0,0.0,0.0
34.98311234,-85.40924928,20,3,111.0,4.0,2.0,11.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,36.44,0.52,0.0,53.63,5.33,10.0,0.0,1023.8,0.0,0.0,0.0
34.98311234,-85.40924928,23,3,111.0,4.0,2.0,11.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,34.56,0.62,0.0006,47.09,4.31,10.0,0.0,1025.2,0.0,0.0,0.0
34.98735687,-85.40189753,0,4,38.0,4.0,2.0,11.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.43,54.62,0.76,0.0014,62.12,7.38,10.0,0.0,1017.7,0.0,0.0,0.0
34.98735687,-85.40189753,4,4,38.0,4.0,2.0,11.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,49.43,0.76,0.0023,57.03,8.39,10.0,0.0,1019.9,0.0,0.0,0.0
34.98735687,-85.40189753,8,4,38.0,4.0,2.0,11.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,48.27,0.81,0.0007,53.8,4.9,10.0,0.0,1021.7,0.0,0.0,0.0
34.98735687,-85.40189753,12,4,38.0,4.0,2.0,11.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.34,47.68,0.63,0.0006,60.49,6.84,10.0,4.0,1022.9,0.0,0.0,0.0
34.98735687,-85.40189753,16,4,38.0,4.0,2.0,11.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.08,38.83,0.38,0.0,65.28,9.1,10.0,3.0,1022.3,0.0,0.0,0.0
34.98735687,-85.40189753,20,4,38.0,4.0,2.0,11.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,36.51,0.52,0.0,53.72,5.37,10.0,0.0,1023.8,0.0,0.0,0.0
34.98735687,-85.40189753,23,4,38.0,4.0,2.0,11.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,34.67,0.62,0.0006,47.14,4.33,10.0,0.0,1025.2,0.0,0.0,0.0
34.98311234,-85.39454579,0,5,11.0,2.0,2.0,16.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.42,54.98,0.77,0.0014,62.32,7.26,10.0,0.0,1017.7,3.0,0.0,0.0
34.98311234,-85.39454579,4,5,11.0,2.0,2.0,16.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,49.63,0.76,0.0023,57.2,8.47,10.0,0.0,1019.9,3.0,0.0,0.0
34.98311234,-85.39454579,8,5,11.0,2.0,2.0,16.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,48.48,0.82,0.0007,54.0,4.95,10.0,0.0,1021.6,3.0,0.0,0.0
34.98311234,-85.39454579,12,5,11.0,2.0,2.0,16.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.35,48.05,0.63,0.0006,60.82,6.9,10.0,4.0,1022.9,3.0,0.0,0.0
34.98311234,-85.39454579,16,5,11.0,2.0,2.0,16.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.08,39.37,0.38,0.0,65.76,9.13,10.0,3.0,1022.3,3.0,0.0,0.0
34.98311234,-85.39454579,20,5,11.0,2.0,2.0,16.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,36.9,0.52,0.0,54.09,5.39,10.0,0.0,1023.8,3.0,0.0,0.0
34.98311234,-85.39454579,23,5,11.0,2.0,2.0,16.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,35.0,0.62,0.0006,47.33,4.31,10.0,0.0,1025.2,3.0,0.0,0.0
34.98735687,-85.38719404,0,6,14.0,1.0,3.0,19.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.43,55.04,0.77,0.0014,62.39,7.21,10.0,0.0,1017.7,3.0,0.0,2.0
34.98735687,-85.38719404,4,6,14.0,1.0,3.0,19.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,49.67,0.76,0.0023,57.25,8.5,10.0,0.0,1019.9,3.0,0.0,2.0
34.98735687,-85.38719404,8,6,14.0,1.0,3.0,19.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,48.55,0.82,0.0007,54.06,4.96,10.0,0.0,1021.6,3.0,0.0,2.0
34.98735687,-85.38719404,12,6,14.0,1.0,3.0,19.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.34,48.11,0.63,0.0006,60.9,6.93,10.0,4.0,1022.9,3.0,0.0,2.0
34.98735687,-85.38719404,16,6,14.0,1.0,3.0,19.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.09,39.43,0.38,0.0,65.86,9.13,10.0,3.0,1022.3,3.0,0.0,2.0
34.98735687,-85.38719404,20,6,14.0,1.0,3.0,19.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,36.97,0.52,0.0,54.18,5.44,10.0,0.0,1023.8,3.0,0.0,2.0
34.98735687,-85.38719404,23,6,14.0,1.0,3.0,19.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,35.12,0.62,0.0006,47.38,4.33,10.0,0.0,1025.2,3.0,0.0,2.0
34.98311234,-85.36513881,0,7,0.0,2.0,2.0,19.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.42,51.08,0.76,0.0014,58.76,6.92,10.0,0.0,1017.7,3.0,0.0,0.0
34.98311234,-85.36513881,4,7,0.0,2.0,2.0,19.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,45.57,0.74,0.0023,53.67,8.7,10.0,0.0,1019.9,3.0,0.0,0.0
34.98311234,-85.36513881,8,7,0.0,2.0,2.0,19.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,45.55,0.8,0.0007,51.58,5.07,10.0,0.0,1021.6,3.0,0.0,0.0
34.98311234,-85.36513881,12,7,0.0,2.0,2.0,19.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.35,42.56,0.61,0.0006,55.92,7.08,10.0,4.0,1022.8,3.0,0.0,0.0
34.98311234,-85.36513881,16,7,0.0,2.0,2.0,19.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.09,34.89,0.37,0.0,61.68,9.21,10.0,3.0,1022.1,3.0,0.0,0.0
34.98311234,-85.36513881,20,7,0.0,2.0,2.0,19.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,32.38,0.51,0.0,49.66,5.53,10.0,0.0,1023.7,3.0,0.0,0.0
34.98311234,-85.36513881,23,7,0.0,2.0,2.0,19.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,32.0,0.61,0.0006,44.58,4.31,10.0,0.0,1025.2,3.0,0.0,0.0
34.98735687,-85.35778706,0,8,3.0,2.0,2.0,19.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.43,50.49,0.75,0.0014,58.23,6.87,10.0,0.0,1017.6,3.0,0.0,0.0
34.98735687,-85.35778706,4,8,3.0,2.0,2.0,19.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,45.04,0.74,0.0023,53.24,8.72,10.0,0.0,1019.9,3.0,0.0,0.0
34.98735687,-85.35778706,8,8,3.0,2.0,2.0,19.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,45.05,0.8,0.0007,51.16,5.08,10.0,0.0,1021.6,3.0,0.0,0.0
34.98735687,-85.35778706,12,8,3.0,2.0,2.0,19.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.35,41.89,0.6,0.0006,55.38,7.1,10.0,4.0,1022.8,3.0,0.0,0.0
34.98735687,-85.35778706,16,8,3.0,2.0,2.0,19.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.1,34.27,0.36,0.0,61.22,9.21,10.0,3.0,1022.1,3.0,0.0,0.0
34.98735687,-85.35778706,20,8,3.0,2.0,2.0,19.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,31.83,0.51,0.0,49.24,5.57,10.0,0.0,1023.7,3.0,0.0,0.0
34.98735687,-85.35778706,23,8,3.0,2.0,2.0,19.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,31.57,0.61,0.0006,44.17,4.33,10.0,0.0,1025.2,3.0,0.0,0.0
34.98311234,-85.35043532,0,9,5.0,2.0,3.0,17.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.43,51.37,0.76,0.0014,58.96,6.75,10.0,0.0,1017.6,2.0,0.0,0.0
34.98311234,-85.35043532,4,9,5.0,2.0,3.0,17.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,45.74,0.74,0.0023,53.87,8.81,10.0,0.0,1019.9,2.0,0.0,0.0
34.98311234,-85.35043532,8,9,5.0,2.0,3.0,17.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,45.72,0.8,0.0007,51.76,5.13,10.0,0.0,1021.6,2.0,0.0,0.0
34.98311234,-85.35043532,12,9,5.0,2.0,3.0,17.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.35,42.78,0.61,0.0006,56.15,7.17,10.0,4.0,1022.7,2.0,0.0,0.0
34.98311234,-85.35043532,16,9,5.0,2.0,3.0,17.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.1,35.1,0.37,0.0,61.86,9.24,10.0,3.0,1022.1,2.0,0.0,0.0
34.98311234,-85.35043532,20,9,5.0,2.0,3.0,17.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,32.58,0.51,0.0,49.85,5.59,10.0,0.0,1023.7,2.0,0.0,0.0
34.98311234,-85.35043532,23,9,5.0,2.0,3.0,17.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,32.28,0.62,0.0006,44.69,4.32,10.0,0.0,1025.2,2.0,0.0,0.0
34.98735687,-85.34308357,0,10,30.0,2.0,3.0,16.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.43,52.91,0.76,0.0014,60.35,6.7,10.0,0.0,1017.6,3.0,0.0,2.0
34.98735687,-85.34308357,4,10,30.0,2.0,3.0,16.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,47.45,0.74,0.0023,55.43,8.84,10.0,0.0,1019.9,3.0,0.0,2.0
34.98735687,-85.34308357,8,10,30.0,2.0,3.0,16.0,0,1,2,4.0,0,0,0,0,1602849600,1,0.89,46.9,0.8,0.0007,52.75,5.14,10.0,0.0,1021.5,3.0,0.0,2.0
34.98735687,-85.34308357,12,10,30.0,2.0,3.0,16.0,0,1,3,4.0,0,0,0,0,1602864000,1,0.35,45.12,0.61,0.0006,58.3,7.19,10.0,4.0,1022.7,3.0,0.0,2.0
34.98735687,-85.34308357,16,10,30.0,2.0,3.0,16.0,1,0,4,4.0,0,0,0,0,1602878400,1,0.1,36.75,0.37,0.0,63.3,9.25,10.0,3.0,1022.1,3.0,0.0,2.0
34.98735687,-85.34308357,20,10,30.0,2.0,3.0,16.0,1,0,1,4.0,0,0,0,0,1602892800,1,0.0,34.45,0.52,0.0,51.61,5.64,10.0,0.0,1023.7,3.0,0.0,2.0
34.98735687,-85.34308357,23,10,30.0,2.0,3.0,16.0,1,0,1,4.0,0,0,0,0,1602903600,1,0.0,33.77,0.62,0.0006,45.93,4.33,10.0,0.0,1025.1,3.0,0.0,2.0
34.98311234,-85.33573183,0,11,6.0,2.0,2.0,19.0,0,1,1,4.0,0,0,0,0,1602820800,1,0.43,55.27,0.78,0.0014,62.36,6.59,10.0,0.0,1017.6,5.0,0.0,8.0
34.98311234,-85.33573183,4,11,6.0,2.0,2.0,19.0,0,1,1,4.0,0,0,0,0,1602835200,1,0.85,49.57,0.75,0.0023,57.38,8.94,10.0,0.0,1019.9,5.0,0.0,8.0
