Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
7/29/2018 11:48:26 PM,7/30/2018 2:45:18 AM,3500 W RD,CHATTANOOGA,35107351,85326172,ACC2-MVC No Injuries
7/29/2018 10:35:20 PM,7/29/2018 11:34:06 PM,Wilcox Blvd / N Holtzclaw Ave,CHATTANOOGA,35055589,85268992,ACC2-MVC No Injuries
7/29/2018 10:32:51 PM,7/30/2018 1:25:01 AM,1500 WILCOX BLVD,CHATTANOOGA,35058540,85275747,ACC2-MVC No Injuries
7/29/2018 9:55:36 PM,7/30/2018 12:10:19 AM,2288 Gunbarrel Rd,CHATTANOOGA,35039363,85148669,ACC2-MVC No Injuries
7/29/2018 9:34:59 PM,7/29/2018 10:19:51 PM,8321 Daisy Dallas Rd,LAKESITE,35203845,85162363,ACC1-MVC Injuries
7/29/2018 9:34:58 PM,7/29/2018 11:30:21 PM,8321 Daisy Dallas Rd,LAKESITE,35203845,85162363,ACC4-MVC Entrapment
7/29/2018 9:34:31 PM,7/29/2018 10:42:09 PM,8321 Daisy Dallas Rd,LAKESITE,35203845,85162363,ACC4-MVC Entrapment
7/29/2018 9:11:27 PM,7/29/2018 11:20:18 PM,1812 E 27th St,CHATTANOOGA,35013640,85287310,ACCDEL-MVC Delayed
7/29/2018 8:55:40 PM,7/29/2018 9:57:59 PM,501 Signal Mountain Rd,CHATTANOOGA,35094368,85331318,ACC2-MVC No Injuries
7/29/2018 8:50:26 PM,7/29/2018 9:52:48 PM,13341 Jones Gap Rd,HAMILTON COUNTY,35357707,85196935,ACC3-MVC Unknown Injuries
7/29/2018 8:09:53 PM,7/29/2018 8:32:01 PM,6408 Ringgold Rd,EAST RIDGE,34989207,85209636,ACC2-MVC No Injuries
7/29/2018 8:00:42 PM,7/29/2018 8:22:40 PM,5304 Ringgold Rd,EAST RIDGE,34995125,85235178,ACC2-MVC No Injuries
7/29/2018 7:46:28 PM,7/29/2018 8:00:21 PM,Dodds Ave / E 43rd St,CHATTANOOGA,34992830,85285682,ACC1-MVC Injuries
7/29/2018 7:46:28 PM,7/29/2018 8:04:06 PM,Dodds Ave / E 43rd St,CHATTANOOGA,34992830,85285682,ACC1-MVC Injuries
7/29/2018 7:46:19 PM,7/29/2018 9:22:36 PM,Dodds Ave / E 43rd St,CHATTANOOGA,34992830,85285682,ACC1-MVC Injuries
7/29/2018 7:09:51 PM,7/29/2018 7:12:00 PM,5650 Old Hixson Pike,CHATTANOOGA,35150719,85224242,ACC1-MVC Injuries
7/29/2018 7:09:51 PM,7/29/2018 7:12:08 PM,5650 Old Hixson Pike,CHATTANOOGA,35150719,85224242,ACC1-MVC Injuries
7/29/2018 7:09:03 PM,7/29/2018 10:37:45 PM,5650 Old Hixson Pike,CHATTANOOGA,35150719,85224242,ACC2-MVC No Injuries
7/29/2018 6:35:06 PM,7/29/2018 8:14:28 PM,5764 HIGHWAY 153,CHATTANOOGA,35152975,85245620,ACC2-MVC No Injuries
7/29/2018 5:45:36 PM,7/29/2018 6:35:04 PM,5440 Highway 153,CHATTANOOGA,35138778,85247194,ACC2-MVC No Injuries
7/29/2018 5:45:32 PM,7/29/2018 5:46:41 PM,Highway 153 / Northpoint Blvd,CHATTANOOGA,35138246,85247724,ACC3-MVC Unknown Injuries
7/29/2018 5:34:43 PM,7/29/2018 6:25:55 PM,8101 E Brainerd Rd,CHATTANOOGA,35005297,85149263,ACC2-MVC No Injuries
7/29/2018 5:27:31 PM,7/29/2018 6:11:45 PM,5300 HIGHWAY 153,CHATTANOOGA,35127346,85242192,ACC2-MVC No Injuries
7/29/2018 4:52:59 PM,7/29/2018 5:19:51 PM,5609 Brainerd Rd,CHATTANOOGA,35010978,85217565,ACC1-MVC Injuries
7/29/2018 4:52:59 PM,7/29/2018 5:43:57 PM,5609 Brainerd Rd,CHATTANOOGA,35010978,85217565,ACC1-MVC Injuries
7/29/2018 4:52:38 PM,7/29/2018 4:52:52 PM,5609 Brainerd Rd,CHATTANOOGA,35010978,85217565,ACC1-MVC Injuries
7/29/2018 4:52:30 PM,7/29/2018 4:54:42 PM,5500 - 5599 Brainerd Rd,CHATTANOOGA,35009919,85220213,ACC3-MVC Unknown Injuries
7/29/2018 4:52:11 PM,7/29/2018 5:54:57 PM,5609 Brainerd Rd,CHATTANOOGA,35010978,85217565,ACC1-MVC Injuries
7/29/2018 4:42:31 PM,7/29/2018 4:50:17 PM,W 25th St / Williams St,CHATTANOOGA,35027764,85314283,ACC2-MVC No Injuries
7/29/2018 4:40:03 PM,7/29/2018 4:41:24 PM,2100 Hamilton Place Blvd,CHATTANOOGA,0,0,ACC2-MVC No Injuries
7/29/2018 4:24:06 PM,7/29/2018 4:50:23 PM,729 Mansion Cir,CHATTANOOGA,35080744,85295720,ACC2-MVC No Injuries
7/29/2018 3:56:47 PM,7/29/2018 4:05:47 PM,6212 - 6299 Lee Hwy,CHATTANOOGA,35030467,85185515,ACC3-MVC Unknown Injuries
7/29/2018 3:24:13 PM,7/29/2018 5:52:52 PM,E 23rd St / Dodds Ave,CHATTANOOGA,35015720,85273583,ACC2-MVC No Injuries
7/29/2018 3:20:03 PM,7/29/2018 4:08:00 PM,9307 Lee Hwy,CHATTANOOGA,35083314,85057788,ACC2-MVC No Injuries
7/29/2018 3:18:30 PM,7/29/2018 3:36:36 PM,2318 Lakesite Dr,LAKESITE,35207563,85130588,ACC2-MVC No Injuries
7/29/2018 3:08:35 PM,7/29/2018 3:24:25 PM,Central Ave / E Martin Luther King Blvd,CHATTANOOGA,35039775,85292119,ACC1-MVC Injuries
7/29/2018 3:08:35 PM,7/29/2018 3:59:42 PM,Central Ave / E Martin Luther King Blvd,CHATTANOOGA,35039775,85292119,ACC1-MVC Injuries
7/29/2018 3:07:17 PM,7/29/2018 4:07:24 PM,Central Ave / E Martin Luther King Blvd,CHATTANOOGA,35039775,85292119,ACC1-MVC Injuries
7/29/2018 2:57:33 PM,7/29/2018 3:15:33 PM,2124-2199 Gunbarrel Rd,CHATTANOOGA,35035658,85152559,ACC1-MVC Injuries
