Response_Date,Fixed_Time_CallClosed,Address,City,Latitude,Longitude,Problem
9/9/2018 11:46:45 PM,9/10/2018 12:56:04 AM,204 HYATTE RD,SODDY DAISY,35234711,85186841,ACC2-MVC No Injuries
9/9/2018 11:33:55 PM,9/10/2018 1:20:41 AM,130 INTERSTATE 75 NB,CHATTANOOGA,35002679,85211170,ACC2-MVC No Injuries
9/9/2018 11:21:29 PM,9/10/2018 12:02:28 AM,901 Carter St,CHATTANOOGA,35045297,85312411,ACC2-MVC No Injuries
9/9/2018 10:27:14 PM,9/9/2018 10:28:11 PM,538 Gadd Rd,RED BANK,35141693,85263114,ACC2-MVC No Injuries
9/9/2018 10:20:24 PM,9/10/2018 12:15:24 AM,500 GADD RD,RED BANK,35144175,85266645,ACC2-MVC No Injuries
9/9/2018 9:33:02 PM,9/9/2018 9:41:49 PM,5764 Highway 153,CHATTANOOGA,35152975,85245620,ACC2-MVC No Injuries
9/9/2018 9:26:14 PM,9/9/2018 11:35:44 PM,Shackleford Ridge Rd / Red Maple Ln,SIGNAL MOUNTAIN,35166625,85341575,ACC3-MVC Unknown Injuries
9/9/2018 9:24:40 PM,9/9/2018 11:35:57 PM,SHACKLEFORD RIDGE RD / RED MAPLE LN,SIGNAL MOUNTAIN,35166625,85341575,ACC2-MVC No Injuries
9/9/2018 8:39:21 PM,9/9/2018 8:58:58 PM,11014 Apison Pike,COLLEGEDALE,35029744,85025711,ACC2-MVC No Injuries
9/9/2018 8:31:58 PM,9/9/2018 9:25:52 PM,5310 - 5399 Dayton Blvd,CHATTANOOGA,35147256,85273423,ACC2-MVC No Injuries
9/9/2018 8:20:34 PM,9/9/2018 8:23:36 PM,6600 - 6999 Grasshopper Rd,HAMILTON COUNTY,35305286,85000356,ACC3-MVC Unknown Injuries
9/9/2018 8:20:12 PM,9/9/2018 10:11:17 PM,6736 Grasshopper Rd,HAMILTON COUNTY,35299335,85002567,ACC3-MVC Unknown Injuries
9/9/2018 8:14:58 PM,9/9/2018 8:58:06 PM,Union Ave / Dodds Ave,CHATTANOOGA,35028588,85265726,ACC2-MVC No Injuries
9/9/2018 8:06:41 PM,9/9/2018 8:10:00 PM,2 Union Square - Sw,,0,0,ACC2-MVC No Injuries
9/9/2018 8:05:16 PM,9/9/2018 11:30:55 PM,18010 INTERSTATE 24 WB,CHATTANOOGA,35020518,85296484,ACC3-MVC Unknown Injuries
9/9/2018 8:05:05 PM,9/9/2018 8:09:11 PM,17940-18029 Interstate 24 Wb,CHATTANOOGA,35019964,85295990,ACC3-MVC Unknown Injuries
9/9/2018 7:55:10 PM,9/9/2018 8:16:14 PM,18010 INTERSTATE 24 WB,CHATTANOOGA,35020518,85296484,ACC3-MVC Unknown Injuries
9/9/2018 7:15:10 PM,9/9/2018 11:07:57 PM,6100 - 6117 Ooltewah Georgetown Rd,HAMILTON COUNTY,35086414,85056527,ACC2-MVC No Injuries
9/9/2018 5:52:01 PM,9/9/2018 6:16:36 PM,1816 Gunbarrel Rd,CHATTANOOGA,35024501,85155628,ACCDEL-MVC Delayed
9/9/2018 5:50:54 PM,9/9/2018 6:11:19 PM,5316 - 5341 Ringgold Rd,EAST RIDGE,34994253,85232042,ACC2-MVC No Injuries
9/9/2018 5:26:19 PM,9/9/2018 7:05:27 PM,Dallas Hollow Rd / Dallas Lake Rd,HAMILTON COUNTY,35206359,85153732,ACC1-MVC Injuries
9/9/2018 5:26:19 PM,9/9/2018 6:22:58 PM,Dallas Hollow Rd / Dallas Lake Rd,HAMILTON COUNTY,35206359,85153732,ACC1-MVC Injuries
9/9/2018 5:24:25 PM,9/9/2018 5:24:50 PM,8911 Dallas Hollow Rd,HAMILTON COUNTY,35207221,85154564,ACC3-MVC Unknown Injuries
9/9/2018 5:24:14 PM,9/9/2018 6:39:25 PM,Dallas Hollow Rd / Dallas Lake Rd,HAMILTON COUNTY,35206359,85153732,ACC1-MVC Injuries
9/9/2018 5:11:57 PM,9/9/2018 5:12:37 PM,305 Gadd Rd,CHATTANOOGA,35144979,85270460,ACC1-MVC Injuries
9/9/2018 5:11:57 PM,9/9/2018 5:12:25 PM,305 Gadd Rd,CHATTANOOGA,35144979,85270460,ACC1-MVC Injuries
9/9/2018 5:11:42 PM,9/9/2018 5:12:36 PM,305 Gadd Rd,CHATTANOOGA,35144979,85270460,ACC1-MVC Injuries
9/9/2018 5:08:57 PM,9/9/2018 5:35:33 PM,300 - 398 Gadd Rd,RED BANK,35145029,85270438,ACC1-MVC Injuries
9/9/2018 5:08:57 PM,9/9/2018 6:25:07 PM,300 - 398 Gadd Rd,RED BANK,35145029,85270438,ACC1-MVC Injuries
9/9/2018 5:08:02 PM,9/9/2018 5:55:49 PM,300 - 398 Gadd Rd,RED BANK,35145029,85270438,ACC1-MVC Injuries
9/9/2018 5:08:08 PM,9/9/2018 5:10:45 PM,301 Gadd Rd,CHATTANOOGA,35144897,85270163,ACC3-MVC Unknown Injuries
