DateTime,Latitude,Longitude,Problem,Hour,Date,Month,Year
1/1/2020 0:38,35105795,85282598,ACC2-MVC No Injuries
1/1/2020 0:50,35260486,85000235,ACC2-MVC No Injuries
1/1/2020 1:30,35015785,85235226,ACC2-MVC No Injuries
1/1/2020 3:11,35121446,85096924,ACC3-MVC Unknown Injuries
1/1/2020 3:18,35102882,85081400,ACC3-MVC Unknown Injuries
1/1/2020 3:19,35036004,85307644,ACC1-MVC Injuries
1/1/2020 3:19,35034391,85308235,ACC3-MVC Unknown Injuries
1/1/2020 3:21,35036004,85307644,ACC1-MVC Injuries
1/1/2020 3:21,35036004,85307644,ACC1-MVC Injuries
1/1/2020 8:07,35110778,85321604,ACC2-MVC No Injuries
1/1/2020 8:30,35037324,85183937,ACC2-MVC No Injuries
1/1/2020 10:17,35087140,85070460,ACC1-MVC Injuries
1/1/2020 10:18,35087140,85070460,ACC1-MVC Injuries
1/1/2020 10:18,35087140,85070460,ACC1-MVC Injuries
1/1/2020 10:18,35086764,85071085,ACC1-MVC Injuries
1/1/2020 10:25,35007383,85310643,ACC2-MVC No Injuries
1/1/2020 12:10,35053656,85310162,ACCDEL-MVC Delayed
1/1/2020 13:07,35220020,85224137,ACC2-MVC No Injuries
1/1/2020 13:25,35021849,85257398,ACCDEL-MVC Delayed
1/1/2020 13:29,35138778,85247194,ACC1-MVC Injuries
1/1/2020 13:36,35138778,85247194,ACC1-MVC Injuries
1/1/2020 13:36,35138778,85247194,ACC1-MVC Injuries
1/1/2020 14:15,35187949,85205652,ACC2-MVC No Injuries
1/1/2020 16:01,35136064,85244585,ACC2-MVC No Injuries
1/1/2020 16:35,35007414,85203262,ACC3-MVC Unknown Injuries
1/1/2020 16:47,35040321,85155778,ACC3-MVC Unknown Injuries
1/1/2020 16:48,35116782,85163809,ACC3-MVC Unknown Injuries
1/1/2020 16:48,35116782,85163809,ACC2-MVC No Injuries
1/1/2020 16:56,35234297,85199279,ACC2-MVC No Injuries
1/1/2020 17:12,35122999,85121616,ACC2-MVC No Injuries
1/1/2020 17:14,35077580,85301420,ACC2-MVC No Injuries
1/1/2020 17:16,35071976,85035406,ACC2-MVC No Injuries
1/1/2020 17:52,35052211,85309630,ACC3-MVC Unknown Injuries
1/1/2020 18:03,35042244,85113310,ACC2-MVC No Injuries
1/1/2020 18:05,35117088,85164076,ACC2-MVC No Injuries
1/1/2020 18:11,35052925,85147887,ACC2-MVC No Injuries
1/1/2020 18:32,35046625,85156295,ACC2-MVC No Injuries
1/1/2020 19:17,35045502,85187615,ACC2-MVC No Injuries
1/1/2020 22:44,35001516,85290968,ACC1-MVC Injuries
1/1/2020 22:45,35001516,85290968,ACC1-MVC Injuries
1/1/2020 22:45,35001516,85290968,ACC1-MVC Injuries
1/1/2020 23:33,35020356,85258224,ACC2-MVC No Injuries
1/1/2020 23:38,35014056,85089929,ACC2-MVC No Injuries
1/1/2020 23:46,35057568,85206604,ACC1-MVC Injuries
1/1/2020 23:46,35066104,85198864,ACC1-MVC Injuries
1/1/2020 23:46,35066104,85198864,ACC1-MVC Injuries
1/2/2020 7:15,35108072,85240821,ACC2-MVC No Injuries
1/2/2020 7:41,35054079,85189339,ACC2-MVC No Injuries
1/2/2020 8:48,35017501,85273333,ACCDEL-MVC Delayed
1/2/2020 9:07,35027795,85313613,ACC2-MVC No Injuries
1/2/2020 10:00,35221273,85211925,ACCDEL-MVC Delayed
1/2/2020 10:26,35069285,85176412,ACC2-MVC No Injuries
1/2/2020 10:43,35094968,85159806,ACC2-MVC No Injuries
1/2/2020 10:59,35026238,85100497,ACC2-MVC No Injuries
1/2/2020 10:59,35027024,85101104,ACC2-MVC No Injuries
