35.129513,85.236767,ACC2-MVC No Injuries,4/29/18 22:51
34.987145,85.287543,ACC1-MVC Injuries,4/29/18 21:04
34.987145,85.287543,ACC1-MVC Injuries,4/29/18 21:04
34.987145,85.287543,ACC2-MVC No Injuries,4/29/18 21:04
35.024158,85.246468,ACC3-MVC Unknown Injuries,4/29/18 20:19
35.001344,85.352343,ACC2-MVC No Injuries,4/29/18 20:33
35.083343,85.323614,ACC2-MVC No Injuries,4/29/18 19:48
35.341032,85.129112,ACC1-MVC Injuries,4/29/18 19:12
35.341032,85.129112,ACC4-MVC Entrapment,4/29/18 18:59
35.341032,85.129112,ACC1-MVC Injuries,4/29/18 18:59
35.191175,85.242002,ACC3-MVC Unknown Injuries,4/29/18 18:59
35.341032,85.129112,ACC1-MVC Injuries,4/29/18 18:59
35.341032,85.129112,ACC1-MVC Injuries,4/29/18 18:59
35.198857,85.190350,ACC2-MVC No Injuries,4/29/18 17:45
35.126028,85.125346,ACC2-MVC No Injuries,4/29/18 17:13
34.993245,85.205913,ACC3-MVC Unknown Injuries,4/29/18 17:09
34.993245,85.205913,ACC3-MVC Unknown Injuries,4/29/18 17:08
35.027231,85.323459,ACC2-MVC No Injuries,4/29/18 17:02
35.162862,85.254433,ACC2-MVC No Injuries,4/29/18 17:01
35.012866,85.184238,ACCDEL-MVC Delayed,4/29/18 16:43
35.082749,85.058540,ACC2-MVC No Injuries,4/29/18 16:26
35.081527,85.055125,ACC2-MVC No Injuries,4/29/18 16:23
35.016659,85.179377,ACC2-MVC No Injuries,4/29/18 16:05
35.082076,85.058449,ACC2-MVC No Injuries,4/29/18 15:17
35.082749,85.058540,ACC2-MVC No Injuries,4/29/18 15:17
35.009159,85.196993,ACC2-MVC No Injuries,4/29/18 15:15
35.015881,85.285421,ACC2-MVC No Injuries,4/29/18 15:08
35.015881,85.285421,ACC2-MVC No Injuries,4/29/18 15:07
35.035418,85.152689,ACC2-MVC No Injuries,4/29/18 15:02
35.062437,85.308375,ACC2-MVC No Injuries,4/29/18 14:56
35.027917,85.154193,ACC2-MVC No Injuries,4/29/18 14:21
35.082749,85.058540,ACC2-MVC No Injuries,4/29/18 13:55
35.144917,85.220420,ACC2-MVC No Injuries,4/29/18 13:43
35.208018,85.160492,ACC2-MVC No Injuries,4/29/18 13:42
35.208018,85.160492,ACC2-MVC No Injuries,4/29/18 13:38
35.029579,85.233152,ACC2-MVC No Injuries,4/29/18 13:34
35.048180,85.052394,ACC2-MVC No Injuries,4/29/18 13:33
35.062401,85.314904,ACC2-MVC No Injuries,4/29/18 13:29
35.035380,85.314560,ACC2-MVC No Injuries,4/29/18 13:04
35.051905,85.257882,ACC2-MVC No Injuries,4/29/18 13:01
35.030081,85.153146,ACCDEL-MVC Delayed,4/29/18 12:58
35.118878,85.335212,ACC2-MVC No Injuries,4/29/18 11:09
35.000316,85.150479,ACC2-MVC No Injuries,4/29/18 11:05
35.048412,85.157823,ACC2-MVC No Injuries,4/29/18 10:56
35.357913,85.145913,ACC1-MVC Injuries,4/29/18 6:30
35.357913,85.145913,ACC1-MVC Injuries,4/29/18 6:30
35.357913,85.145913,ACC2-MVC No Injuries,4/29/18 6:04
35.008054,85.315061,ACC3-MVC Unknown Injuries,4/29/18 5:21
35.017632,85.256492,ACC3-MVC Unknown Injuries,4/29/18 0:31
35.017632,85.256492,ACC3-MVC Unknown Injuries,4/29/18 0:30
35.008661,85.237709,ACC3-MVC Unknown Injuries,4/29/18 0:30
35.177644,85.030564,ACC2-MVC No Injuries,4/29/18 0:00
35.016831,85.281292,ACC2-MVC No Injuries,4/28/18 23:38
35.053199,85.314524,ACC2-MVC No Injuries,4/28/18 23:19
35.051224,85.314525,ACC2-MVC No Injuries,4/28/18 23:16
35.026437,85.372453,ACC2-MVC No Injuries,4/28/18 22:42
35.051448,85.258136,ACC2-MVC No Injuries,4/28/18 22:42
35.015608,85.289363,ACC1-MVC Injuries,4/28/18 22:07
35.015608,85.289363,ACC1-MVC Injuries,4/28/18 22:07
35.015608,85.289363,ACC1-MVC Injuries,4/28/18 22:06
35.053961,85.309363,ACC2-MVC No Injuries,4/28/18 21:31
35.017126,85.280112,ACC1-MVC Injuries,4/28/18 20:53
35.017126,85.280112,ACC1-MVC Injuries,4/28/18 20:53
35.008124,85.154777,ACC2-MVC No Injuries,4/28/18 20:42
35.017126,85.280112,ACC2-MVC No Injuries,4/28/18 20:37
35.002766,85.326926,ACC2-MVC No Injuries,4/28/18 20:19
35.050827,85.050879,ACC2-MVC No Injuries,4/28/18 20:15
35.130367,85.239250,ACC2-MVC No Injuries,4/28/18 18:45
35.043620,85.309076,ACC2-MVC No Injuries,4/28/18 18:36
35.074505,85.170789,ACC1-MVC Injuries,4/28/18 18:21
35.074505,85.170789,ACC1-MVC Injuries,4/28/18 18:21
35.074505,85.170789,ACC1-MVC Injuries,4/28/18 18:19
35.083394,85.058605,ACC2-MVC No Injuries,4/28/18 18:01
35.016971,85.206001,ACC1-MVC Injuries,4/28/18 16:43
35.017752,85.205773,ACC1-MVC Injuries,4/28/18 16:43
