date,time,temperature,dewpoint,humidity,wind_speed,wind_gust_speed,wind_dir_degrees,wind_dir,pressure,windchill,heatindex,precip,precip_rate,precip_1hr,precip_today,solarradiation,uv_index,temperature_indoor,humidity_indoor,software_type,event,conditions
01/01/2018,00:00:00,-8.5,-15.6,58,0,,68,ENE,1030,,,,0,0,0,,,,,,,
01/01/2018,00:34:00,-8.8,-15.6,59,4.8,,45,NE,1029.7,,,0,0,0,0,,,,,,,
01/01/2018,01:09:00,-9,-15.6,61,0,,113,ESE,1030,,,0,0,0,0,,,,,,,
01/01/2018,01:37:00,-9.3,-15.6,61,0,,338,NNW,1030,,,0,0,0,0,,,,,,,
01/01/2018,02:07:00,-9.5,-15.6,63,4.8,,90,East,1030.7,,,0,0,0,0,,,,,,,
01/01/2018,02:42:00,-9.8,-15.6,63,0,,68,ENE,1031.4,,,0,0,0,0,,,,,,,
01/01/2018,03:09:00,-10.1,-15.6,63,3.2,,270,West,1031.4,,,0,0,0,0,,,,,,,
01/01/2018,03:39:00,-10.2,-15.6,65,0,,113,ESE,1031.7,,,0,0,0,0,,,,,,,
01/01/2018,04:16:00,-10.8,-15.6,68,0,,180,South,1032.1,,,0,0,0,0,,,,,,,
01/01/2018,04:48:00,-10.8,-15.6,69,0,,338,NNW,1032.4,,,0,0,0,0,,,,,,,
01/01/2018,05:21:00,-10.9,-15.6,70,0,,158,SSE,1032.4,,,0,0,0,0,,,,,,,
01/01/2018,05:54:00,-11.1,-15,73,0,,203,SSW,1032.4,,,0,0,0,0,,,,,,,
01/01/2018,06:25:00,-11.3,-15,75,0,,180,South,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,07:02:00,-11.4,-15,75,0,,113,ESE,1033.1,,,0,0,0,0,,,,,,,
01/01/2018,07:36:00,-11.3,-15,75,0,,270,West,1033.7,,,0,0,0,0,,,,,,,
01/01/2018,08:07:00,-11.4,-15,75,0,,45,NE,1034.4,,,0,0,0,0,,,,,,,
01/01/2018,08:40:00,-11,-15,74,0,,293,WNW,1034.8,,,0,0,0,0,,,,,,,
01/01/2018,09:11:00,-10.2,-15,70,0,,270,West,1034.8,,,0,0,0,0,,,,,,,
01/01/2018,09:47:00,-8.9,-14.4,66,0,,180,South,1035.1,,,0,0,0,0,,,,,,,
01/01/2018,10:19:00,-8.1,-13.9,63,0,,45,NE,1035.8,,,0,0,0,0,,,,,,,
01/01/2018,10:44:00,-7.1,-13.9,60,0,,90,East,1035.8,,,0,0,0,0,,,,,,,
01/01/2018,11:21:00,-5.6,-13.3,55,0,,315,NW,1035.1,,,0,0,0,0,,,,,,,
01/01/2018,11:50:00,-5.9,-13.9,55,0,,270,West,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,12:22:00,-5.8,-13.9,54,11.3,,68,ENE,1032.1,-10.6,,0,0,0,0,,,,,,,
01/01/2018,12:48:00,-4.3,-13.3,50,1.6,,90,East,1032.1,,,0,0,0,0,,,,,,,
01/01/2018,13:19:00,-3.5,-12.8,49,4.8,,270,West,1032.4,,,0,0,0,0,,,,,,,
01/01/2018,13:47:00,-2.8,-13.3,45,3.2,,270,West,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,14:23:00,-2.7,-13.3,44,0,,113,ESE,1032.4,,,0,0,0,0,,,,,,,
01/01/2018,14:58:00,-2.8,-13.3,45,3.2,,90,East,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,15:31:00,-3.3,-13.3,45,0,,23,NNE,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,16:01:00,-3.2,-12.8,48,0,,203,SSW,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,16:36:00,-4,-13.9,48,0,,68,ENE,1033.7,,,0,0,0,0,,,,,,,
01/01/2018,17:06:00,-4.3,-13.9,49,0,,45,NE,1034.1,,,0,0,0,0,,,,,,,
01/01/2018,17:39:00,-6,-14.4,53,0,,225,SW,1034.4,,,0,0,0,0,,,,,,,
01/01/2018,18:16:00,-7.1,-15,55,0,,45,NE,1034.1,,,0,0,0,0,,,,,,,
01/01/2018,18:49:00,-7.7,-15,58,0,,225,SW,1034.4,,,0,0,0,0,,,,,,,
01/01/2018,19:25:00,-7.9,-15,58,0,,248,WSW,1033.4,,,0,0,0,0,,,,,,,
01/01/2018,20:02:00,-8.3,-15,60,0,,180,South,1032.7,,,0,0,0,0,,,,,,,
01/01/2018,20:29:00,-8.7,-15,60,3.2,,68,ENE,1033.4,,,0,0,0,0,,,,,,,
