,Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
24,,33I0024002,-85.297892,35.021809000000005,7,0.213,,1,28.85,39.54,23.41,,,,12.71,0.5,3.0,,7.07,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,clear-night,Clear,clear-night,Clear,,
25,,33I0024002,-85.237709,35.008661,6,1.391,,1,29.21,39.7,23.85,,,,13.0,0.5,3.0,,8.21,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
26,,3303603001,-85.181912,35.016889,6,0.002,,1,29.21,39.86,23.48,,,,12.74,0.5,3.0,,8.24,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,clear-night,Clear,clear-night,Clear,,
27,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,1,28.22,39.31,22.93,,,,12.2,0.5,3.0,,8.26,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,clear-night,Clear,clear-night,Clear,,
28,,3303580001,-85.162464,35.044885,6,1.695,,1,28.96,39.9,23.18,,,,12.48,0.5,3.0,,8.37,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
29,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,1,28.85,39.21,23.83,,,,12.89,0.51,3.0,,8.16,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,clear-night,Clear,clear-night,Clear,,
30,,33I0024002,-85.28069,35.016490999999995,6,10.06,,1,29.01,39.6,23.71,,,,12.84,0.5,3.0,,7.81,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,clear-night,Clear,clear-night,Clear,,
31,,3303580001,-85.166282,35.046274,6,1.538,,1,28.98,39.91,23.21,,,,12.44,0.49,3.0,,8.38,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
32,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,1,27.78,39.03,22.95,,,,10.98,0.49,3.0,,7.25,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,clear-night,Clear,clear-night,Clear,,
33,,3303601001,-85.200161,35.055347999999995,5,0.679,,1,28.77,39.65,23.37,,,,12.55,0.5,3.0,,8.38,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,clear-night,Clear,clear-night,Clear,,
34,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,1,28.93,39.84,23.11,,,,12.58,0.5,3.0,,8.36,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
35,,3304986001,-85.15870600000001,35.034528,5,1.464,,1,29.03,39.9,23.2,,,,12.63,0.5,3.0,,8.32,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,clear-night,Clear,clear-night,Clear,,
36,,3304428001,-85.24562,35.152975,9,0.551,,2,26.49,39.1,22.72,,,,11.11,0.52,3.0,,10.0,0.08,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,clear-night,Clear,clear-night,Clear,,
37,,33I0075001,-85.200274,35.008246,9,0.136,,2,28.41,39.82,23.52,,,,12.8,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,clear-night,Clear,clear-night,Clear,,
38,,33I0075001,-85.21086600000001,35.001294,8,1.202,,2,28.51,39.88,23.67,,,,12.84,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
39,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,2,28.02,39.53,23.51,,,,12.06,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,clear-night,Clear,clear-night,Clear,,
40,,33I0075001,-85.207205,35.005828,7,1.615,,2,28.46,39.86,23.61,,,,12.8,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
41,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,2,28.53,39.93,23.34,,,,12.88,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,clear-night,Clear,clear-night,Clear,,
42,,33I0024002,-85.297892,35.021809000000005,7,0.213,,2,28.0,39.54,23.41,,,,12.09,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,clear-night,Clear,clear-night,Clear,,
43,,33I0024002,-85.237709,35.008661,6,1.391,,2,28.39,39.7,23.85,,,,12.62,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
44,,3303603001,-85.181912,35.016889,6,0.002,,2,28.52,39.86,23.48,,,,12.77,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,clear-night,Clear,clear-night,Clear,,
45,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,2,27.56,39.31,22.93,,,,11.85,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,clear-night,Clear,clear-night,Clear,,
46,,3303580001,-85.162464,35.044885,6,1.695,,2,28.32,39.9,23.18,,,,12.59,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
47,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,2,28.07,39.21,23.83,,,,12.45,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,clear-night,Clear,clear-night,Clear,,
48,,33I0024002,-85.28069,35.016490999999995,6,10.06,,2,28.16,39.6,23.71,,,,12.31,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,clear-night,Clear,clear-night,Clear,,
49,,3303580001,-85.166282,35.046274,6,1.538,,2,28.33,39.91,23.21,,,,12.55,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
50,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,2,26.82,39.03,22.95,,,,11.17,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,clear-night,Clear,clear-night,Clear,,
51,,3303601001,-85.200161,35.055347999999995,5,0.679,,2,28.07,39.65,23.37,,,,12.24,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,clear-night,Clear,clear-night,Clear,,
52,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,2,28.3,39.84,23.11,,,,12.68,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
53,,3304986001,-85.15870600000001,35.034528,5,1.464,,2,28.38,39.9,23.2,,,,12.71,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,clear-night,Clear,clear-night,Clear,,
54,,3304428001,-85.24562,35.152975,9,0.551,,3,25.29,39.1,22.72,,,,12.26,0.57,3.0,,8.32,0.08,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,clear-night,Clear,clear-night,Clear,,
55,,33I0075001,-85.200274,35.008246,9,0.136,,3,27.21,39.82,23.52,,,,13.23,0.55,3.0,,8.15,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,clear-night,Clear,clear-night,Clear,,
56,,33I0075001,-85.21086600000001,35.001294,8,1.202,,3,27.32,39.88,23.67,,,,13.26,0.55,3.0,,8.15,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
57,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,3,26.73,39.53,23.51,,,,12.76,0.55,3.0,,7.61,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,clear-night,Clear,clear-night,Clear,,
58,,33I0075001,-85.207205,35.005828,7,1.615,,3,27.27,39.86,23.61,,,,13.24,0.55,3.0,,8.15,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
59,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,3,27.25,39.93,23.34,,,,13.17,0.55,3.0,,8.09,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,clear-night,Clear,clear-night,Clear,,
60,,33I0024002,-85.297892,35.021809000000005,7,0.213,,3,26.68,39.54,23.41,,,,12.8,0.55,3.0,,7.13,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,clear-night,Clear,clear-night,Clear,,
61,,33I0024002,-85.237709,35.008661,6,1.391,,3,27.13,39.7,23.85,,,,13.14,0.55,3.0,,8.21,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
62,,3303603001,-85.181912,35.016889,6,0.002,,3,27.25,39.86,23.48,,,,13.12,0.55,3.0,,8.14,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,clear-night,Clear,clear-night,Clear,,
63,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,3,26.27,39.31,22.93,,,,12.54,0.56,3.0,,8.14,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,clear-night,Clear,clear-night,Clear,,
64,,3303580001,-85.162464,35.044885,6,1.695,,3,26.99,39.9,23.18,,,,12.96,0.55,3.0,,8.21,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
65,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,3,26.85,39.21,23.83,,,,13.03,0.55,3.0,,8.17,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,clear-night,Clear,clear-night,Clear,,
66,,33I0024002,-85.28069,35.016490999999995,6,10.06,,3,26.87,39.6,23.71,,,,12.94,0.55,3.0,,7.83,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,clear-night,Clear,clear-night,Clear,,
67,,3303580001,-85.166282,35.046274,6,1.538,,3,26.99,39.91,23.21,,,,12.94,0.55,3.0,,8.22,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
68,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,3,25.84,39.03,22.95,,,,11.65,0.54,3.0,,7.15,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,clear-night,Clear,clear-night,Clear,,
69,,3303601001,-85.200161,35.055347999999995,5,0.679,,3,26.74,39.65,23.37,,,,12.87,0.55,3.0,,8.27,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,clear-night,Clear,clear-night,Clear,,
70,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,3,26.98,39.84,23.11,,,,13.02,0.55,3.0,,8.19,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
71,,3304986001,-85.15870600000001,35.034528,5,1.464,,3,27.06,39.9,23.2,,,,13.05,0.55,3.0,,8.17,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,clear-night,Clear,clear-night,Clear,,
72,,3304428001,-85.24562,35.152975,9,0.551,,4,24.96,39.1,22.72,,,,11.99,0.57,3.0,,8.13,0.08,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,clear-night,Clear,clear-night,Clear,,
73,,33I0075001,-85.200274,35.008246,9,0.136,,4,26.65,39.82,23.52,,,,13.15,0.56,3.0,,8.1,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,clear-night,Clear,clear-night,Clear,,
74,,33I0075001,-85.21086600000001,35.001294,8,1.202,,4,26.81,39.88,23.67,,,,13.16,0.56,3.0,,8.14,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
75,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,4,26.43,39.53,23.51,,,,12.7,0.56,3.0,,7.85,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,clear-night,Clear,clear-night,Clear,,
76,,33I0075001,-85.207205,35.005828,7,1.615,,4,26.74,39.86,23.61,,,,13.14,0.56,3.0,,8.13,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
77,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,4,26.37,39.93,23.34,,,,12.91,0.56,3.0,,7.95,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,clear-night,Clear,clear-night,Clear,,
78,,33I0024002,-85.297892,35.021809000000005,7,0.213,,4,26.35,39.54,23.41,,,,12.69,0.56,3.0,,7.47,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,clear-night,Clear,clear-night,Clear,,
79,,33I0024002,-85.237709,35.008661,6,1.391,,4,26.89,39.7,23.85,,,,13.02,0.55,3.0,,8.25,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
80,,3303603001,-85.181912,35.016889,6,0.002,,4,26.46,39.86,23.48,,,,12.81,0.56,3.0,,8.03,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,clear-night,Clear,clear-night,Clear,,
81,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,4,25.75,39.31,22.93,,,,12.64,0.57,3.0,,7.85,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,clear-night,Clear,clear-night,Clear,,
82,,3303580001,-85.162464,35.044885,6,1.695,,4,26.14,39.9,23.18,,,,12.7,0.56,3.0,,8.03,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
