Accident,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013333333333333332,0.4318181818181819,1.0,0.0,0.7777777777777777,0.7096774193548387,0.0,0.02413793103448276
0.0,0.043478260869565216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06666666666666668,0.6136363636363636,0.9199999999999999,0.0,0.7777777777777777,0.4516129032258065,0.0002369106846771274,0.005747126436781609
0.0,0.043478260869565216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08777777777777779,0.5,0.88,0.0,0.7777777777777777,0.7741935483870968,0.0002369106846771274,0.0038314176245210726
1.0,0.043478260869565216,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20777777777777778,0.27272727272727276,0.72,1.0,0.2222222222222222,0.12903225806451613,0.0002369106846771274,0.0019157088122605363
1.0,0.043478260869565216,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24666666666666667,0.27272727272727276,0.6799999999999999,0.0,0.7777777777777777,0.935483870967742,0.0002369106846771274,0.0019157088122605363
0.0,0.043478260869565216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5333333333333333,0.13636363636363635,0.44,0.0,0.7777777777777777,0.3548387096774194,0.0002369106846771274,0.005747126436781609
0.0,0.043478260869565216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7966666666666667,0.75,0.24000000000000002,0.0,0.2222222222222222,0.0,0.0002369106846771274,0.009578544061302681
0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.016666666666666666,0.5,1.0,0.0,0.7777777777777777,0.6451612903225806,0.00047382136934004393,0.0038314176245210726
1.0,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0688888888888889,0.6590909090909092,0.9199999999999999,0.0,0.7777777777777777,0.25806451612903225,0.00047382136934004393,0.0028735632183908046
1.0,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0688888888888889,0.6590909090909092,0.9199999999999999,0.0,0.7777777777777777,0.25806451612903225,0.00047382136934004393,0.0028735632183908046
1.0,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09666666666666668,0.6818181818181819,0.88,1.0,0.2222222222222222,0.12903225806451613,0.00047382136934004393,0.0028735632183908046
1.0,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15444444444444444,0.6363636363636364,0.7999999999999999,1.0,0.2222222222222222,0.22580645161290322,0.00047382136934004393,0.0026819923371647508
0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6411111111111112,0.29545454545454547,0.36000000000000004,0.0,0.7777777777777777,0.4838709677419355,0.00047382136934004393,0.01724137931034483
0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6900000000000001,0.34090909090909094,0.32,0.0,0.7777777777777777,0.3548387096774194,0.00047382136934004393,0.01724137931034483
0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7744444444444445,0.29545454545454547,0.24000000000000002,0.0,0.7777777777777777,0.3870967741935484,0.00047382136934004393,0.019157088122605363
0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9855555555555556,0.6136363636363636,0.0,0.0,0.0,0.25806451612903225,0.00047382136934004393,0.01532567049808429
0.0,0.13043478260869565,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.058888888888888886,0.4545454545454546,0.9199999999999999,0.0,0.7777777777777777,0.5806451612903226,0.0007107320540171713,0.0038314176245210726
