Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/19/2020 10:41:42 PM,1/19/2020 11:37:40 PM,5518 Brainerd Rd,CHATTANOOGA,35.009528,-85.218556,ACC2-MVC No Injuries
1/19/2020 9:26:43 PM,1/19/2020 10:57:40 PM,1-9 Exit Shallowford Rd Off Ramp Sb,CHATTANOOGA,35.054571,-85.191807,ACC2-MVC No Injuries
1/19/2020 8:29:51 PM,1/19/2020 9:11:15 PM,3009 12th Ave,CHATTANOOGA,35.005854,-85.277764,ACC2-MVC No Injuries
1/19/2020 8:17:02 PM,1/19/2020 11:05:24 PM,4200 10TH AVE,CHATTANOOGA,34.994342,-85.285903,ACC3-MVC Unknown Injuries
1/19/2020 7:46:12 PM,1/19/2020 9:03:17 PM,1700 MOWBRAY PIKE,HAMILTON COUNTY,35.274038,-85.218523,ACC1-MVC Injuries
1/19/2020 7:46:11 PM,1/19/2020 7:51:46 PM,1700 MOWBRAY PIKE,HAMILTON COUNTY,35.274038,-85.218523,ACC1-MVC Injuries
1/19/2020 7:45:07 PM,1/19/2020 10:07:47 PM,1750 MOWBRAY PIKE,HAMILTON COUNTY,35.275402,-85.219564,ACC1-MVC Injuries
1/19/2020 7:19:29 PM,1/19/2020 8:17:49 PM,1500 - 2198 S Scenic Hwy,CHATTANOOGA,35.014405,-85.337419,ACC2-MVC No Injuries
1/19/2020 7:14:43 PM,1/19/2020 8:27:01 PM,302 Rolling Ridge Dr,HAMILTON COUNTY,35.007260,-85.109196,ACC2-MVC No Injuries
1/19/2020 6:44:22 PM,1/19/2020 7:03:19 PM,3001 Dayton Blvd,RED BANK,35.104409,-85.301224,ACC2-MVC No Injuries
1/19/2020 6:42:50 PM,1/19/2020 7:28:26 PM,18170 INTERSTATE 24 EB,CHATTANOOGA,35.015893,-85.269873,ACC2-MVC No Injuries
