Accident,Latitude,Longitude,Date,Year,Time,Address,Route,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,DayFrame
1,35.07295,-85.236307,2/4/18,,3:33:46,3506 BONNY OAKS DR,3303577001,5.544,,3,40.28,46.85,35.79,28.91,0.64,2,6,5.36,0.99,0.0332,0.20800000000000002,0,1,0,0,0,0,2,7,0,2,2,2,18,4,17,22,15,1
1,35.029902,-85.32220699999999,2/4/18,,8:42:20,I-24 WB / HWY 27 SB @ I-24 WB - ON RAMP,33I0024002,7.343,,8,37.31,47.64,36.38,35.31,0.92,2,6,1.92,0.98,0.0308,0.1966,0,0,1,0,0,0,2,2,2,2,4,4,2,1,11,24,15,2
1,35.029902,-85.32220699999999,2/4/18,,8:52:56,I-24 WB / HWY 27 SB @ I-24 WB - ON RAMP,33I0024002,7.343,,8,37.31,47.64,36.38,35.31,0.92,2,6,1.92,0.98,0.0308,0.1966,0,0,1,0,0,0,2,2,2,2,4,4,2,1,11,24,15,2
1,35.027231,-85.323459,2/4/18,,9:10:49,17800 I-24 Wb,33I0024002,7.148,,9,38.31,47.65,36.39,36.38,0.93,2,6,2.85,0.98,0.0308,0.1965,0,0,1,0,0,0,2,5,2,2,4,7,2,1,11,24,15,2
1,35.023912,-85.180869,2/4/18,,9:24:17,1507 Hickory Valley Rd,330B001001,0.23199999999999998,,9,37.75,47.31,36.18,36.29,0.94,2,6,4.13,0.99,0.0304,0.1929,0,0,1,0,0,0,2,7,0,2,2,2,12,4,19,26,15,2
1,35.005828,-85.207205,2/4/18,,9:26:50,160 I-75 Nb,33I0075001,1.5959999999999999,,9,38.08,47.52,36.39,36.42,0.94,2,6,4.11,0.99,0.0303,0.1939,0,0,1,0,0,0,1,2,2,2,8,8,2,1,11,48,15,2
1,35.007508,-85.202185,2/4/18,,9:27:42,160-319 I-75 Nb,33I0075001,1.9080000000000001,,9,37.98,47.5,36.35,36.31,0.94,2,6,4.12,0.99,0.0303,0.1934,0,0,1,0,0,0,2,4,2,2,8,8,2,1,11,48,18,2
1,34.994281,-85.206621,2/4/18,,9:27:44,60 I-75 NB,33I0075001,0.659,,9,38.04,47.49,36.42,36.39,0.94,2,6,4.09,0.99,0.0307,0.1952,0,0,1,0,0,0,1,2,2,2,6,7,2,1,11,36,15,2
1,35.004212,-85.210479,2/4/18,,9:33:39,140 I-75 Nb,33I0075001,1.391,,9,38.03,47.52,36.4,36.34,0.94,2,6,4.11,0.99,0.0304,0.1943,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,2
1,35.004334,-85.221655,2/4/18,,9:52:20,18500 I-24 Eb,33I0024002,13.950999999999999,,9,38.02,47.48,36.39,36.35,0.94,2,6,4.12,0.99,0.0306,0.1953,0,0,1,0,0,0,2,2,2,2,6,6,2,1,11,36,18,2
1,35.015591,-85.376588,2/4/18,,11:15:27,3550 CUMMINGS HWY,330C038001,0.753,,11,41.59,47.47,36.29,39.61,0.93,2,6,3.6,0.98,0.0301,0.1912,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,16,15,3
1,35.005364,-85.229618,2/4/18,,11:18:40,4900 S TERRACE,3305771001,1.399,,11,41.23,47.44,36.27,39.51,0.94,2,6,5.07,0.99,0.0306,0.196,0,1,0,0,0,0,2,0,0,1,2,2,18,4,16,44,15,3
1,35.087695000000004,-85.18947299999999,2/4/18,,11:28:40,4744 HIGHWAY 58,33SR058001,5.622999999999999,,11,40.88,46.97,35.9,39.24,0.94,2,6,4.93,0.99,0.0339,0.2067,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,33,15,3
1,35.086278,-85.19179100000001,2/4/18,,11:29:44,Webb Rd / Highway 58,3303597001,0.001,,11,40.91,47.01,35.92,39.24,0.94,2,6,4.96,0.99,0.0337,0.2062,0,1,0,0,0,0,2,4,0,2,2,2,18,4,17,20,15,3
1,35.010975,-85.146824,2/4/18,,11:56:32,1500 - 1599 Jenkins Rd,3305794001,0.23199999999999998,,11,41.01,47.44,36.39,39.39,0.94,2,6,4.96,0.99,0.0317,0.1998,0,1,0,0,0,0,2,0,0,2,2,2,18,4,16,18,15,3
1,35.042997,-85.157294,2/4/18,,11:58:01,Shallowford Rd / Overnite Dr,3303580001,2.095,,11,41.07,47.29,36.28,39.42,0.94,2,6,5.14,0.99,0.0313,0.1949,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,3
