Unix,Join_Count,Grid_Num,NBR_LANES,FUNC_CLASS,Hour,cloudCover,dewPoint,humidity,precipIntensity,pressure,temperature,visibility,windGust,windSpeed,Rain,Cloudy,Foggy,Snow,Clear,RainBefore,Prediction,Probability
1579820400,2,123,2,19,23,0.95,40.61,0.99,0.0827,1018.1,40.76,8.712,30.71,7.92,1,0,0,0,0,1,,
1579737600,53,124,2,16,0,1,21.25,0.56,0.0011,1025.3,35.25,10,12.69,3.52,0,1,0,0,0,0,,
1579752000,53,124,2,16,4,0.85,20.93,0.54,0.0008,1024.7,36.19,10,17.38,4.71,0,1,0,0,0,0,,
1579766400,53,124,2,16,8,1,26.21,0.63,0.0011,1025.1,37.55,10,17.92,4.2,0,1,0,0,0,0,,
1579780800,53,124,2,16,12,0.79,35,0.86,0.0238,1023.9,38.85,9.837,19.47,6.01,1,0,0,0,0,0,,
1579795200,53,124,2,16,16,0.92,38.49,0.95,0.0314,1019.8,39.83,10,17.35,6.16,1,0,0,0,0,1,,
1579809600,53,124,2,16,20,0.96,38.59,0.91,0.0315,1019.1,40.9,6.819,21.61,5.26,1,0,0,0,0,1,,
1579820400,53,124,2,16,23,0.95,40.5,0.99,0.0799,1018.1,40.75,8.657,30.29,7.79,1,0,0,0,0,1,,
1579737600,360,125,4,16,0,1,21.42,0.57,0.0011,1025.3,35.12,10,12.41,3.41,0,1,0,0,0,0,,
1579752000,360,125,4,16,4,0.84,21.07,0.54,0.0008,1024.7,36.08,10,17.12,4.6,0,1,0,0,0,0,,
1579766400,360,125,4,16,8,1,26.41,0.64,0.0012,1025.1,37.52,10,17.7,4.07,0,1,0,0,0,0,,
1579780800,360,125,4,16,12,0.79,35.29,0.86,0.0241,1023.9,39.06,9.864,19.35,5.92,1,0,0,0,0,0,,
1579795200,360,125,4,16,16,0.92,38.85,0.95,0.0319,1019.8,40.22,10,17.3,6.08,1,0,0,0,0,1,,
1579809600,360,125,4,16,20,0.96,38.78,0.92,0.0293,1019.1,41.06,6.87,21.22,5.19,1,0,0,0,0,1,,
1579820400,360,125,4,16,23,0.95,40.64,0.99,0.0807,1018.1,40.77,8.723,29.92,7.69,1,0,0,0,0,1,,
1579737600,60,126,2,19,0,1,21.58,0.57,0.0011,1025.3,35.09,10,12.01,3.32,0,1,0,0,0,0,,
1579752000,60,126,2,19,4,0.84,21.26,0.55,0.0008,1024.7,36.05,10,16.84,4.53,0,1,0,0,0,0,,
1579766400,60,126,2,19,8,1,26.57,0.64,0.0011,1025.1,37.5,10,17.36,3.97,0,1,0,0,0,0,,
1579780800,60,126,2,19,12,0.8,35.38,0.86,0.0236,1023.9,39.12,9.965,19.01,5.82,1,0,0,0,0,0,,
1579795200,60,126,2,19,16,0.92,38.98,0.95,0.0309,1019.8,40.35,10,17.07,6.01,1,0,0,0,0,1,,
1579809600,60,126,2,19,20,0.96,38.86,0.92,0.0302,1019.1,41.09,6.98,20.81,5.11,1,0,0,0,0,1,,
1579820400,60,126,2,19,23,0.95,40.69,1,0.0787,1018.1,40.74,8.661,29.51,7.56,1,0,0,0,0,1,,
1579737600,87,127,2,16,0,1,21.79,0.58,0.0011,1025.4,35.06,10,11.73,3.21,0,1,0,0,0,0,,
1579752000,87,127,2,16,4,0.83,21.43,0.55,0.0008,1024.7,36.02,10,16.58,4.42,0,1,0,0,0,0,,
1579766400,87,127,2,16,8,1,26.69,0.65,0.0012,1025.1,37.47,10,17.14,3.83,0,1,0,0,0,0,,
1579780800,87,127,2,16,12,0.8,35.4,0.86,0.024,1023.9,39.19,10,18.9,5.74,1,0,0,0,0,0,,
1579795200,87,127,2,16,16,0.92,39,0.95,0.0314,1019.8,40.44,10,17.03,5.93,1,0,0,0,0,1,,
1579809600,87,127,2,16,20,0.96,38.88,0.92,0.0278,1019.1,41.11,7.092,20.44,5.04,1,0,0,0,0,1,,
1579820400,87,127,2,16,23,0.95,40.71,1,0.0796,1018.2,40.75,8.737,29.16,7.46,1,0,0,0,0,1,,
1579737600,24,128,2,16,0,1,21.9,0.58,0.0011,1025.4,35.02,10,11.33,3.13,0,1,0,0,0,0,,
1579752000,24,128,2,16,4,0.83,21.56,0.55,0.0008,1024.7,35.96,10,16.31,4.35,0,1,0,0,0,0,,
1579766400,24,128,2,16,8,1,26.78,0.65,0.0012,1025.1,37.42,10,16.81,3.74,0,1,0,0,0,0,,
1579780800,24,128,2,16,12,0.8,35.29,0.86,0.0238,1023.9,39.18,10,18.56,5.64,1,0,0,0,0,0,,
1579795200,24,128,2,16,16,0.92,38.93,0.94,0.031,1019.9,40.42,10,16.8,5.85,1,0,0,0,0,1,,
1579809600,24,128,2,16,20,0.96,38.85,0.92,0.0279,1019.1,41.06,7.188,20.02,4.95,1,0,0,0,0,1,,
1579820400,24,128,2,16,23,0.96,40.7,1,0.0784,1018.2,40.75,8.668,28.76,7.33,1,0,0,0,0,1,,
1579737600,45,129,2,16,0,1,22.11,0.58,0.0011,1025.4,35.29,10,11.04,3,0,1,0,0,0,0,,
1579752000,45,129,2,16,4,0.83,21.7,0.55,0.0009,1024.7,36.15,10,16.04,4.24,0,1,0,0,0,0,,
1579766400,45,129,2,16,8,1,26.65,0.65,0.0012,1025.2,37.52,10,16.58,3.6,0,1,0,0,0,0,,
1579780800,45,129,2,16,12,0.8,34.22,0.84,0.024,1023.9,38.71,10,18.44,5.55,1,0,0,0,0,0,,
1579795200,45,129,2,16,16,0.92,37.81,0.93,0.0313,1019.9,39.73,10,16.76,5.78,1,0,0,0,0,1,,
1579809600,45,129,2,16,20,0.96,38.15,0.91,0.0259,1019.1,40.71,7.306,19.64,4.88,1,0,0,0,0,1,,
1579820400,45,129,2,16,23,0.96,40.07,0.98,0.0788,1018.2,40.67,8.745,28.4,7.23,1,0,0,0,0,1,,
1579737600,94,130,2,16,0,1,22.32,0.59,0,1025.4,35.16,10,10.66,2.93,0,1,0,0,0,0,,
1579752000,94,130,2,16,4,0.82,21.91,0.56,0.0009,1024.7,36.03,10,15.76,4.17,0,1,0,0,0,0,,
1579766400,94,130,2,16,8,1,26.96,0.66,0.0012,1025.2,37.44,10,16.24,3.5,0,1,0,0,0,0,,
1579780800,94,130,2,16,12,0.8,34.82,0.85,0.024,1023.9,39.07,10,18.12,5.45,1,0,0,0,0,0,,
1579795200,94,130,2,16,16,0.92,38.38,0.94,0.0311,1019.9,40.05,10,16.54,5.7,1,0,0,0,0,1,,
1579809600,94,130,2,16,20,0.96,38.62,0.91,0.0203,1019.2,40.91,7.386,19.22,4.79,1,0,0,0,0,1,,
1579820400,94,130,2,16,23,0.96,40.59,0.99,0.0779,1018.2,40.82,8.667,28,7.1,1,0,0,0,0,1,,
1579737600,153,131,4,19,0,1,22.52,0.6,0,1025.4,35.1,10,10.35,2.8,0,1,0,0,0,0,,
1579752000,153,131,4,19,4,0.82,22.06,0.57,0.0009,1024.7,35.97,10,15.48,4.05,0,1,0,0,0,0,,
1579766400,153,131,4,19,8,1,27.11,0.66,0.0012,1025.2,37.41,10,16,3.36,0,1,0,0,0,0,,
1579780800,153,131,4,19,12,0.8,34.96,0.84,0.0239,1023.9,39.25,10,17.98,5.36,1,0,0,0,0,0,,
1579795200,153,131,4,19,16,0.92,38.54,0.93,0.031,1019.9,40.28,10,16.49,5.62,1,0,0,0,0,1,,
1579809600,153,131,4,19,20,0.96,38.71,0.91,0.0199,1019.2,41,7.51,18.82,4.73,1,0,0,0,0,1,,
1579820400,153,131,4,19,23,0.96,40.69,0.99,0.0778,1018.2,40.9,8.744,27.63,6.99,1,0,0,0,0,1,,
1579737600,31,132,5,11,0,1,22.64,0.6,0,1025.4,35.09,10,9.97,2.72,0,1,0,0,0,0,,
1579752000,31,132,5,11,4,0.81,22.24,0.57,0.0009,1024.8,35.95,10,15.2,3.98,0,1,0,0,0,0,,
1579766400,31,132,5,11,8,1,27.32,0.67,0.0012,1025.2,37.42,10,15.66,3.27,0,1,0,0,0,0,,
1579780800,31,132,5,11,12,0.8,35.3,0.85,0.0239,1023.9,39.5,10,17.67,5.25,1,0,0,0,0,0,,
1579795200,31,132,5,11,16,0.92,38.99,0.94,0.0308,1019.9,40.69,10,16.27,5.54,1,0,0,0,0,1,,
1579809600,31,132,5,11,20,0.96,38.94,0.92,0.0198,1019.2,41.19,7.573,18.39,4.64,1,0,0,0,0,1,,
1579820400,31,132,5,11,23,0.96,40.92,1,0.0769,1018.2,40.99,8.655,27.25,6.85,1,0,0,0,0,1,,
1579737600,207,133,2,19,0,1,22.86,0.61,0,1025.4,35.08,10,9.64,2.59,0,1,0,0,0,0,,
1579752000,207,133,2,19,4,0.8,22.41,0.58,0.0009,1024.8,35.93,10,14.9,3.85,0,1,0,0,0,0,,
1579766400,207,133,2,19,8,1,27.42,0.67,0.0013,1025.2,37.4,10,15.4,3.13,0,1,0,0,0,0,,
1579780800,207,133,2,19,12,0.8,35.3,0.84,0.0238,1023.9,39.6,10,17.52,5.16,1,0,0,0,0,0,,
1579795200,207,133,2,19,16,0.92,38.97,0.93,0.0309,1019.9,40.77,10,16.22,5.47,1,0,0,0,0,1,,
1579809600,207,133,2,19,20,0.96,38.95,0.92,0.0194,1019.2,41.22,7.699,17.97,4.57,1,0,0,0,0,1,,
1579820400,207,133,2,19,23,0.96,40.94,1,0.0763,1018.2,41.04,8.73,26.87,6.74,1,0,0,0,0,1,,
1579737600,36,134,2,19,0,1,22.88,0.61,0,1025.4,34.92,10,9.26,2.52,0,1,0,0,0,0,,
1579752000,36,134,2,19,4,0.8,22.49,0.58,0.0009,1024.8,35.78,10,14.6,3.78,0,1,0,0,0,0,,
1579766400,36,134,2,19,8,1,27.39,0.67,0.0013,1025.1,37.25,10,15.05,3.04,0,1,0,0,0,0,,
1579780800,36,134,2,19,12,0.8,35.13,0.84,0.0238,1023.9,39.48,10,17.21,5.04,1,0,0,0,0,0,,
1579795200,36,134,2,19,16,0.92,38.89,0.93,0.0306,1019.9,40.72,10,16,5.39,1,0,0,0,0,1,,
1579809600,36,134,2,19,20,0.96,38.9,0.92,0.0193,1019.2,41.1,7.741,17.53,4.48,1,0,0,0,0,1,,
1579820400,36,134,2,19,23,0.96,40.85,1,0.0754,1018.2,40.88,8.627,26.49,6.59,1,0,0,0,0,1,,
1579737600,4,135,2,19,0,1,23.05,0.62,0,1025.4,34.8,10,8.92,2.38,0,1,0,0,0,0,,
1579752000,4,135,2,19,4,0.79,22.63,0.59,0.0009,1024.8,35.68,10,14.28,3.65,0,1,0,0,0,0,,
1579766400,4,135,2,19,8,1,27.42,0.68,0.0013,1025.1,37.17,10,14.76,2.89,0,1,0,0,0,0,,
1579780800,4,135,2,19,12,0.8,35.07,0.84,0.0233,1023.9,39.5,10,17.05,4.94,1,0,0,0,0,0,,
1579795200,4,135,2,19,16,0.92,38.85,0.93,0.03,1019.9,40.79,10,15.94,5.31,1,0,0,0,0,1,,
1579809600,4,135,2,19,20,0.96,38.87,0.92,0.0189,1019.2,41.04,7.867,17.09,4.42,1,0,0,0,0,1,,
1579820400,4,135,2,19,23,0.96,40.78,1,0.0742,1018.2,40.81,8.697,26.09,6.47,1,0,0,0,0,1,,
1579737600,535,136,2,19,0,1,23.13,0.62,0,1025.4,34.77,10,8.54,2.3,0,1,0,0,0,0,,
1579752000,535,136,2,19,4,0.78,22.74,0.59,0.0009,1024.8,35.63,10,13.96,3.57,0,1,0,0,0,0,,
1579766400,535,136,2,19,8,1,27.47,0.68,0.0013,1025.1,37.13,10,14.39,2.81,0,1,0,0,0,0,,
1579780800,535,136,2,19,12,0.8,34.97,0.84,0.0231,1024,39.51,10,16.76,4.81,1,0,0,0,0,0,,
1579795200,535,136,2,19,16,0.93,38.83,0.93,0.0296,1019.9,40.8,10,15.72,5.24,1,0,0,0,0,1,,
1579809600,535,136,2,19,20,0.96,38.86,0.92,0.0188,1019.2,41,7.881,16.62,4.33,1,0,0,0,0,1,,
1579820400,535,136,2,19,23,0.96,40.78,1,0.0732,1018.2,40.79,8.572,25.72,6.32,1,0,0,0,0,1,,
1579737600,467,137,2,14,0,0.99,23.35,0.63,0,1025.4,34.75,10,8.16,2.15,0,1,0,0,0,0,,
1579752000,467,137,2,14,4,0.77,23.07,0.6,0.0009,1024.8,35.65,10,13.61,3.43,0,1,0,0,0,0,,
1579766400,467,137,2,14,8,1,27.52,0.68,0.0013,1025.2,37.1,10,14.07,2.65,0,1,0,0,0,0,,
1579780800,467,137,2,14,12,0.8,34.92,0.83,0.0225,1024,39.59,10,16.58,4.7,1,0,0,0,0,0,,
1579795200,467,137,2,14,16,0.92,38.78,0.92,0.0288,1019.9,40.87,10,15.67,5.15,1,0,0,0,0,1,,
1579809600,467,137,2,14,20,0.96,38.87,0.92,0.0183,1019.2,41.02,7.983,16.14,4.28,1,0,0,0,0,1,,
1579820400,467,137,2,14,23,0.96,40.78,1,0.0717,1018.2,40.83,8.625,25.32,6.18,1,0,0,0,0,1,,
1579737600,256,138,2,19,0,0.99,23.43,0.63,0,1025.4,34.72,10,7.77,2.07,0,1,0,0,0,0,,
1579752000,256,138,2,19,4,0.76,23.2,0.6,0.0008,1024.8,35.61,10,13.25,3.34,0,1,0,0,0,0,,
1579766400,256,138,2,19,8,1,27.55,0.68,0.0013,1025.2,37.07,10,13.67,2.57,0,1,0,0,0,0,,
1579780800,256,138,2,19,12,0.81,34.77,0.83,0.0222,1024,39.6,10,16.3,4.56,1,0,0,0,0,0,,
1579795200,256,138,2,19,16,0.93,38.75,0.92,0.0283,1019.9,40.87,10,15.45,5.08,1,0,0,0,0,1,,
1579809600,256,138,2,19,20,0.96,38.85,0.92,0.0182,1019.2,40.97,7.958,15.62,4.19,1,0,0,0,0,1,,
1579820400,256,138,2,19,23,0.97,40.78,1,0.0705,1018.2,40.81,8.466,24.95,6,1,0,0,0,0,1,,
1579737600,882,139,2,19,0,0.99,23.66,0.64,0,1025.4,34.71,10,7.36,1.9,0,1,0,0,0,0,,
1579752000,882,139,2,19,4,0.81,23.39,0.61,0.0008,1024.8,35.59,10,12.85,3.18,0,1,0,0,0,0,,
1579766400,882,139,2,19,8,1,27.63,0.68,0.0012,1025.2,37.09,10,13.3,2.4,0,1,0,0,0,0,,
1579780800,882,139,2,19,12,0.81,34.62,0.82,0.0214,1024,39.66,10,16.11,4.4,1,0,0,0,0,0,,
1579795200,882,139,2,19,16,0.93,38.6,0.92,0.0274,1019.9,40.86,10,15.39,4.98,1,0,0,0,0,1,,
1579809600,882,139,2,19,20,0.95,38.81,0.92,0.0176,1019.2,40.96,8.053,15.08,4.12,1,0,0,0,0,1,,
1579820400,882,139,2,19,23,0.97,40.76,1,0.0686,1018.2,40.87,8.493,24.54,5.83,1,0,0,0,0,1,,
1579737600,399,140,2,19,0,0.99,23.8,0.64,0,1025.5,34.79,10,6.94,1.81,0,1,0,0,0,0,,
1579752000,399,140,2,19,4,0.81,23.56,0.61,0.0008,1024.8,35.63,10,12.41,3.07,0,1,0,0,0,0,,
1579766400,399,140,2,19,8,1,27.65,0.68,0.0012,1025.2,37.15,10,12.81,2.32,0,1,0,0,0,0,,
1579780800,399,140,2,19,12,0.81,34.2,0.81,0.0209,1024,39.55,10,15.83,4.23,1,0,0,0,0,0,,
1579795200,399,140,2,19,16,0.93,38.26,0.91,0.0266,1019.9,40.6,10,15.17,4.9,1,0,0,0,0,1,,
1579809600,399,140,2,19,20,0.95,38.66,0.92,0.0175,1019.2,40.82,7.964,14.46,4.04,1,0,0,0,0,1,,
1579820400,399,140,2,19,23,0.97,40.64,0.99,0.067,1018.2,40.83,8.278,24.18,5.61,1,0,0,0,0,1,,
1579737600,206,141,2,19,0,0.99,23.99,0.64,0,1025.5,34.96,10,6.48,1.64,0,1,0,0,0,0,,
1579752000,206,141,2,19,4,0.81,23.76,0.61,0.0008,1024.9,35.75,10,11.93,2.9,0,1,0,0,0,0,,
1579766400,206,141,2,19,8,1,27.55,0.68,0.0012,1025.2,37.22,10,12.36,2.17,0,1,0,0,0,0,,
1579780800,206,141,2,19,12,0.82,33.62,0.79,0.02,1024,39.45,10,15.63,4.07,1,0,0,0,0,0,,
1579795200,206,141,2,19,16,0.93,37.81,0.9,0.0255,1019.9,40.53,10,15.11,4.82,1,0,0,0,0,1,,
1579809600,206,141,2,19,20,0.95,38.33,0.91,0.0169,1019.2,40.73,8.033,13.84,4,1,0,0,0,0,1,,
1579820400,206,141,2,19,23,0.97,40.23,0.98,0.0647,1018.2,40.8,8.28,23.75,5.42,1,0,0,0,0,1,,
1579737600,91,142,2,19,0,0.99,24.21,0.65,0,1025.5,34.92,10,5.97,1.53,0,1,0,0,0,0,,
1579752000,91,142,2,19,4,0.8,23.98,0.62,0.0008,1024.8,35.7,10,11.32,2.74,0,1,0,0,0,0,,
1579766400,91,142,2,19,8,1,27.58,0.68,0.0012,1025.2,37.18,10,11.71,2.09,0,1,0,0,0,0,,
1579780800,91,142,2,19,12,0.82,33.52,0.79,0.0191,1024,39.58,10,15.36,3.83,1,0,0,0,0,0,,
1579795200,91,142,2,19,16,0.93,37.94,0.9,0.0244,1019.9,40.65,10,14.89,4.75,1,0,0,0,0,1,,
1579809600,91,142,2,19,20,0.95,38.43,0.91,0.0166,1019.2,40.74,7.828,13.02,3.93,1,0,0,0,0,1,,
1579820400,91,142,2,19,23,0.97,40.31,0.98,0.0624,1018.2,40.81,7.954,23.4,5.12,1,0,0,0,0,1,,
1579737600,99,143,2,19,0,0.99,24.41,0.65,0,1025.5,34.83,10,5.53,1.37,0,1,0,0,0,0,,
1579752000,99,143,2,19,4,0.8,24.16,0.63,0.0007,1024.8,35.61,10,10.74,2.56,0,1,0,0,0,0,,
1579766400,99,143,2,19,8,1,27.61,0.68,0.0012,1025.1,37.15,10,11.15,1.97,0,1,0,0,0,0,,
1579780800,99,143,2,19,12,0.83,33.67,0.78,0.0178,1024,39.88,10,15.22,3.66,1,0,0,0,0,0,,
1579795200,99,143,2,19,16,0.93,38.21,0.9,0.0231,1019.9,40.9,10,14.85,4.69,1,0,0,0,0,1,,
1579809600,99,143,2,19,20,0.95,38.7,0.92,0.0159,1019.2,40.85,7.783,12.34,3.91,1,0,0,0,0,1,,
1579820400,99,143,2,19,23,0.97,40.57,0.99,0.0598,1018.2,40.9,7.887,23.07,4.91,1,0,0,0,0,1,,
1579737600,259,144,2,19,0,0.99,24.46,0.65,0,1025.5,34.86,10,5.08,1.29,0,1,0,0,0,0,,
1579752000,259,144,2,19,4,0.8,24.31,0.63,0,1024.7,35.54,10,9.82,2.37,0,1,0,0,0,0,,
1579766400,259,144,2,19,8,1,27.36,0.68,0.0013,1025.1,37.12,10,10.17,2.01,0,1,0,0,0,0,,
1579780800,259,144,2,19,12,0.84,33.31,0.76,0.0161,1023.9,40.14,10,15.17,3.37,1,0,0,0,0,0,,
1579795200,259,144,2,19,16,0.94,38.36,0.9,0.0214,1019.9,41.05,10,14.72,4.68,1,0,0,0,0,1,,
1579809600,259,144,2,19,20,0.95,38.77,0.92,0.0155,1019.2,40.84,7.199,11.31,3.93,1,0,0,0,0,1,,
1579820400,259,144,2,19,23,0.97,40.64,0.99,0.0569,1018.1,40.89,7.322,23.04,4.51,1,0,0,0,0,1,,
1579737600,90,145,2,19,0,0.99,24.57,0.66,0,1025.5,34.81,10,4.73,1.17,0,1,0,0,0,0,,
1579752000,90,145,2,19,4,0.79,24.45,0.64,0,1024.7,35.42,10,9.14,2.19,0,1,0,0,0,0,,
1579766400,90,145,2,19,8,1,27.22,0.67,0.0013,1025,37.05,10,9.5,1.97,0,1,0,0,0,0,,
1579780800,90,145,2,19,12,0.85,33.33,0.75,0.0144,1023.9,40.48,10,15.17,3.21,1,0,0,0,0,0,,
1579795200,90,145,2,19,16,0.94,38.63,0.9,0.0199,1019.9,41.4,9.722,14.74,4.66,1,0,0,0,0,1,,
1579809600,90,145,2,19,20,0.95,38.91,0.92,0.0147,1019.1,40.96,6.962,10.63,3.94,1,0,0,0,0,1,,
1579820400,90,145,2,19,23,0.98,40.77,0.99,0.0542,1018.1,40.94,7.164,22.93,4.28,1,0,0,0,0,1,,
1579737600,66,146,2,19,0,0.99,24.86,0.66,0,1025.4,34.94,10,3.89,0.97,0,1,0,0,0,0,,
1579752000,66,146,2,19,4,0.79,24.8,0.65,0,1024.6,35.42,10,7.48,1.81,0,1,0,0,0,0,,
1579766400,66,146,2,19,8,1,26.74,0.66,0.0013,1024.8,37.07,10,7.78,2.01,0,1,0,0,0,0,,
1579780800,66,146,2,19,12,0.87,32.54,0.72,0.0112,1023.9,40.9,10,15.12,2.63,0,1,0,0,0,0,,
1579795200,66,146,2,19,16,0.95,38.8,0.89,0.0167,1019.9,41.7,8.424,14.6,4.64,1,0,0,0,0,1,,
1579809600,66,146,2,19,20,0.95,38.99,0.93,0.0139,1019.1,40.97,5.942,8.73,4.03,1,0,0,0,0,1,,
1579820400,66,146,2,19,23,0.98,40.78,0.99,0.0487,1018,40.94,6.155,22.89,3.53,1,0,0,0,0,1,,
1579737600,15,147,2,19,0,0.99,24.95,0.67,0,1025.4,34.95,10,3.64,0.87,0,1,0,0,0,0,,
1579752000,15,147,2,19,4,0.79,24.9,0.65,0,1024.6,35.37,10,6.98,1.68,0,1,0,0,0,0,,
1579766400,15,147,2,19,8,1,26.67,0.66,0.0014,1024.8,37.05,10,7.29,1.98,0,1,0,0,0,0,,
1579780800,15,147,2,19,12,0.88,32.47,0.71,0.0099,1023.9,41.07,10,15.12,2.54,0,1,0,0,0,0,,
1579795200,15,147,2,19,16,0.95,38.83,0.89,0.0156,1019.8,41.82,8.206,14.62,4.63,1,0,0,0,0,1,,
1579809600,15,147,2,19,20,0.95,39.02,0.93,0.0132,1019.1,41.01,5.801,8.27,4.03,1,0,0,0,0,1,,
1579820400,15,147,2,19,23,0.98,40.79,0.99,0.0467,1018,40.97,6.104,22.78,3.39,1,0,0,0,0,1,,
1579737600,0,148,2,19,0,0.99,25.46,0.67,0,1025.4,35.17,10,2.43,0.57,0,1,0,0,0,0,,
1579752000,0,148,2,19,4,0.79,25.41,0.67,0,1024.5,35.43,10,4.64,1.11,0,1,0,0,0,0,,
1579766400,0,148,2,19,8,1,26.01,0.64,0.0014,1024.6,37.16,10,4.88,2.01,0,1,0,0,0,0,,
1579780800,0,148,2,19,12,0.92,31.24,0.66,0.0054,1023.8,41.65,10,15.07,1.71,0,1,0,0,0,0,,
1579795200,0,148,2,19,16,0.96,38.97,0.88,0.011,1019.8,42.16,6.385,14.48,4.61,1,0,0,0,0,1,,
1579809600,0,148,2,19,20,0.95,39.11,0.93,0.012,1019,41.01,4.38,5.56,4.18,1,0,0,0,0,1,,
1579820400,0,148,2,19,23,0.99,40.78,0.99,0.0379,1017.8,41,4.684,22.73,2.31,1,0,0,0,0,1,,
1579737600,258,150,2,19,0,0.99,25.33,0.67,0,1025.4,35.13,10,2.33,0.57,0,1,0,0,0,0,,
1579752000,258,150,2,19,4,0.78,25.4,0.67,0,1024.5,35.26,10,4.35,1.08,0,1,0,0,0,0,,
1579766400,258,150,2,19,8,1,26.08,0.64,0.0014,1024.6,37.07,10,4.57,2,0,1,0,0,0,0,,
1579780800,258,150,2,19,12,0.91,31.31,0.66,0.0051,1023.8,41.65,10,6.05,1.76,0,1,0,0,0,0,,
1579795200,258,150,2,19,16,0.96,39.02,0.89,0.0106,1019.8,42.1,6.354,5.94,4.57,1,0,0,0,0,1,,
1579809600,258,150,2,19,20,0.94,39.07,0.93,0.0118,1019,40.97,4.39,5.44,4.07,1,0,0,0,0,1,,
1579820400,258,150,2,19,23,0.99,40.75,0.99,0.0385,1017.8,40.98,4.779,9.03,2.3,1,0,0,0,0,1,,
1579737600,173,151,2,14,0,0.99,24.67,0.66,0,1025.5,34.92,10,3.37,0.85,0,1,0,0,0,0,,
1579752000,173,151,2,14,4,0.78,23.79,0.63,0,1024.7,35.04,10,6.27,1.58,0,1,0,0,0,0,,
1579766400,173,151,2,14,8,1,26.73,0.66,0.0015,1024.8,36.89,10,6.51,1.95,0,1,0,0,0,0,,
1579780800,173,151,2,14,12,0.87,35.03,0.83,0.009,1023.9,39.76,10,8.82,2.58,0,1,0,0,0,0,,
1579795200,173,151,2,14,16,0.94,38.64,0.89,0.0147,1019.9,41.67,8.015,8.58,4.57,1,0,0,0,0,1,,
1579809600,173,151,2,14,20,0.94,38.89,0.92,0.0127,1019.1,40.9,5.702,7.83,3.85,1,0,0,0,0,1,,
1579820400,173,151,2,14,23,0.98,40.72,0.99,0.0479,1018,40.92,6.198,13.14,3.35,1,0,0,0,0,1,,
1579737600,417,153,2,19,0,0.99,24.06,0.65,0,1025.5,34.68,10,4.13,1.1,0,1,0,0,0,0,,
1579752000,417,153,2,19,4,0.77,23.8,0.64,0,1024.8,34.72,10,7.58,1.98,0,1,0,0,0,0,,
1579766400,417,153,2,19,8,1,27.24,0.68,0.0015,1025.1,36.66,10,7.8,1.96,0,1,0,0,0,0,,
1579780800,417,153,2,19,12,0.84,35.07,0.83,0.0121,1023.9,39.84,10,11,3.24,0,1,0,0,0,0,,
1579795200,417,153,2,19,16,0.93,38.49,0.89,0.0174,1019.9,41.35,9.206,10.56,4.55,1,0,0,0,0,1,,
1579809600,417,153,2,19,20,0.94,38.74,0.92,0.0136,1019.2,40.82,6.665,9.62,3.62,1,0,0,0,0,1,,
1579820400,417,153,2,19,23,0.98,40.71,1,0.055,1018.1,40.82,7.248,16.35,4.12,1,0,0,0,0,1,,
1579737600,93,154,2,19,0,0.99,23.85,0.64,0,1025.5,34.62,10,4.31,1.19,0,1,0,0,0,0,,
1579752000,93,154,2,19,4,0.77,23.82,0.64,0,1024.8,34.6,10,7.83,2.09,0,1,0,0,0,0,,
1579766400,93,154,2,19,8,1,27.39,0.69,0.0016,1025.1,36.58,10,8.01,1.98,0,1,0,0,0,0,,
1579780800,93,154,2,19,12,0.83,34.96,0.83,0.013,1024,39.8,10,11.5,3.4,1,0,0,0,0,0,,
1579795200,93,154,2,19,16,0.92,38.37,0.9,0.0181,1020,41.15,9.414,10.93,4.52,1,0,0,0,0,1,,
1579809600,93,154,2,19,20,0.94,38.65,0.92,0.0141,1019.2,40.74,6.863,10,3.54,1,0,0,0,0,1,,
1579820400,93,154,2,19,23,0.98,40.66,1,0.0576,1018.2,40.74,7.404,17.11,4.28,1,0,0,0,0,1,,
1579737600,254,155,2,19,0,0.99,23.62,0.64,0,1025.6,34.5,10,4.59,1.25,0,1,0,0,0,0,,
1579752000,254,155,2,19,4,0.77,23.82,0.65,0,1024.9,34.44,10,8.33,2.22,0,1,0,0,0,0,,
1579766400,254,155,2,19,8,1,27.56,0.7,0.0016,1025.2,36.45,10,8.51,1.96,0,1,0,0,0,0,,
1579780800,254,155,2,19,12,0.82,35.15,0.83,0.014,1024,39.94,10,12.45,3.68,1,0,0,0,0,0,,
1579795200,254,155,2,19,16,0.92,38.43,0.9,0.019,1020,41.18,9.945,11.84,4.52,1,0,0,0,0,1,,
1579809600,254,155,2,19,20,0.94,38.65,0.92,0.0142,1019.2,40.77,7.283,10.73,3.44,1,0,0,0,0,1,,
1579820400,254,155,2,19,23,0.98,40.71,1,0.0603,1018.2,40.73,7.946,18.44,4.62,1,0,0,0,0,1,,
1579737600,18,156,2,19,0,0.99,23.45,0.64,0,1025.6,34.43,10,4.69,1.32,0,1,0,0,0,0,,
1579752000,18,156,2,19,4,0.76,23.83,0.65,0,1024.9,34.31,10,8.44,2.3,0,1,0,0,0,0,,
1579766400,18,156,2,19,8,1,27.67,0.7,0.0016,1025.2,36.36,10,8.58,1.98,0,1,0,0,0,0,,
1579780800,18,156,2,19,12,0.82,35.11,0.83,0.0146,1024,39.94,10,12.77,3.79,1,0,0,0,0,0,,
