Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,Longitude,Latitude,RainBefore,DayOfWeek,WeekDay,DayFrame
0,,1534464000.0,561,W-22,212,2.0,2.0,19.0,20,2018-08-16,1534460400.0,-85.30632485,35.03404672,,3,1,1
0,,1537747200.0,561,W-22,212,2.0,2.0,19.0,20,2018-09-23,1537743600.0,-85.30632485,35.03404672,,6,0,1
0,,1519866000.0,561,W-22,212,2.0,2.0,19.0,20,2018-02-28,1519862400.0,-85.30632485,35.03404672,,2,1,1
0,,1538784000.0,561,W-22,212,2.0,2.0,19.0,20,2018-10-05,1538780400.0,-85.30632485,35.03404672,,4,1,1
0,,1543021200.0,561,W-22,212,2.0,2.0,19.0,20,2018-11-23,1543017600.0,-85.30632485,35.03404672,,4,1,1
0,,1525564800.0,561,W-22,212,2.0,2.0,19.0,20,2018-05-05,1525561200.0,-85.30632485,35.03404672,,5,0,1
0,,1546304400.0,561,W-22,212,2.0,2.0,19.0,20,2018-12-31,1546300800.0,-85.30632485,35.03404672,,0,1,1
0,,1526688000.0,561,W-22,212,2.0,2.0,19.0,20,2018-05-18,1526684400.0,-85.30632485,35.03404672,,4,1,1
0,,1532822400.0,561,W-22,212,2.0,2.0,19.0,20,2018-07-28,1532818800.0,-85.30632485,35.03404672,,5,0,1
0,,1515466800.0,115,V-26,60,2.0,2.0,19.0,22,2018-01-08,1515463200.0,-85.31367659,35.004335,,0,1,1
0,,1542423600.0,115,V-26,60,2.0,2.0,19.0,22,2018-11-16,1542420000.0,-85.31367659,35.004335,,4,1,1
0,,1527213600.0,115,V-26,60,2.0,2.0,19.0,22,2018-05-24,1527210000.0,-85.31367659,35.004335,,3,1,1
0,,1524967200.0,115,V-26,60,2.0,2.0,19.0,22,2018-04-28,1524963600.0,-85.31367659,35.004335,,5,0,1
0,,1539136800.0,115,V-26,60,2.0,2.0,19.0,22,2018-10-09,1539133200.0,-85.31367659,35.004335,,1,1,1
0,,1546225200.0,115,V-26,60,2.0,2.0,19.0,22,2018-12-30,1546221600.0,-85.31367659,35.004335,,6,0,1
0,,1533607200.0,115,V-26,60,2.0,2.0,19.0,22,2018-08-06,1533603600.0,-85.31367659,35.004335,,0,1,1
0,,1528423200.0,115,V-26,60,2.0,2.0,19.0,22,2018-06-07,1528419600.0,-85.31367659,35.004335,,3,1,1
0,,1530583200.0,115,V-26,60,2.0,2.0,19.0,22,2018-07-02,1530579600.0,-85.31367659,35.004335,,0,1,1
0,,1526565600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-05-17,1526562000.0,-85.24015915,35.097714700000004,,3,1,3
0,,1528034400.0,184,AF-15,475,4.0,2.0,14.0,10,2018-06-03,1528030800.0,-85.24015915,35.097714700000004,,6,0,3
0,,1516546800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-01-21,1516543200.0,-85.24015915,35.097714700000004,,6,0,3
0,,1544367600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-12-09,1544364000.0,-85.24015915,35.097714700000004,,6,0,3
0,,1540735200.0,184,AF-15,475,4.0,2.0,14.0,10,2018-10-28,1540731600.0,-85.24015915,35.097714700000004,,6,0,3
0,,1517583600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-02-02,1517580000.0,-85.24015915,35.097714700000004,,4,1,3
0,,1519657200.0,184,AF-15,475,4.0,2.0,14.0,10,2018-02-26,1519653600.0,-85.24015915,35.097714700000004,,0,1,3
0,,1534168800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-08-13,1534165200.0,-85.24015915,35.097714700000004,,0,1,3
0,,1529416800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-06-19,1529413200.0,-85.24015915,35.097714700000004,,1,1,3
0,,1532008800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-07-19,1532005200.0,-85.24015915,35.097714700000004,,3,1,3
0,,1540303200.0,184,AF-15,475,4.0,2.0,14.0,10,2018-10-23,1540299600.0,-85.24015915,35.097714700000004,,1,1,3
0,,1523973600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-04-17,1523970000.0,-85.24015915,35.097714700000004,,1,1,3
0,,1536933600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-09-14,1536930000.0,-85.24015915,35.097714700000004,,4,1,3
0,,1518879600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-02-17,1518876000.0,-85.24015915,35.097714700000004,,5,0,3
0,,1544194800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-12-07,1544191200.0,-85.24015915,35.097714700000004,,4,1,3
0,,1530540000.0,184,AF-15,475,4.0,2.0,14.0,10,2018-07-02,1530536400.0,-85.24015915,35.097714700000004,,0,1,3
0,,1531404000.0,184,AF-15,475,4.0,2.0,14.0,10,2018-07-12,1531400400.0,-85.24015915,35.097714700000004,,3,1,3
0,,1515250800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-01-06,1515247200.0,-85.24015915,35.097714700000004,,5,0,3
0,,1526652000.0,184,AF-15,475,4.0,2.0,14.0,10,2018-05-18,1526648400.0,-85.24015915,35.097714700000004,,4,1,3
0,,1524578400.0,184,AF-15,475,4.0,2.0,14.0,10,2018-04-24,1524574800.0,-85.24015915,35.097714700000004,,1,1,3
0,,1537020000.0,184,AF-15,475,4.0,2.0,14.0,10,2018-09-15,1537016400.0,-85.24015915,35.097714700000004,,5,0,3
0,,1544972400.0,184,AF-15,475,4.0,2.0,14.0,10,2018-12-16,1544968800.0,-85.24015915,35.097714700000004,,6,0,3
0,,1544713200.0,184,AF-15,475,4.0,2.0,14.0,10,2018-12-13,1544709600.0,-85.24015915,35.097714700000004,,3,1,3
0,,1525701600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-05-07,1525698000.0,-85.24015915,35.097714700000004,,0,1,3
0,,1522332000.0,184,AF-15,475,4.0,2.0,14.0,10,2018-03-29,1522328400.0,-85.24015915,35.097714700000004,,3,1,3
0,,1537797600.0,184,AF-15,475,4.0,2.0,14.0,10,2018-09-24,1537794000.0,-85.24015915,35.097714700000004,,0,1,3
0,,1541080800.0,184,AF-15,475,4.0,2.0,14.0,10,2018-11-01,1541077200.0,-85.24015915,35.097714700000004,,3,1,3
0,,1516719600.0,54,AG-21,256,2.0,2.0,19.0,10,2018-01-23,1516716000.0,-85.2328074,35.04253579,,1,1,3
0,,1517324400.0,54,AG-21,256,2.0,2.0,19.0,10,2018-01-30,1517320800.0,-85.2328074,35.04253579,,1,1,3
0,,1545231600.0,54,AG-21,256,2.0,2.0,19.0,10,2018-12-19,1545228000.0,-85.2328074,35.04253579,,2,1,3
0,,1518361200.0,54,AG-21,256,2.0,2.0,19.0,10,2018-02-11,1518357600.0,-85.2328074,35.04253579,,6,0,3
0,,1543330800.0,54,AG-21,256,2.0,2.0,19.0,10,2018-11-27,1543327200.0,-85.2328074,35.04253579,,1,1,3
0,,1539266400.0,54,AG-21,256,2.0,2.0,19.0,10,2018-10-11,1539262800.0,-85.2328074,35.04253579,,3,1,3
0,,1539871200.0,54,AG-21,256,2.0,2.0,19.0,10,2018-10-18,1539867600.0,-85.2328074,35.04253579,,3,1,3
0,,1546095600.0,54,AG-21,256,2.0,2.0,19.0,10,2018-12-29,1546092000.0,-85.2328074,35.04253579,,5,0,3
0,,1524837600.0,54,AG-21,256,2.0,2.0,19.0,10,2018-04-27,1524834000.0,-85.2328074,35.04253579,,4,1,3
0,,1532703600.0,47,AG-20,292,2.0,2.0,19.0,11,2018-07-27,1532700000.0,-85.2328074,35.05102485,,4,1,3
0,,1545580800.0,47,AG-20,292,2.0,2.0,19.0,11,2018-12-23,1545577200.0,-85.2328074,35.05102485,,6,0,3
0,,1522162800.0,47,AG-20,292,2.0,2.0,19.0,11,2018-03-27,1522159200.0,-85.2328074,35.05102485,,1,1,3
0,,1521558000.0,47,AG-20,292,2.0,2.0,19.0,11,2018-03-20,1521554400.0,-85.2328074,35.05102485,,1,1,3
0,,1526050800.0,47,AG-20,292,2.0,2.0,19.0,11,2018-05-11,1526047200.0,-85.2328074,35.05102485,,4,1,3
0,,1545408000.0,47,AG-20,292,2.0,2.0,19.0,11,2018-12-21,1545404400.0,-85.2328074,35.05102485,,4,1,3
0,,1534518000.0,47,AG-20,292,2.0,2.0,19.0,11,2018-08-17,1534514400.0,-85.2328074,35.05102485,,4,1,3
0,,1518105600.0,47,AG-20,292,2.0,2.0,19.0,11,2018-02-08,1518102000.0,-85.2328074,35.05102485,,3,1,3
0,,1532617200.0,47,AG-20,292,2.0,2.0,19.0,11,2018-07-26,1532613600.0,-85.2328074,35.05102485,,3,1,3
0,,1537286400.0,485,AE-23,183,2.0,2.0,19.0,12,2018-09-18,1537282800.0,-85.24751089,35.02555766,,1,1,3
0,,1530547200.0,485,AE-23,183,2.0,2.0,19.0,12,2018-07-02,1530543600.0,-85.24751089,35.02555766,,0,1,3
0,,1524412800.0,485,AE-23,183,2.0,2.0,19.0,12,2018-04-22,1524409200.0,-85.24751089,35.02555766,,6,0,3
0,,1534608000.0,485,AE-23,183,2.0,2.0,19.0,12,2018-08-18,1534604400.0,-85.24751089,35.02555766,,5,0,3
0,,1531584000.0,485,AE-23,183,2.0,2.0,19.0,12,2018-07-14,1531580400.0,-85.24751089,35.02555766,,5,0,3
0,,1536422400.0,485,AE-23,183,2.0,2.0,19.0,12,2018-09-08,1536418800.0,-85.24751089,35.02555766,,5,0,3
0,,1539273600.0,485,AE-23,183,2.0,2.0,19.0,12,2018-10-11,1539270000.0,-85.24751089,35.02555766,,3,1,3
0,,1537545600.0,485,AE-23,183,2.0,2.0,19.0,12,2018-09-21,1537542000.0,-85.24751089,35.02555766,,4,1,3
0,,1522771200.0,485,AE-23,183,2.0,2.0,19.0,12,2018-04-03,1522767600.0,-85.24751089,35.02555766,,1,1,3
0,,1545066000.0,337,AR-26,78,2.0,2.0,19.0,12,2018-12-17,1545062400.0,-85.15193821,35.004335,,0,1,3
0,,1522080000.0,337,AR-26,78,2.0,2.0,19.0,12,2018-03-26,1522076400.0,-85.15193821,35.004335,,0,1,3
0,,1527782400.0,337,AR-26,78,2.0,2.0,19.0,12,2018-05-31,1527778800.0,-85.15193821,35.004335,,3,1,3
