Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,Longitude,Latitude,RainBefore,DayOfWeek,WeekDay,DayFrame
0,,1563814800.0,32,Z-14,503,2.0,2.0,19.0,13,2019-07-22,1563811200.0,-85.28426962,35.10620377,,0,1,3
0,,1570294800.0,32,Z-14,503,2.0,2.0,19.0,13,2019-10-05,1570291200.0,-85.28426962,35.10620377,,5,0,3
0,,1557939600.0,32,Z-14,503,2.0,2.0,19.0,13,2019-05-15,1557936000.0,-85.28426962,35.10620377,,2,1,3
0,,1574704800.0,32,Z-14,503,2.0,2.0,19.0,13,2019-11-25,1574701200.0,-85.28426962,35.10620377,,0,1,3
0,,1551204000.0,32,Z-14,503,2.0,2.0,19.0,13,2019-02-26,1551200400.0,-85.28426962,35.10620377,,1,1,3
0,,1548352800.0,32,Z-14,503,2.0,2.0,19.0,13,2019-01-24,1548349200.0,-85.28426962,35.10620377,,3,1,3
0,,1576605600.0,32,Z-14,503,2.0,2.0,19.0,13,2019-12-17,1576602000.0,-85.28426962,35.10620377,,1,1,3
0,,1554742800.0,32,Z-14,503,2.0,2.0,19.0,13,2019-04-08,1554739200.0,-85.28426962,35.10620377,,0,1,3
0,,1549735200.0,32,Z-14,503,2.0,2.0,19.0,13,2019-02-09,1549731600.0,-85.28426962,35.10620377,,5,0,3
0,,1567274400.0,64,AR-27,49,2.0,2.0,19.0,14,2019-08-31,1567270800.0,-85.15193821,34.99584594,,5,0,4
0,,1563300000.0,64,AR-27,49,2.0,2.0,19.0,14,2019-07-16,1563296400.0,-85.15193821,34.99584594,,1,1,4
0,,1563472800.0,64,AR-27,49,2.0,2.0,19.0,14,2019-07-18,1563469200.0,-85.15193821,34.99584594,,3,1,4
0,,1576004400.0,64,AR-27,49,2.0,2.0,19.0,14,2019-12-10,1576000800.0,-85.15193821,34.99584594,,1,1,4
0,,1547146800.0,64,AR-27,49,2.0,2.0,19.0,14,2019-01-10,1547143200.0,-85.15193821,34.99584594,,3,1,4
0,,1564250400.0,64,AR-27,49,2.0,2.0,19.0,14,2019-07-27,1564246800.0,-85.15193821,34.99584594,,5,0,4
0,,1560016800.0,64,AR-27,49,2.0,2.0,19.0,14,2019-06-08,1560013200.0,-85.15193821,34.99584594,,5,0,4
0,,1553709600.0,64,AR-27,49,2.0,2.0,19.0,14,2019-03-27,1553706000.0,-85.15193821,34.99584594,,2,1,4
0,,1558202400.0,64,AR-27,49,2.0,2.0,19.0,14,2019-05-18,1558198800.0,-85.15193821,34.99584594,,5,0,4
0,,1557860400.0,221,AC-20,288,2.0,2.0,19.0,15,2019-05-14,1557856800.0,-85.26221438,35.05102485,,1,1,4
0,,1568314800.0,221,AC-20,288,2.0,2.0,19.0,15,2019-09-12,1568311200.0,-85.26221438,35.05102485,,3,1,4
0,,1562785200.0,221,AC-20,288,2.0,2.0,19.0,15,2019-07-10,1562781600.0,-85.26221438,35.05102485,,2,1,4
