Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,Longitude,Latitude,RainBefore,DayOfWeek,WeekDay,DayFrame
0,,1488412800.0,70,AA-12,561,2.0,2.0,19.0,19,2017-03-01,1488409200.0,-85.27691787,35.11893736,,2,1,1
0,,1502578800.0,70,AA-12,561,2.0,2.0,19.0,19,2017-08-12,1502575200.0,-85.27691787,35.11893736,,5,0,1
0,,1495926000.0,70,AA-12,561,2.0,2.0,19.0,19,2017-05-27,1495922400.0,-85.27691787,35.11893736,,5,0,1
0,,1491087600.0,70,AA-12,561,2.0,2.0,19.0,19,2017-04-01,1491084000.0,-85.27691787,35.11893736,,5,0,1
0,,1487116800.0,70,AA-12,561,2.0,2.0,19.0,19,2017-02-14,1487113200.0,-85.27691787,35.11893736,,1,1,1
0,,1502319600.0,70,AA-12,561,2.0,2.0,19.0,19,2017-08-09,1502316000.0,-85.27691787,35.11893736,,2,1,1
0,,1490914800.0,70,AA-12,561,2.0,2.0,19.0,19,2017-03-30,1490911200.0,-85.27691787,35.11893736,,3,1,1
0,,1494457200.0,70,AA-12,561,2.0,2.0,19.0,19,2017-05-10,1494453600.0,-85.27691787,35.11893736,,2,1,1
0,,1508108400.0,70,AA-12,561,2.0,2.0,19.0,19,2017-10-15,1508104800.0,-85.27691787,35.11893736,,6,0,1
0,,1485475200.0,139,AG-9,627,2.0,2.0,19.0,19,2017-01-26,1485471600.0,-85.2328074,35.14440455,,3,1,1
0,,1490310000.0,139,AG-9,627,2.0,2.0,19.0,19,2017-03-23,1490306400.0,-85.2328074,35.14440455,,3,1,1
0,,1496444400.0,139,AG-9,627,2.0,2.0,19.0,19,2017-06-02,1496440800.0,-85.2328074,35.14440455,,4,1,1
0,,1488758400.0,139,AG-9,627,2.0,2.0,19.0,19,2017-03-05,1488754800.0,-85.2328074,35.14440455,,6,0,1
0,,1487721600.0,139,AG-9,627,2.0,2.0,19.0,19,2017-02-21,1487718000.0,-85.2328074,35.14440455,,1,1,1
0,,1509750000.0,139,AG-9,627,2.0,2.0,19.0,19,2017-11-03,1509746400.0,-85.2328074,35.14440455,,4,1,1
0,,1510272000.0,139,AG-9,627,2.0,2.0,19.0,19,2017-11-09,1510268400.0,-85.2328074,35.14440455,,3,1,1
0,,1497826800.0,139,AG-9,627,2.0,2.0,19.0,19,2017-06-18,1497823200.0,-85.2328074,35.14440455,,6,0,1
