Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem
1/24/20 23:05,1/25/20 0:16,N MARKET ST / DALLAS RD,CHATTANOOGA,35.071106,-85.308631,ACC2-MVC No Injuries
1/24/20 20:26,1/24/20 20:52,3504 Dayton Blvd,RED BANK,35.112787,-85.292883,ACC2-MVC No Injuries
1/24/20 19:20,1/24/20 19:56,7300 IGOU GAP RD,CHATTANOOGA,35.027622,-85.159424,ACC2-MVC No Injuries
1/24/20 19:01,1/24/20 19:23,1414 Ely Rd,CHATTANOOGA,35.120829,-85.255595,ACC2-MVC No Injuries
1/24/20 18:42,1/24/20 19:54,9001 LEE HWY,CHATTANOOGA,35.085686,-85.066688,ACC2-MVC No Injuries
1/24/20 18:36,1/24/20 19:37,5401 BRAINERD RD,CHATTANOOGA,35.010589,-85.221388,ACC4-MVC Entrapment
1/24/20 18:35,1/24/20 19:29,531 Signal Mountain Rd,CHATTANOOGA,35.095542,-85.331340,ACC2-MVC No Injuries
1/24/20 18:31,1/24/20 19:06,5401 BRAINERD RD,CHATTANOOGA,35.010589,-85.221388,ACC4-MVC Entrapment
1/24/20 18:31,1/24/20 18:34,5324 - 5399 Brainerd Rd,CHATTANOOGA,35.010453,-85.221830,ACC4-MVC Entrapment
1/24/20 18:30,1/24/20 19:22,5401 BRAINERD RD,CHATTANOOGA,35.010589,-85.221388,ACC4-MVC Entrapment
1/24/20 18:29,1/24/20 18:42,5400 Brainerd Rd,CHATTANOOGA,35.009910,-85.221205,ACC2-MVC No Injuries
1/24/20 18:24,1/24/20 18:25,2501 Market St,CHATTANOOGA,35.026474,-85.311449,ACC3-MVC Unknown Injuries
1/24/20 18:24,1/24/20 19:46,2500 Market St,CHATTANOOGA,35.026626,-85.310189,ACC2-MVC No Injuries
1/24/20 18:09,1/24/20 19:30,720-799 Frawley Rd,EAST RIDGE,34.989855,-85.192084,ACC2-MVC No Injuries
1/24/20 18:06,1/24/20 18:08,2060-2129 HIGHWAY 27 NB,SODDY DAISY,35.278325,-85.154731,ACC3-MVC Unknown Injuries
1/24/20 18:04,1/24/20 18:42,6800 HARVEST RUN DR,HAMILTON COUNTY,35.121108,-85.130846,ACC2-MVC No Injuries
1/24/20 17:39,1/24/20 19:09,4700-4799 Highway 58,CHATTANOOGA,35.089438,-85.187052,ACCDEL-MVC Delayed
1/24/20 17:23,1/24/20 17:35,5311 Highway 153,CHATTANOOGA,35.128246,-85.243412,ACC1-MVC Injuries
1/24/20 17:23,1/24/20 18:26,5311 Highway 153,CHATTANOOGA,35.128246,-85.243412,ACC1-MVC Injuries
1/24/20 17:23,1/24/20 17:55,5311 Highway 153,CHATTANOOGA,35.128246,-85.243412,ACC1-MVC Injuries
1/24/20 17:18,1/24/20 17:31,Maplewood Dr / Cicero Trl,HAMILTON COUNTY,35.034594,-85.100873,ACC1-MVC Injuries
1/24/20 17:18,1/24/20 17:28,Maplewood Dr / Cicero Trl,HAMILTON COUNTY,35.034594,-85.100873,ACC1-MVC Injuries
1/24/20 17:16,1/24/20 17:49,Maplewood Dr / Cicero Trl,HAMILTON COUNTY,35.034594,-85.100873,ACC1-MVC Injuries
1/24/20 17:01,1/24/20 17:03,2133 Cummings Hwy,HAMILTON COUNTY,35.022429,-85.340627,ACC3-MVC Unknown Injuries
1/24/20 16:59,1/24/20 17:01,2128 CUMMINGS HWY,HAMILTON COUNTY,35.023541,-85.344177,ACC2-MVC No Injuries
1/24/20 16:58,1/24/20 17:35,2128 Cummings Hwy,HAMILTON COUNTY,35.023541,-85.344177,ACC2-MVC No Injuries
1/24/20 16:49,1/24/20 17:07,1500 Riverside Dr,CHATTANOOGA,35.054816,-85.282056,ACC2-MVC No Injuries
