Accident,Latitude,Longitude,Date,Time,Hour,DayFrame,Weekday,WeekDay,WeekEnd,Precipitation_Intensity,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count
1,35.062404,-85.077409,2019-01-02,5:27:45,5,1,2,1,0,0.0092,0,1,0,0,0,1,725,41,7,0,7,10
1,35.041545,-85.315177,2019-01-02,6:51:57,6,2,2,1,0,0.009,0,0,0,1,0,1,97,14,22,1,7,20
1,35.038677,-85.319197,2019-01-02,6:56:31,6,2,2,1,0,0.009,0,0,0,1,0,1,97,14,22,1,7,20
1,35.043794,-85.279898,2019-01-02,7:01:54,7,2,2,1,0,0.0092,0,1,0,0,0,1,160,18,20,0,2,14
1,35.091364,-85.183126,2019-01-02,7:31:19,7,2,2,1,0,0.0081,0,1,0,0,0,1,672,26,8,0,7,13
1,35.043791,-85.149742,2019-01-02,8:12:09,8,2,2,1,0,0.0094,0,1,0,0,0,1,462,33,13,1,2,10
1,35.050666,-85.299812,2019-01-02,8:33:45,8,2,2,1,0,0.0089,0,1,0,0,0,1,158,16,20,0,9,19
1,35.050666,-85.299812,2019-01-02,11:00:17,11,3,2,1,0,0.0089,0,1,0,0,0,1,158,16,20,0,9,19
1,35.050355,-85.30093,2019-01-02,11:08:03,11,3,2,1,0,0.0089,0,1,0,0,0,1,157,15,20,0,2,20
1,35.004613,-85.220466,2019-01-02,11:34:05,11,3,2,1,0,0.0094,0,1,0,0,0,1,111,28,22,1,7,8
1,35.015252,-85.253185,2019-01-02,11:42:22,11,3,2,1,0,0.0095,0,1,0,0,0,1,106,23,22,1,7,27
1,35.00845,-85.265356,2019-01-02,11:51:23,11,3,2,1,0,0.0096,0,1,0,0,0,1,55,22,24,0,7,19
1,35.040697,-85.150997,2019-01-02,11:56:48,11,3,2,1,0,0.0094,0,1,0,0,0,1,462,33,13,1,2,10
1,35.087633,-85.070057,2019-01-02,12:19:10,12,3,2,1,0,0.0088,0,1,0,0,0,1,851,40,3,1,2,7
1,35.033029,-85.153322,2019-01-02,12:21:43,12,3,2,1,0,0.0096,0,1,0,0,0,1,373,34,15,0,7,6
1,35.004334,-85.221655,2019-01-02,12:39:23,12,3,2,1,0,0.0094,0,1,0,0,0,1,110,27,22,1,7,19
1,35.004048,-85.217033,2019-01-02,12:40:57,12,3,2,1,0,0.0095,0,1,0,0,0,1,111,28,22,1,7,8
1,35.034528,-85.158706,2019-01-02,12:43:37,12,3,2,1,0,0.0095,0,1,0,0,0,1,372,33,15,0,7,3
1,35.032604,-85.311602,2019-01-02,12:45:53,12,3,2,1,0,0.0091,0,1,0,0,0,1,72,15,23,1,2,15
1,35.004334,-85.221655,2019-01-02,12:50:01,12,3,2,1,0,0.0094,0,1,0,0,0,1,110,27,22,1,7,19
1,35.019182,-85.320827,2019-01-02,13:13:06,13,4,2,1,0,0.0092,0,1,0,0,0,1,27,15,25,0,4,9
1,35.124671,-85.240525,2019-01-02,13:31:49,13,4,2,1,0,0.0075,0,1,0,0,0,1,737,18,6,1,2,9
1,34.993245,-85.205913,2019-01-02,14:03:55,14,4,2,1,0,0.0096,0,1,0,0,0,1,87,30,23,1,2,6
1,35.029214,-85.281475,2019-01-02,14:28:29,14,4,2,1,0,0.0093,0,1,0,0,0,1,102,19,22,0,7,22
1,34.995268,-85.233525,2019-01-02,14:47:36,14,4,2,1,0,0.0098,0,1,0,0,0,1,60,27,24,0,7,17
1,35.02119,-85.241054,2019-01-02,15:14:24,15,4,2,1,0,0.0093,0,0,1,0,0,1,135,24,21,0,7,20
1,35.020339,-85.240448,2019-01-02,15:17:57,15,4,2,1,0,0.0093,0,0,1,0,0,1,135,24,21,0,7,20
1,35.059865,-85.128718,2019-01-02,15:24:12,15,4,2,1,0,0.0091,0,0,1,0,0,1,599,35,10,1,2,4
1,35.048938,-85.288041,2019-01-02,15:29:58,15,4,2,1,0,0.009,0,1,0,0,0,1,192,17,19,0,7,12
1,35.060203,-85.130001,2019-01-02,15:34:22,15,4,2,1,0,0.0091,0,0,1,0,0,1,599,35,10,1,2,4
1,35.059495,-85.131662,2019-01-02,15:36:08,15,4,2,1,0,0.009,0,0,1,0,0,1,598,34,10,1,2,14
1,35.042649,-85.310163,2019-01-02,15:43:38,15,4,2,1,0,0.0089,0,1,0,0,0,1,126,15,21,0,2,28
1,35.060249,-85.069663,2019-01-02,15:46:14,15,4,2,1,0,0.0093,0,0,1,0,0,1,726,42,7,0,7,4
1,35.113279,-85.26329,2019-01-02,15:54:24,15,4,2,1,0,0.0075,0,1,0,0,0,1,622,16,9,0,7,12
1,35.01852,-85.291991,2019-01-02,16:14:25,16,4,2,1,0,0.0094,0,1,0,0,0,1,51,18,24,1,2,17
1,35.021809,-85.297892,2019-01-02,16:16:22,16,4,2,1,0,0.0094,0,1,0,0,0,1,51,18,24,1,2,17
1,35.062271,-85.137823,2019-01-02,16:16:11,16,4,2,1,0,0.0089,0,1,0,0,0,1,598,34,10,1,2,14
1,35.018858,-85.238312,2019-01-02,16:51:40,16,4,2,1,0,0.0093,0,1,0,0,0,1,136,25,21,0,7,21
1,35.007894,-85.200822,2019-01-02,16:52:13,16,4,2,1,0,0.0094,0,1,0,0,0,1,141,30,21,1,2,2
1,34.993245,-85.205913,2019-01-02,16:52:21,16,4,2,1,0,0.0096,0,1,0,0,0,1,87,30,23,1,2,6
1,35.00825,-85.26548,2019-01-02,17:09:35,17,4,2,1,0,0.0096,0,0,1,0,0,1,55,22,24,0,7,19
1,35.027315,-85.234773,2019-01-02,17:26:23,17,4,2,1,0,0.0093,0,0,1,0,0,1,167,25,20,0,7,29
1,35.052479,-85.313199,2019-01-02,17:48:42,17,4,2,1,0,0.0089,0,0,1,0,0,1,156,14,20,1,2,17
1,35.020266,-85.176859,2019-01-02,17:49:26,17,4,2,1,0,0.0096,0,0,1,0,0,1,242,32,18,1,7,17
1,35.06207,-85.306174,2019-01-02,17:59:08,17,4,2,1,0,0.0088,0,0,1,0,0,1,224,14,18,0,7,32
1,35.068644,-85.147224,2019-01-02,18:16:16,18,4,2,1,0,0.0088,0,0,1,0,0,1,638,32,9,0,2,4
1,35.083977,-85.317611,2019-01-02,18:17:29,18,4,2,1,0,0.0084,0,0,1,0,0,1,305,11,16,1,7,13
1,35.004877,-85.211081,2019-01-02,18:18:17,18,4,2,1,0,0.0095,0,0,1,0,0,1,112,29,22,1,2,2
1,35.011387,-85.243683,2019-01-02,18:22:27,18,4,2,1,0,0.0096,0,0,1,0,0,1,107,24,22,1,7,23
1,35.051193,-85.301177,2019-01-02,18:27:38,18,4,2,1,0,0.0089,0,0,1,0,0,1,157,15,20,0,2,20
1,35.137652,-85.245876,2019-01-02,18:41:35,18,4,2,1,0,0.0073,0,0,1,0,0,1,768,16,5,1,7,5
1,35.02908,-85.310838,2019-01-02,18:52:23,18,4,2,1,0,0.0091,0,0,1,0,0,1,73,16,23,1,7,25
1,35.003192,-85.222309,2019-01-02,19:14:59,19,1,2,1,0,0.0094,0,0,1,0,0,1,110,27,22,1,7,19
1,35.111421,-85.217008,2019-01-02,19:21:33,19,1,2,1,0,0.0077,0,0,1,0,0,1,705,21,7,0,2,3
1,35.01416,-85.174935,2019-01-02,20:10:06,20,1,2,1,0,0.0097,0,0,1,0,0,1,242,32,18,1,7,17
1,35.055348,-85.200161,2019-01-02,21:11:33,21,1,2,1,0,0.0088,0,0,1,0,0,1,411,27,14,0,2,4
1,35.014443,-85.272512,2019-01-02,21:20:28,21,1,2,1,0,0.0095,0,0,1,0,0,1,78,21,23,1,7,23
1,35.017505,-85.252304,2019-01-02,23:11:48,23,1,2,1,0,0.0095,0,0,1,0,0,1,106,23,22,1,7,27
1,35.018081,-85.252582,2019-01-02,23:12:02,23,1,2,1,0,0.0095,0,0,1,0,0,1,106,23,22,1,7,27
1,35.017505,-85.252304,2019-01-02,23:12:40,23,1,2,1,0,0.0095,0,0,1,0,0,1,106,23,22,1,7,27
1,35.097218,-85.181299,2019-01-09,4:24:27,4,1,2,1,0,0,1,0,0,0,0,0,710,26,7,0,7,12
1,35.068748,-85.309946,2019-01-09,7:12:35,7,2,2,1,0,0,1,0,0,0,0,0,223,13,18,0,7,30
1,35.0064,-85.109713,2019-01-09,7:41:29,7,2,2,1,0,0,1,0,0,0,0,0,334,40,16,0,7,17
1,35.015874,-85.160336,2019-01-09,7:46:49,7,2,2,1,0,0,1,0,0,0,0,0,283,34,17,0,7,8
1,35.039104,-85.315306,2019-01-09,8:32:27,8,2,2,1,0,0,1,0,0,0,0,0,97,14,22,1,7,20
1,35.044029,-85.21805,2019-01-09,8:39:02,8,2,2,1,0,0,1,0,0,0,0,0,319,25,16,0,2,1
1,35.043287,-85.219729,2019-01-09,8:41:05,8,2,2,1,0,0,1,0,0,0,0,0,274,25,17,0,7,13
1,35.039507,-85.314126,2019-01-09,8:51:52,8,2,2,1,0,0,1,0,0,0,0,0,98,15,22,0,4,18
1,35.043153,-85.220157,2019-01-09,8:57:08,8,2,2,1,0,0,1,0,0,0,0,0,274,25,17,0,7,13
1,35.074128,-85.249119,2019-01-09,9:02:02,9,2,2,1,0,0,1,0,0,0,0,0,404,20,14,0,7,16
1,35.139014,-85.234905,2019-01-09,9:51:41,9,2,2,1,0,0,1,0,0,0,0,0,801,18,4,0,2,8
1,35.048375,-85.309461,2019-01-09,10:02:34,10,3,2,1,0,0,1,0,0,0,0,0,126,15,21,0,2,28
1,35.048194,-85.309994,2019-01-09,10:02:43,10,3,2,1,0,0,1,0,0,0,0,0,125,14,21,1,2,19
1,35.024227,-85.158237,2019-01-09,10:17:05,10,3,2,1,0,0,1,0,0,0,0,0,328,34,16,0,7,13
1,35.110296,-85.295416,2019-01-09,11:13:20,11,3,2,1,0,0,1,0,0,0,0,0,531,12,11,0,7,19
1,35.053609,-85.185714,2019-01-09,11:26:00,11,3,2,1,0,0,1,0,0,0,0,0,458,29,13,0,7,8
1,35.04829,-85.291882,2019-01-09,12:14:24,12,3,2,1,0,0,1,0,0,0,0,0,159,17,20,0,7,22
1,35.01177,-85.214733,2019-01-09,12:20:03,12,3,2,1,0,0,1,0,0,0,0,0,139,28,21,0,2,12
1,35.028406,-85.246838,2019-01-09,12:32:10,12,3,2,1,0,0,1,0,0,0,0,0,165,23,20,0,7,16
1,35.034528,-85.158706,2019-01-09,12:36:41,12,3,2,1,0,0,1,0,0,0,0,0,372,33,15,0,7,3
1,35.055305,-85.30683,2019-01-09,13:02:47,13,4,2,1,0,0,1,0,0,0,0,0,189,14,19,0,2,8
1,35.009093,-85.277129,2019-01-09,13:16:34,13,4,2,1,0,0,1,0,0,0,0,0,54,21,24,0,7,19
1,35.014329,-85.232185,2019-01-09,13:28:33,13,4,2,1,0,0,1,0,0,0,0,0,137,26,21,0,7,21
1,35.035244,-85.270224,2019-01-09,13:36:26,13,4,2,1,0,0,1,0,0,0,0,0,162,20,20,0,7,25
1,35.024227,-85.158237,2019-01-09,13:54:39,13,4,2,1,0,0,1,0,0,0,0,0,328,34,16,0,7,13
1,35.094368,-85.331318,2019-01-09,13:55:44,13,4,2,1,0,0,1,0,0,0,0,0,348,9,15,0,7,5
1,34.990124,-85.219284,2019-01-09,14:15:09,14,4,2,1,0,0,1,0,0,0,0,0,62,29,24,0,7,17
1,35.080502,-85.228533,2019-01-09,14:28:44,14,4,2,1,0,0,1,0,0,0,0,0,496,22,12,0,7,11
1,35.00964,-85.271629,2019-01-09,14:29:07,14,4,2,1,0,0,1,0,0,0,0,0,54,21,24,0,7,19
1,35.072725,-85.305843,2019-01-09,14:36:48,14,4,2,1,0,0,1,0,0,0,0,0,262,13,17,0,7,24
1,35.007088,-85.308205,2019-01-09,14:41:39,14,4,2,1,0,0,1,0,0,0,0,0,10,17,26,0,7,11
1,35.093896,-85.250575,2019-01-09,14:43:18,14,4,2,1,0,0,1,0,0,0,0,0,538,19,11,0,5,3
1,35.088977,-85.219633,2019-01-09,14:48:26,14,4,2,1,0,0,1,0,0,0,0,0,586,22,10,1,4,6
1,35.020338,-85.200523,2019-01-09,14:50:52,14,4,2,1,0,0,1,0,0,0,0,0,204,29,19,0,7,14
1,35.114504,-85.256848,2019-01-09,15:30:06,15,4,2,1,0,0,1,0,0,0,0,0,623,17,9,0,2,11
1,35.012235,-85.227894,2019-01-09,15:52:19,15,4,2,1,0,0,1,0,0,0,0,0,137,26,21,0,7,21
1,35.094219,-85.178147,2019-01-09,16:13:11,16,4,2,1,0,0,1,0,0,0,0,0,711,27,7,0,7,8
1,35.054819,-85.308657,2019-01-09,16:15:25,16,4,2,1,0,0,1,0,0,0,0,0,156,14,20,1,2,17
1,35.125339,-85.240939,2019-01-09,16:22:36,16,4,2,1,0,0,1,0,0,0,0,0,737,18,6,1,2,9
1,35.012235,-85.227894,2019-01-09,16:23:24,16,4,2,1,0,0,1,0,0,0,0,0,137,26,21,0,7,21
1,35.049518,-85.289863,2019-01-09,16:26:05,16,4,2,1,0,0,1,0,0,0,0,0,192,17,19,0,7,12
1,35.085973,-85.190723,2019-01-09,16:25:50,16,4,2,1,0,0,1,0,0,0,0,0,632,26,9,0,7,14
1,35.044389,-85.279583,2019-01-09,16:43:52,16,4,2,1,0,0,1,0,0,0,0,0,160,18,20,0,2,14
1,35.024158,-85.246468,2019-01-09,16:54:25,16,4,2,1,0,0,1,0,0,0,0,0,134,23,21,0,7,23
1,35.017457,-85.182411,2019-01-09,16:55:33,16,4,2,1,0,0,1,0,0,0,0,0,241,31,18,0,7,11
1,35.118672,-85.317239,2019-01-09,17:06:19,17,4,2,1,0,0,1,0,0,0,0,0,528,9,11,0,7,6
1,34.99381,-85.155945,2019-01-09,17:08:20,17,4,2,1,0,0,1,0,0,0,0,0,178,36,20,0,7,15
1,35.038009,-85.240147,2019-01-09,17:14:18,17,4,2,1,0,0,1,0,0,0,0,0,233,23,18,0,7,26
1,35.013587,-85.182854,2019-01-09,17:35:45,17,4,2,1,0,0,1,0,0,0,0,0,206,31,19,1,7,4
1,35.03666,-85.153976,2019-01-09,17:45:21,17,4,2,1,0,0,1,0,0,0,0,0,417,33,14,1,2,6
1,34.989966,-85.203445,2019-01-09,17:49:30,17,4,2,1,0,0,1,0,0,0,0,0,87,30,23,1,2,6
1,35.037712,-85.156744,2019-01-09,17:50:03,17,4,2,1,0,0,1,0,0,0,0,0,417,33,14,1,2,6
1,34.989966,-85.203445,2019-01-09,18:00:31,18,4,2,1,0,0,1,0,0,0,0,0,87,30,23,1,2,6
1,34.989966,-85.203445,2019-01-09,18:01:37,18,4,2,1,0,0,1,0,0,0,0,0,87,30,23,1,2,6
1,35.120773,-85.120165,2019-01-09,19:04:03,19,1,2,1,0,0,1,0,0,0,0,0,892,32,1,0,7,7
1,35.117925,-85.118485,2019-01-09,19:19:08,19,1,2,1,0,0,1,0,0,0,0,0,892,32,1,0,7,7
1,35.037719,-85.293294,2019-01-09,19:52:53,19,1,2,1,0,0,1,0,0,0,0,0,128,17,21,0,7,14
1,35.067548,-85.176229,2019-01-09,19:55:55,19,1,2,1,0,0,1,0,0,0,0,0,548,29,11,0,7,8
1,34.999286,-85.256817,2019-01-09,19:59:22,19,1,2,1,0,0,1,0,0,0,0,0,36,24,25,0,7,20
1,35.075662,-85.201899,2019-01-09,20:55:29,20,1,2,1,0,0,1,0,0,0,0,0,544,25,11,1,7,19
1,35.114504,-85.256848,2019-01-09,20:55:47,20,1,2,1,0,0,1,0,0,0,0,0,623,17,9,0,2,11
