Accident,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity
1,0,0,0,1,0,0,1,0,0,1,0.016666666666667,0.477272727272727,1,0,0.8,0.484848484848485,0,0.021540062434964
1,0,0,0,1,0,0,1,0,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0,0.021852237252862
1,0,0,0,1,0,0,1,0,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0,0.021852237252862
1,0,0,0,1,0,0,1,0,0,1,0.173333333333333,0.295454545454546,0.76,1,0.3,0.545454545454545,0,0.021644120707596
1,0.043478260869565,0,0,1,0,0,1,0,0,1,0.172222222222222,0.272727272727273,0.76,1,0.3,0.181818181818182,5.70776255734984E-05,0.021644120707596
1,0.043478260869565,0,0,1,0,0,1,0,0,1,0.462222222222222,0.704545454545455,0.52,1,0.8,0.333333333333333,5.70776255734984E-05,0.021123829344433
1,0.043478260869565,0,0,1,0,0,1,0,0,1,0.586666666666667,0.181818181818182,0.4,0,0.8,0.212121212121212,5.70776255734984E-05,0.021227887617066
1,0.043478260869565,0,0,1,0,0,1,0,0,1,0.912222222222222,0.840909090909091,0.12,1,0.8,0.333333333333333,5.70776255734984E-05,0.020707596253902
1,0.086956521739131,0,0,1,0,1,0,0,0,1,0.081111111111111,0.340909090909091,0.88,1,0.8,0.787878787878788,0.000114155251143,0.021956295525494
1,0.130434782608696,0,0,1,0,1,0,0,0,1,0.222222222222222,0.545454545454546,0.72,0,0.8,0.545454545454545,0.000171232876713,0.021123829344433
1,0.130434782608696,0,0,1,0,1,0,0,0,1,0.222222222222222,0.545454545454546,0.72,0,0.8,0.545454545454545,0.000171232876713,0.021123829344433
1,0.173913043478261,0,0,1,0,1,0,0,0,1,0.447777777777778,0.409090909090909,0.52,0,0.8,0.393939393939394,0.000228310502283,0.021956295525494
1,0.217391304347826,0.333333333333333,0,1,0,1,0,0,0,1,0.446666666666667,0.386363636363636,0.52,0,0.6,0.393939393939394,0.000285388127857,0.021956295525494
1,0.217391304347826,0.333333333333333,0,1,0,1,0,0,0,1,0.447777777777778,0.409090909090909,0.52,0,0.8,0.393939393939394,0.000285388127857,0.021956295525494
0,0.217391304347826,0.333333333333333,0,1,0,0,1,0,0,1,0.092222222222222,0.568181818181818,0.88,0,0.8,0.636363636363636,0.000342465753427,0.046826222684704
0,0.217391304347826,0.333333333333333,0,1,0,0,1,0,0,1,0.14,0.318181818181818,0.8,0,0.3,0.878787878787879,0.000342465753427,0.042663891779397
0,0.217391304347826,0.333333333333333,0,1,0,0,1,0,0,1,0.302222222222222,0.5,0.64,0,0.8,0.575757575757576,0.000342465753427,0.045785639958377
0,0.217391304347826,0.333333333333333,0,1,0,0,1,0,0,1,0.69,0.318181818181818,0.32,0,0.8,0.454545454545455,0.000342465753427,0.04162330905307
1,0.304347826086957,0.333333333333333,0,1,0,0,0,1,0,1,0.155555555555556,0.636363636363636,0.8,1,0.3,0.272727272727273,0.000399543378997,0.021227887617066
0,0.260869565217391,0.333333333333333,0,1,0,0,1,0,0,1,0.258888888888889,0.5,0.68,0,0.8,0.818181818181818,0.000399543378997,0.019771071800208
0,0.260869565217391,0.333333333333333,0,1,0,0,1,0,0,1,0.462222222222222,0.704545454545455,0.52,1,0.8,0.333333333333333,0.000399543378997,0.022892819979188
1,0.304347826086957,0.333333333333333,0,1,0,0,0,1,0,1,0.511111111111111,0.681818181818182,0.48,0,0.8,0.424242424242424,0.000399543378997,0.0210197710718
1,0.347826086956522,0.333333333333333,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.000456621004567,0.021852237252862
1,0.347826086956522,0.333333333333333,0,1,0,0,0,1,0,1,0.077777777777778,0.272727272727273,0.88,0,0.6,0.060606060606061,0.000456621004567,0.021852237252862
0,0.304347826086957,0.333333333333333,0,1,0,0,1,0,0,1,0.267777777777778,0.681818181818182,0.68,0,0.8,0.363636363636364,0.000456621004567,0.014568158168574
0,0.304347826086957,0.333333333333333,0,1,0,0,1,0,0,1,0.296666666666667,0.386363636363636,0.64,0,0.6,0.151515151515152,0.000456621004567,0.014568158168574
0,0.304347826086957,0.333333333333333,0,1,0,0,1,0,0,1,0.495555555555556,0.363636363636364,0.48,0,0.6,0.060606060606061,0.000456621004567,0.014568158168574
1,0.347826086956522,0.333333333333333,0,1,0,0,0,1,0,1,0.616666666666667,0.795454545454546,0.4,0,0.8,0.363636363636364,0.000456621004567,0.021331945889698
0,0.347826086956522,0.333333333333333,0,1,0,0,1,0,0,1,0.084444444444445,0.409090909090909,0.88,0,0.8,0.606060606060606,0.000513698630137,0.021852237252862
0,0.347826086956522,0.333333333333333,0,1,0,0,1,0,0,1,0.411111111111111,0.681818181818182,0.56,0,0.8,0.333333333333333,0.000513698630137,0.018730489073881
1,0.391304347826087,0.333333333333333,0,1,0,0,0,1,0,1,0.83,0.613636363636364,0.2,0,0.5,0.090909090909091,0.000513698630137,0.020915712799168
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.015555555555556,0.454545454545455,1,0,0.8,0.636363636363636,0.00057077625571,0.021540062434964
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.015555555555556,0.454545454545455,1,0,0.8,0.636363636363636,0.00057077625571,0.021540062434964
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.00057077625571,0.021852237252862
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.00057077625571,0.021852237252862
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.00057077625571,0.021852237252862
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.077777777777778,0.272727272727273,0.88,0,0.6,0.060606060606061,0.00057077625571,0.021852237252862
0,0.391304347826087,0.333333333333333,0,1,0,0,1,0,0,1,0.078888888888889,0.295454545454546,0.88,1,0.6,0.272727272727273,0.00057077625571,0.023933402705515
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.081111111111111,0.340909090909091,0.88,1,0.8,0.787878787878788,0.00057077625571,0.021956295525494
1,0.434782608695652,0.666666666666667,0,1,0,0,0,1,0,1,0.081111111111111,0.340909090909091,0.88,1,0.8,0.787878787878788,0.00057077625571,0.021956295525494
0,0.391304347826087,0.333333333333333,0,1,0,0,1,0,0,1,0.153333333333333,0.590909090909091,0.8,0,0.8,0.666666666666667,0.00057077625571,0.023933402705515
0,0.391304347826087,0.333333333333333,0,1,0,0,1,0,0,1,0.288888888888889,0.227272727272727,0.64,1,0.3,0.333333333333333,0.00057077625571,0.023933402705515
1,0.478260869565217,0.666666666666667,0,1,0,1,0,0,0,1,0.005555555555556,0.25,1,1,0.1,0.181818181818182,0.00062785388128,0.021852237252862
1,0.478260869565217,0.666666666666667,0,1,0,1,0,0,0,1,0.005555555555556,0.25,1,1,0.1,0.181818181818182,0.00062785388128,0.021852237252862
0,0.434782608695652,0.666666666666667,0,1,0,0,1,0,0,1,0.022222222222222,0.159090909090909,0.96,0,0.1,0.272727272727273,0.00062785388128,0.030176899063476
1,0.478260869565217,0.666666666666667,0,1,0,1,0,0,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.00062785388128,0.021852237252862
1,0.478260869565217,0.666666666666667,0,1,0,1,0,0,0,1,0.078888888888889,0.295454545454546,0.88,1,0.6,0.272727272727273,0.00062785388128,0.021852237252862
0,0.434782608695652,0.666666666666667,0,1,0,0,1,0,0,1,0.207777777777778,0.25,0.72,1,0.1,0.393939393939394,0.00062785388128,0.029136316337149
1,0.478260869565217,0.666666666666667,0,1,0,1,0,0,0,1,0.391111111111111,0.272727272727273,0.56,0,0.8,0.272727272727273,0.00062785388128,0.021540062434964
1,0.478260869565217,0.666666666666667,0,1,0,1,0,0,0,1,0.641111111111111,0.272727272727273,0.36,0,0.1,0.272727272727273,0.00062785388128,0.021227887617066
0,0.434782608695652,0.666666666666667,0,1,0,0,1,0,0,1,0.69,0.318181818181818,0.32,0,0.8,0.454545454545455,0.00062785388128,0.027055150884495
0,0.434782608695652,0.666666666666667,0,1,0,0,1,0,0,1,0.747777777777778,0.590909090909091,0.28,0,0.8,0.272727272727273,0.00062785388128,0.024973985431842
1,0.521739130434783,0.666666666666667,0,1,0,1,0,0,0,1,0.055555555555556,0.363636363636364,0.92,1,0.3,0.181818181818182,0.00068493150685,0.021852237252862
0,0.478260869565217,0.666666666666667,0,1,0,0,1,0,0,1,0.122222222222222,0.590909090909091,0.84,1,0.8,0.606060606060606,0.00068493150685,0.022892819979188
1,0.521739130434783,0.666666666666667,0,1,0,1,0,0,0,1,0.745555555555556,0.545454545454546,0.28,0,0.8,0.515151515151515,0.00068493150685,0.021540062434964
0,0.521739130434783,0.666666666666667,0,1,0,0,1,0,0,1,0.054444444444445,0.340909090909091,0.92,0,0.8,0.363636363636364,0.00074200913242,0.016649323621228
1,0.565217391304348,1,0,1,0,1,0,0,0,1,0.078888888888889,0.295454545454546,0.88,1,0.6,0.272727272727273,0.00074200913242,0.021956295525494
0,0.521739130434783,0.666666666666667,0,1,0,0,1,0,0,1,0.265555555555556,0.636363636363636,0.68,0,0.8,0.424242424242424,0.00074200913242,0.018730489073881
1,0.565217391304348,1,0,1,0,1,0,0,0,1,0.461111111111111,0.681818181818182,0.52,0,0.8,0.424242424242424,0.00074200913242,0.0210197710718
0,0.521739130434783,0.666666666666667,0,1,0,0,1,0,0,1,0.495555555555556,0.363636363636364,0.48,0,0.6,0.060606060606061,0.00074200913242,0.016649323621228
1,0.565217391304348,1,0,1,0,1,0,0,0,1,0.511111111111111,0.681818181818182,0.48,0,0.8,0.424242424242424,0.00074200913242,0.0210197710718
1,0.608695652173913,1,0,1,0,0,0,1,0,1,0.114444444444444,0.431818181818182,0.84,0,0.8,0.727272727272727,0.000799086757993,0.021540062434964
1,0.608695652173913,1,0,1,0,0,0,1,0,1,0.117777777777778,0.5,0.84,1,0.8,0.848484848484848,0.000799086757993,0.021436004162331
